Systematic Name,Transcriptional Plasticity
YNL273W,0.17164789
YAR028W,0.171685544
YLR283W,0.171786102
YOR179C,0.171882365
YNL243W,0.171991835
YOL148C,0.17205001
YLR239C,0.17208695
YML097C,0.172111902
YNR031C,0.172123972
YDR483W,0.172133374
YHR004C,0.172213612
YJR116W,0.172222136
YNL214W,0.172248369
YOR008C,0.172253865
YDL138W,0.172316991
YPL006W,0.172374516
YHR105W,0.172386886
YIL105C,0.172416978
YDR151C,0.172513548
YMR210W,0.17252119
YKL095W,0.172587141
YPL115C,0.172693292
YPR095C,0.172722081
YKR070W,0.172763559
YER170W,0.172877684
YKL072W,0.172887599
YDL188C,0.172888577
YPR195C,0.172906993
YAR003W,0.172913575
YNL294C,0.172957331
YNL039W,0.173015106
YKL186C,0.173064218
YJL085W,0.173088395
YJL041W,0.173090392
YGR122W,0.173101196
YJR151C,0.173107952
YDR138W,0.173115837
YDL047W,0.173173266
YPL122C,0.173187567
YFR048W,0.173196155
YKR050W,0.173201329
YPL076W,0.173251179
YOR241W,0.173290492
YGR220C,0.173388127
YML035C,0.17340242
YBL106C,0.173425454
YDR265W,0.173425498
YDR051C,0.173442709
YDL106C,0.173451552
YGR075C,0.173459845
YGR015C,0.173519126
YIL177C,0.173612491
YNL254C,0.173664357
YGL002W,0.173664668
YBR288C,0.173675571
YPL194W,0.17370445
YDR444W,0.173733959
YPR057W,0.173772916
YEL029C,0.173819413
YCL028W,0.173852535
YGR039W,0.173915073
YBL023C,0.17394305
YGL003C,0.173947437
YDR387C,0.173959888
YDL159W,0.173983055
YLR363C,0.174007907
YJR015W,0.174062523
YDR311W,0.174078137
YLR412W,0.174108327
YOR304W,0.174152911
YNL059C,0.174174737
YNR077C,0.174199294
YGL073W,0.174250022
YLR119W,0.174299089
YOR159C,0.174308396
YFL048C,0.174317773
YHR009C,0.174448697
YNR029C,0.174472013
YAR033W,0.174490138
YDR416W,0.174502909
YDL030W,0.17451003
YDL098C,0.174562604
YGL067W,0.174600426
YER063W,0.174643127
YIL089W,0.174718481
YLR036C,0.174807071
YOR165W,0.1748244
YHR056C,0.174826909
YKR095W,0.174834049
YJL197W,0.174879453
YOR194C,0.174896774
YGL069C,0.17494905
YNL170W,0.175004952
YLR202C,0.175010249
YEL014C,0.17509762
YBR161W,0.175128416
YLR131C,0.175131737
YOR336W,0.175212268
YJL091C,0.17522441
YNL187W,0.175270995
YNL193W,0.175292045
YNL127W,0.175329873
YNR011C,0.175353681
YMR166C,0.175369668
YER047C,0.175380087
YOR144C,0.175384568
YGL128C,0.175432369
YNL230C,0.175493567
YDR486C,0.175525698
YGR179C,0.175537623
YDR034C,0.175578868
YDR252W,0.175606347
YGR031W,0.175643654
YER092W,0.175683044
YER136W,0.1756863
YLR390W-A,0.175688065
YOR291W,0.1757012
YJL061W,0.175774966
YPR164W,0.175850787
YKL046C,0.175868831
YGR026W,0.175982917
YJL129C,0.175983414
YLR199C,0.176010487
YOR244W,0.176049871
YNL118C,0.176101003
YNL309W,0.176117059
YOR154W,0.176135416
YDL189W,0.176145375
YLR317W,0.176149017
YLR265C,0.176277362
YFL065C,0.176287124
YIR025W,0.176318642
YLR275W,0.176329378
YJR106W,0.176407533
YJL019W,0.176486637
YPL116W,0.176487907
YAR053W,0.176533295
YDL224C,0.176539577
YHR111W,0.176551746
YCL011C,0.176597485
YLR310C,0.176615861
YMR073C,0.176663971
YAL029C,0.176682397
YDR279W,0.176687163
YBL079W,0.176700663
YPL046C,0.176746245
YPL269W,0.176762533
YDR208W,0.176844889
YPL172C,0.176848308
YDR236C,0.176868318
YCR017C,0.176954305
YJL187C,0.177042729
YDL089W,0.177211858
YBR251W,0.177215365
YNL083W,0.177219044
YJR083C,0.177231306
YOR093C,0.177263014
YPL132W,0.17728436
YOR280C,0.177285959
YGL226W,0.177385043
YDR320C,0.177412018
YFR040W,0.1775066
YJR050W,0.177724397
YDL065C,0.177744942
YJL179W,0.177776379
YGR074W,0.177839853
YDR463W,0.177875547
YDR176W,0.177909889
YDR005C,0.177913317
YBR134W,0.177931888
YAL056W,0.178015717
YLR181C,0.178102439
YGR257C,0.178108365
YDL077C,0.178122658
YOL112W,0.178123505
YPL261C,0.17817613
YDR290W,0.178252423
YJR141W,0.178327707
YIL143C,0.178366091
YNL181W,0.178418349
YDR117C,0.178459224
YMR225C,0.178460899
YER149C,0.178509894
YGR073C,0.178513433
YLR114C,0.178585722
YML082W,0.178612214
YHR090C,0.178640873
YOL135C,0.178684952
YJL030W,0.178695645
YKL012W,0.17871007
YOR311C,0.178743424
YOR319W,0.178827209
YDR379W,0.178838432
YIL134W,0.178851612
YMR135W-A,0.178858146
YGL164C,0.178908194
YOL009C,0.178931781
YBL037W,0.178944109
YPR056W,0.178948925
YKL052C,0.178994265
YKL175W,0.179005198
YER161C,0.179011256
YPR185W,0.179058404
YAR030C,0.179132927
YBR224W,0.179182135
YPR019W,0.179217915
YNL073W,0.179226874
YLR215C,0.179233892
YKL119C,0.179314411
YGL143C,0.179327468
YDL117W,0.179366967
YNL053W,0.179426131
YDL073W,0.179477543
YPL133C,0.179522114
YDR067C,0.179529907
YGL240W,0.179584958
YDL034W,0.179681277
YER080W,0.179684167
YOR196C,0.179750587
YOR141C,0.17975473
YGL216W,0.179801801
YOR077W,0.179809481
YBR165W,0.179816454
YMR054W,0.179825283
YBR253W,0.179843826
YBR013C,0.179897255
YKR008W,0.179964447
YMR127C,0.179972547
YDR143C,0.179995153
YDR318W,0.179996788
YAR023C,0.180014344
YNL177C,0.180043867
YER075C,0.180147162
YNL049C,0.180178871
YHR172W,0.180194516
YNL252C,0.180232144
YHL029C,0.180264715
YOL116W,0.180280313
YDR357C,0.180341809
YOL081W,0.180511583
YCR052W,0.180547523
YBR168W,0.18056997
YLR011W,0.18066545
YPR099C,0.180683984
YGR098C,0.180705506
YGL072C,0.180725653
YGL005C,0.180729119
YNR026C,0.180780831
YKR036C,0.180810153
YDR338C,0.180841432
YEL036C,0.180847118
YEL018W,0.180874873
YGL254W,0.180950508
YDL069C,0.181061871
YDR445C,0.181085103
YAL048C,0.181165858
YJR100C,0.181178531
YGR269W,0.181182676
YOL027C,0.181210658
YJR030C,0.18122306
YJL180C,0.18130303
YGL092W,0.181361165
YPR111W,0.181382024
YGR147C,0.181454196
YJR142W,0.181467901
YDR188W,0.181473353
YMR236W,0.181478947
YKR104W,0.181621835
YKR004C,0.18170674
YGR206W,0.181742194
YOL062C,0.181757941
YNL324W,0.181809857
YGL114W,0.181826774
YOR329C,0.181848027
YGR181W,0.181849773
YKR019C,0.181851016
YKR074W,0.181852809
YLR369W,0.181913798
YHR017W,0.181928491
YLR026C,0.181941113
YPL204W,0.181976527
YPL268W,0.182023519
YIR006C,0.182025487
YIR020C,0.182027091
YDL142C,0.182042842
YHL042W,0.182079184
YBR245C,0.182121469
YJL128C,0.182166104
YER129W,0.18220433
YFR051C,0.182239858
YDR295C,0.182248621
YPL157W,0.182254833
YKR015C,0.18227147
YOR081C,0.18228348
YBR254C,0.18233652
YMR162C,0.182337557
YPR189W,0.182382591
YMR112C,0.18238884
YMR115W,0.182475259
YGR001C,0.182501376
YJR055W,0.182505303
YDR308C,0.182558383
YCL065W,0.182590005
YKL196C,0.182633891
YPL108W,0.182676722
YBR002C,0.182698446
YDR373W,0.182702591
YBR042C,0.182734247
YHR121W,0.182754004
YDR302W,0.182755908
YBL050W,0.182790513
YER005W,0.182866026
YOR286W,0.18288769
YAL033W,0.182893775
YCR090C,0.182907882
YJL124C,0.182910658
YOR060C,0.182936681
YKL118W,0.182998377
YMR228W,0.183144756
YPL138C,0.183145839
YEL074W,0.183312781
YNL325C,0.183315136
YGL004C,0.183319005
YHL025W,0.183332003
YOR217W,0.183388458
YLL065W,0.183395209
YLR454W,0.183416917
YLR337C,0.18342785
YJR067C,0.183445036
YLL002W,0.183500051
YPL023C,0.183500091
YMR213W,0.183555221
YBR141C,0.183592756
YDR229W,0.1836794
YHR001W,0.183685492
YOR149C,0.183721027
YDR337W,0.183732745
YLR077W,0.183774772
YDL232W,0.183787104
YMR178W,0.183843607
YER032W,0.183874727
YKL135C,0.183878564
YPL063W,0.183905534
YJL143W,0.184005201
YFL027C,0.184011934
YML006C,0.184093997
YJR061W,0.184145665
YNR013C,0.184195879
YLR148W,0.184229529
YGR253C,0.184283558
YDR093W,0.184291126
YLR206W,0.184332197
YBR004C,0.184377527
YOL026C,0.184437624
YHL007C,0.18445304
YIR001C,0.184458931
YLR278C,0.184481444
YCL058C,0.184500853
YPL249C,0.184536088
YKL049C,0.184537409
YFR024C-A,0.184540046
YDL045C,0.184544052
YFL010W-A,0.184558863
YOR201C,0.184601769
YDR179W-A,0.184612125
YOL051W,0.184628084
YDL028C,0.184642365
YAL024C,0.184662066
YOR016C,0.184751422
YOR346W,0.184779346
YML021C,0.184801501
YPL232W,0.184840959
YLR463C,0.184941464
YAL034W-A,0.18505256
YJR117W,0.185071797
YDL002C,0.185149932
YOR350C,0.185171292
YER040W,0.185202551
YBL017C,0.185235552
YMR157C,0.185240992
YCR077C,0.185270313
YLR403W,0.185340342
YIL041W,0.185369641
YDL242W,0.185477841
YLR247C,0.18551645
YBR174C,0.185516688
YKL206C,0.185587611
YNL215W,0.18560331
YDR061W,0.185665986
YAL021C,0.185772063
YGR105W,0.185898419
YGR029W,0.186017861
YDR196C,0.186019846
YDL235C,0.186021646
YBR087W,0.186112882
YGL060W,0.186132956
YDR414C,0.186162161
YGR051C,0.186162601
YOR368W,0.186183876
YMR284W,0.186193627
YDL092W,0.186213351
YLR226W,0.186214989
YDL116W,0.186229545
YNL213C,0.186245413
YHR036W,0.186248298
YDR147W,0.186273027
YLR104W,0.186293721
YPR093C,0.186408249
YLR066W,0.186428818
YBR167C,0.186437698
YNL265C,0.18649672
YDR464W,0.186499372
YDR047W,0.186537481
YDR396W,0.186545367
YKL132C,0.186615363
YKL108W,0.186696228
YNL051W,0.186711385
YNL001W,0.186712127
YNL184C,0.186714729
YIL135C,0.186838476
YDL233W,0.186839961
YNL021W,0.186901437
YPR202W,0.186974731
YAR064W,0.186975473
YER029C,0.18702915
YLR379W,0.187031453
YGR195W,0.187053529
YNL290W,0.187083176
YGL246C,0.187142071
YPR122W,0.187211037
YBR136W,0.187248149
YLL054C,0.187282185
YMR106C,0.187285508
YPR073C,0.187307694
YDR034W-B,0.187369175
YGR165W,0.187490467
YGL127C,0.187610271
YGR120C,0.187636224
YJL123C,0.187638745
YAL028W,0.187643505
YJR032W,0.187797278
YKL168C,0.187811617
YCR086W,0.187828247
YNR027W,0.187944099
YOR221C,0.187951271
YHR002W,0.187989757
YOR380W,0.188017989
YPR008W,0.188051897
YNL143C,0.188089031
YJR090C,0.188105334
YOR371C,0.188111371
YJR126C,0.188142252
YMR165C,0.188182049
YER166W,0.188232379
YMR227C,0.188321537
YBR282W,0.188343597
YDR153C,0.18836967
YBR166C,0.188383076
YPR092W,0.188395484
YDR194C,0.188400387
YOR216C,0.188404014
YBR198C,0.188412345
YKL032C,0.188422635
YHR059W,0.188439161
YPL039W,0.188494475
YMR200W,0.188510557
YOR150W,0.188651922
YMR298W,0.188660684
YER083C,0.18873171
YNL084C,0.188776787
YGL210W,0.18886711
YCR044C,0.188876191
YDR495C,0.188927818
YIR003W,0.189007305
YER060W-A,0.189053828
YLR402W,0.189073052
YML048W,0.189082389
YLR456W,0.18910559
YBL034C,0.189109779
YPR083W,0.189134456
YCR023C,0.189174358
YBL088C,0.18922132
YML017W,0.189227177
YEL075C,0.189297686
YDL033C,0.189382635
YMR240C,0.189423419
YIR021W,0.189438511
YPL210C,0.18946842
YJL072C,0.189501967
YOL056W,0.189506799
YMR132C,0.189512463
YBR152W,0.189518187
YCR105W,0.189554269
YOR331C,0.189581907
YNR039C,0.189606189
YDR076W,0.189632345
YGR224W,0.189634301
YNL285W,0.189651985
YJL049W,0.189662257
YHR067W,0.189748797
YDR370C,0.189788074
YGR114C,0.189802312
YHR060W,0.189814772
YOR075W,0.189859012
YBL047C,0.189887667
YDR049W,0.189963837
YPR082C,0.18999047
YLR238W,0.189996941
YKL204W,0.190029864
YPR097W,0.190051096
YJR035W,0.190125018
YDL008W,0.19013555
YGL165C,0.190198228
YBR127C,0.190226945
YLR018C,0.190245102
YGR100W,0.190276315
YPR070W,0.1902972
YPR018W,0.190324917
YPR196W,0.190346393
YOR140W,0.190348232
YBR156C,0.190417877
YOR213C,0.190421907
YLR320W,0.190425631
YML103C,0.190536656
YPL065W,0.190558701
YFL064C,0.190609478
YOR197W,0.190722583
YDR175C,0.190764933
YBR201W,0.190857593
YBR110W,0.190868405
YLL049W,0.190881473
YDR249C,0.190947348
YER137C,0.190950857
YAL019W,0.191042315
YLR139C,0.191050792
YOR164C,0.191119777
YJL211C,0.191170598
YDL220C,0.191187707
YHR151C,0.191227989
YJL118W,0.191267203
YHR093W,0.191420386
YLR330W,0.191428661
YDR099W,0.191455714
YOR373W,0.191478323
YPL141C,0.191557067
YPL077C,0.191600098
YPL235W,0.191615018
YHR173C,0.1916479
YNR055C,0.191717721
YMR044W,0.191762901
YAL016W,0.191768542
YJL105W,0.191829383
YLR111W,0.191887434
YIL161W,0.191967052
YGL219C,0.191977726
YKL159C,0.19202663
YJL206C,0.192034349
YPR004C,0.192117103
YGL153W,0.192117338
YAR060C,0.19217103
YIL030C,0.192175915
YPR032W,0.192247292
YHL008C,0.192323184
YPR203W,0.192323653
YMR048W,0.192324824
YDR029W,0.192414282
YNL280C,0.192432517
YGR178C,0.192531222
YJR118C,0.192545851
YMR025W,0.192614875
YBR017C,0.192614988
YMR033W,0.192626362
YDR183W,0.19268695
YKL219W,0.192698258
YJR076C,0.192724202
YHR189W,0.192743583
YIR022W,0.192758076
YPL153C,0.192788382
YPR064W,0.192809147
YGR139W,0.192827794
YCL002C,0.192841742
YIL114C,0.192885778
YKL061W,0.192914997
YCR032W,0.192976343
YML015C,0.193017817
YLR321C,0.193066743
YDL155W,0.193087363
YBR178W,0.193102584
YLR430W,0.19311103
YDR289C,0.193143381
YGR129W,0.193182838
YJL120W,0.193269846
YOL067C,0.193296421
YGL185C,0.193309882
YFR006W,0.193350502
YGL043W,0.193412887
YGL204C,0.193557825
YML112W,0.19357518
YDR517W,0.193578945
YJR135C,0.193589427
YJL075C,0.193595028
YJL083W,0.193661338
YCR003W,0.193713552
YLR389C,0.193728379
YIL156W,0.193751312
YDR443C,0.193759134
YDR349C,0.19376378
YNR022C,0.193858631
YDR469W,0.193878178
YDR334W,0.193886374
YHR194W,0.193932539
YMR313C,0.193986556
YBR199W,0.194010835
YNL232W,0.194045463
YCR041W,0.194080499
YFR038W,0.194120163
YMR312W,0.194176402
YOR006C,0.19418549
YGL134W,0.194225724
YBL081W,0.194258677
YDR310C,0.194321439
YNL258C,0.194381461
YIR011C,0.194447052
YIR010W,0.194516587
YGR156W,0.194558621
YDR141C,0.19458809
YOR205C,0.1946798
YJR160C,0.194715287
YGL049C,0.194818913
YPL045W,0.194870155
YJL176C,0.194885993
YFR041C,0.194898991
YIL128W,0.194903349
YMR047C,0.194906235
YER172C,0.194927939
YOR085W,0.194960607
YJR021C,0.194993864
YDR424C,0.194994912
YDR027C,0.194994943
YDR168W,0.194999531
YCR020C,0.195026155
YKL166C,0.195031503
YDR439W,0.195042106
YHR050W,0.19507106
YLR451W,0.195088946
YBL093C,0.195100988
YMR141C,0.195175629
YCR082W,0.195184377
YDL168W,0.195277725
YGR024C,0.195295246
YBR164C,0.195322154
YDL104C,0.195335468
YDL140C,0.195433336
YIR024C,0.195451449
YPL182C,0.195571237
YMR134W,0.195623863
YKL057C,0.195634508
YDR426C,0.195671287
YJL175W,0.195676214
YDR017C,0.195682679
YNL080C,0.195752113
YDL011C,0.195760037
YOR005C,0.195812271
YLR170C,0.195831754
YPL257W,0.195869114
YDL173W,0.19596421
YDR328C,0.195984737
YOL099C,0.196013936
YLR047C,0.196086651
YPL075W,0.196110796
YJL154C,0.196146351
YPL279C,0.196172816
YIR004W,0.196185956
YNL229C,0.196220467
YLR123C,0.196236663
YNL005C,0.196264167
YDR068W,0.196266494
YBR135W,0.196309932
YJL025W,0.196371257
YOL013C,0.196432271
YKL033W,0.196474227
YEL002C,0.196480358
YNL264C,0.19649036
YIL063C,0.196507194
YEL025C,0.196535723
YJL056C,0.196569493
YLR176C,0.196603026
YGR235C,0.196656426
YLL032C,0.196741961
YMR180C,0.19677461
YMR064W,0.196821767
YNR010W,0.19684388
YDR030C,0.196849138
YBR007C,0.196929875
YGR042W,0.196966764
YIL092W,0.196996751
YDR545W,0.197034919
YLR138W,0.197039913
YDR107C,0.197073769
YBR122C,0.197091042
YDR095C,0.197134413
YPL098C,0.19719816
YDR427W,0.197250527
YLR351C,0.197254219
YCL010C,0.197258976
YOR357C,0.197296356
YLR393W,0.197359174
YDL093W,0.197433183
YMR080C,0.197437517
YKR018C,0.197524343
YPR165W,0.197652901
YIL036W,0.197658488
YGR009C,0.19769259
YJL104W,0.197758164
YNL212W,0.197788987
YOR295W,0.197801611
YLR022C,0.197802844
YPL112C,0.197828435
YJL096W,0.197966917
YNR030W,0.198011192
YKL058W,0.198056581
YAL022C,0.198133537
YER019C-A,0.198160145
YPR101W,0.198288342
YPR021C,0.198297591
YJL006C,0.198300541
YKL167C,0.198346597
YOR147W,0.198379172
YPR029C,0.198396947
YMR158W,0.198406683
YLR429W,0.198447108
YJL134W,0.198502065
YPL233W,0.198511756
YDR526C,0.198514207
YDR246W,0.198536325
YLR064W,0.198580706
YJR031C,0.198635001
YEL064C,0.198648444
YOL142W,0.198670907
YOR113W,0.198794592
YPR199C,0.198808915
YER164W,0.19891098
YNL122C,0.198914796
YGL213C,0.198917721
YMR208W,0.198960675
YIL068C,0.198963227
YMR099C,0.198978625
YNL095C,0.199026961
YBL053W,0.199133532
YGR076C,0.199134813
YLR182W,0.199227221
YFL017C,0.199229586
YKL053W,0.199270821
YBR044C,0.199302448
YLR101C,0.199371015
YGL139W,0.199376822
YER123W,0.199410938
YFR019W,0.199429321
YOL025W,0.199430671
YML041C,0.199439216
YAR002W,0.199496786
YMR159C,0.199516302
YKL117W,0.199569792
YDR135C,0.199572007
YML104C,0.199583991
YIL090W,0.199667108
YGR056W,0.199693109
YDR212W,0.199705125
YKR014C,0.199719703
YDR479C,0.199869411
YPL179W,0.199903651
YDR173C,0.199989167
YCL022C,0.200008128
YNL315C,0.200169696
YGR119C,0.200172232
YJL090C,0.200251882
YOL095C,0.200308443
YDR303C,0.200316331
YLR440C,0.200322455
YPR104C,0.200338876
YEL007W,0.200376057
YOR321W,0.2003821
YHR131C,0.200418033
YBR235W,0.200427685
YBL062W,0.200431536
YGR232W,0.200454658
YML081W,0.200476228
YLR227C,0.200512713
YKR048C,0.200557291
YDL230W,0.200574852
YIR040C,0.200681876
YDL070W,0.200699159
YBL026W,0.200700378
YMR119W-A,0.200772972
YOR301W,0.200805887
YBR270C,0.200811443
YDR162C,0.200871794
YGL197W,0.200889547
YOR378W,0.200974154
YJL071W,0.201074004
YBL090W,0.201087232
YJL184W,0.201138346
YLL037W,0.201192202
YLR261C,0.201199403
YPR088C,0.201227046
YDL058W,0.201262923
YDR264C,0.201320348
YNL191W,0.20132124
YPL100W,0.201325733
YPL070W,0.201356969
YOR370C,0.201415369
YMR138W,0.201453085
YCR030C,0.201500705
YBR043C,0.201506307
YNL242W,0.201512153
YKR017C,0.201517461
YMR149W,0.201527404
YEL017C-A,0.20156728
YOR160W,0.201604979
YJR014W,0.201772115
YBL055C,0.201781852
YLL013C,0.201824989
YMR233W,0.201841969
YBR197C,0.201917868
YKR001C,0.202030761
YOL044W,0.202044098
YKL084W,0.202053615
YMR091C,0.202086592
YDR201W,0.202192561
YHR035W,0.202194541
YPL097W,0.202196566
YPR031W,0.202199719
YGR069W,0.202266642
YBR102C,0.202275574
YDR266C,0.202288131
YAL031C,0.202289604
YML046W,0.202305913
YMR052W,0.202334846
YBR210W,0.202335674
YMR218C,0.20233917
YLR025W,0.202342485
YGR274C,0.202447651
YAL026C,0.202582818
YPL129W,0.202632397
YGL236C,0.20268682
YLR298C,0.202819684
YIL012W,0.202837346
YPL224C,0.202959737
YMR172W,0.202969458
YER111C,0.202992462
YKR101W,0.203025586
YGL201C,0.20306859
YIL027C,0.203093694
YOL066C,0.203145438
YML098W,0.203171568
YMR043W,0.203190678
YKR006C,0.203247016
YDR116C,0.203288664
YPL104W,0.203324552
YHL026C,0.203361223
YDR322W,0.203369043
YFL036W,0.203378309
YDL043C,0.20337861
YKR053C,0.203383202
YNL165W,0.203390662
YFR042W,0.203423834
YOR013W,0.203429735
YOR048C,0.20344129
YNR045W,0.203517966
YDL097C,0.20352727
YGL074C,0.203600235
YOR229W,0.203652347
YKL215C,0.203685084
YGL070C,0.203701213
YNL131W,0.203710603
YDL161W,0.203824333
YMR193C-A,0.203843292
YHR027C,0.203851971
YPL242C,0.203852213
YJR079W,0.203864558
YGR095C,0.203924117
YLR193C,0.20392554
YPL169C,0.203968487
YOR332W,0.204030852
YDR537C,0.204032941
YBR279W,0.20410248
YDR411C,0.204310026
YML016C,0.204317071
YAL051W,0.204472796
YFL041W,0.204473129
YMR231W,0.204601684
YMR293C,0.20461452
YOR148C,0.204616489
YDL068W,0.204626665
YMR320W,0.204627432
YFL038C,0.204644897
YOR083W,0.204688533
YFR002W,0.20471105
YOR356W,0.204746255
YOR256C,0.204766135
YKL074C,0.204819396
YGL154C,0.204904887
YGR172C,0.204924275
YKL010C,0.204980309
YLR323C,0.204988061
YBR225W,0.204990113
YMR036C,0.204999641
YKL102C,0.205021956
YBL083C,0.205079201
YGR196C,0.205115927
YLR274W,0.205175149
YLR353W,0.205250396
YHR057C,0.205275231
YLR419W,0.205310394
YOR262W,0.205315594
YER016W,0.205324042
YNL003C,0.205341157
YBL031W,0.205353248
YDR350C,0.20539863
YOR103C,0.205440239
YMR160W,0.205508055
YPR169W,0.205610469
YLR006C,0.205632452
YMR317W,0.205638688
YKL092C,0.20568406
YFR004W,0.205707984
YKL027W,0.205742854
YPR106W,0.205787753
YLR450W,0.20581766
YKR044W,0.2058231
YPR096C,0.205860534
YDL015C,0.205863982
YNL004W,0.205984821
YMR067C,0.205993232
YOR366W,0.205993905
YPR025C,0.206007369
YPL214C,0.206048327
YKR077W,0.206085228
YDR437W,0.206118006
YNL097C,0.20630558
YCR099C,0.206336084
YOR246C,0.206354694
YBR234C,0.206363513
YJR039W,0.206385419
YJR162C,0.20646393
YMR247C,0.206590984
YMR037C,0.20659445
YER014W,0.206711872
YHL023C,0.206720746
YNL260C,0.206726931
YLR305C,0.206729505
YAL017W,0.206774267
YGL141W,0.206774561
YNL082W,0.206795639
YDL040C,0.20685683
YGL231C,0.206857336
YCL068C,0.206864598
YER147C,0.20687117
YER031C,0.206929698
YOR058C,0.206961294
YDR386W,0.206971879
YNL101W,0.207017638
YKL170W,0.207058109
YDL145C,0.207115798
YOR071C,0.207133466
YPR089W,0.207137332
YBR261C,0.207155386
YHR181W,0.20716471
YPL144W,0.207316117
YER153C,0.207381832
YML122C,0.207448051
YAL015C,0.207512113
YKL039W,0.20753158
YBL051C,0.207634374
YHR032W,0.207634877
YAL010C,0.207664465
YLR331C,0.207683196
YGR106C,0.207705691
YCR073C,0.207796712
YIR015W,0.207918516
YKR040C,0.207935729
YGR068C,0.207936255
YGL221C,0.208064415
YHR011W,0.208075596
YPL255W,0.208082894
YOL049W,0.208153057
YMR263W,0.20821022
YPR181C,0.208217755
YOR156C,0.208274793
YOR330C,0.208341632
YHR034C,0.208382663
YLR260W,0.208435363
YOL149W,0.20852196
YPL150W,0.208547352
YJL207C,0.208551698
YFR037C,0.208567014
YLR394W,0.20863043
YDR104C,0.208699952
YJR120W,0.208723572
YBL025W,0.208853582
YDL133W,0.208898077
YDR405W,0.208946435
YER022W,0.20895081
YMR022W,0.208971648
YMR042W,0.209008484
YDL087C,0.20914569
YDR206W,0.2091509
YMR072W,0.20923813
YLR082C,0.209262294
YNL238W,0.209289828
YHR200W,0.209328195
YGL161C,0.209335793
YIL137C,0.209340475
YDR080W,0.209423114
YLR102C,0.209457964
YER180C,0.209469564
YCR045C,0.209731061
YFL008W,0.209796357
YHR107C,0.20980895
YGR212W,0.209845773
YBL073W,0.209855907
YML032C,0.20989398
YDL001W,0.209902239
YPL225W,0.20991176
YJL062W,0.209962919
YMR277W,0.209995433
YLR437C,0.210030712
YIL142W,0.210032125
YOL103W,0.210055534
YOR283W,0.210069639
YGR134W,0.210121318
YMR130W,0.210150086
YBR151W,0.210308438
YJR082C,0.210330374
YER017C,0.210397472
YMR078C,0.210416867
YPR042C,0.210507626
YFR045W,0.210515775
YBR091C,0.210541449
YGL048C,0.210594075
YMR109W,0.210594128
YLR462W,0.210635238
YDL041W,0.210684405
YDR251W,0.210716562
YFL063W,0.210719212
YNL321W,0.210767341
YNL150W,0.210798878
YAL030W,0.210852667
YOL145C,0.210860125
YLR091W,0.210905276
YAR018C,0.210912867
YOR127W,0.211033831
YLR125W,0.21105112
YHR158C,0.211096876
YOR281C,0.211132432
YPR198W,0.211142382
YHR204W,0.211201605
YNL133C,0.211212406
YAL063C,0.211244296
YML055W,0.211246779
YCL039W,0.211398201
YIL021W,0.211422379
YLR280C,0.211452733
YPR012W,0.211654387
YKR045C,0.211654707
YDR460W,0.211659729
YPR039W,0.21175267
YOR053W,0.211760981
YDL078C,0.211804931
YGL023C,0.211866239
YNR049C,0.211953798
YIL109C,0.211984615
YDL100C,0.21205764
YLR256W,0.212106756
YJL225C,0.212129142
YKL223W,0.21216507
YPR182W,0.212260545
YML066C,0.212265034
YHR046C,0.212307878
YNL147W,0.212335615
YML121W,0.212340631
YFL001W,0.212340927
YBR171W,0.212359244
YDR381W,0.212381428
YIL157C,0.212437683
YGL260W,0.212462403
YNL257C,0.21247027
YKL208W,0.212534007
YLR163C,0.212566458
YDR456W,0.212603119
YJL149W,0.212635582
YGR046W,0.212638738
YBL071C,0.212655367
YLL063C,0.212734459
YPR107C,0.212743811
YPR148C,0.21280381
YBR028C,0.212818639
YGL215W,0.212826001
YHR041C,0.212883442
YLR240W,0.212953169
YGR150C,0.212975108
YBL058W,0.212980595
YBR175W,0.212985316
YPR046W,0.212986428
YBR292C,0.213023129
YGR099W,0.213046676
YMR179W,0.213137184
YCR037C,0.213142874
YMR275C,0.213172911
YMR070W,0.213184451
YIL115C,0.213229367
YJR113C,0.213230938
YLR316C,0.213231718
YNL233W,0.213292777
YLR374C,0.213302734
YDR538W,0.213417153
YBL012C,0.213420036
YBR173C,0.213446058
YDR065W,0.213461733
YNL011C,0.213517347
YNL293W,0.213528122
YBL021C,0.213562479
YGR197C,0.213598861
YLR107W,0.213680835
YLR118C,0.213682363
YDR219C,0.213753922
YDL197C,0.213764275
YBL108W,0.213795959
YML053C,0.213821844
YNR006W,0.213875569
YPL038W,0.213934473
YHR099W,0.213935587
YEL052W,0.213973767
YNL169C,0.214078266
YPL180W,0.214122344
YNL278W,0.214162588
YOR259C,0.214166265
YJL173C,0.214202902
YDR544C,0.214215559
YOL028C,0.214217445
YBL014C,0.214254492
YIL043C,0.214268041
YBR209W,0.21440523
YKL225W,0.214522578
YGL198W,0.214528299
YOL057W,0.214585208
YOR055W,0.214618178
YHL010C,0.214620297
YJR127C,0.21462923
YKL147C,0.214695874
YOR290C,0.214733583
YML031W,0.21473666
YDR110W,0.214778201
YLR335W,0.214816504
YER112W,0.214818935
YLL031C,0.214907582
YCR063W,0.214967214
YDL105W,0.215001319
YMR004W,0.215033033
YHL003C,0.21517761
YBR065C,0.215224003
YKL045W,0.215252824
YOR131C,0.215281509
YGR141W,0.215296671
YIL042C,0.21529946
YMR265C,0.215347926
YBR233W,0.215384492
