Systematic Name,mRNA Isoform Number
YCR095C,15
YJR055W,15
YKL122C,15
YGL127C,15
YML025C,15
YPL003W,15
YGL128C,15
YPL007C,16
YDL238C,16
YDR506C,16
YDR006C,16
YNL316C,16
YHL028W,16
YJL046W,16
YHL004W,16
YOL067C,16
YLR347C,16
YBL025W,16
YGL071W,16
YOR176W,16
YDL169C,16
YKL198C,16
YGR202C,16
YMR106C,16
YBR037C,16
YBL060W,16
YGL082W,16
YAL034W-A,16
YOR044W,16
YNR012W,16
YCR007C,16
YMR291W,16
YPL178W,16
YDR108W,16
YLR045C,16
YNR027W,16
YGR093W,16
YJL176C,16
YOR306C,16
YLR136C,16
YLR123C,16
YDL088C,16
YER032W,16
YGR030C,16
YHR087W,16
YMR048W,16
YDR458C,16
YBR107C,16
YGL185C,16
YEL003W,16
YMR040W,16
YGL166W,16
YOR112W,16
YDR110W,16
YDL045C,16
YPL194W,16
YLR459W,16
YPL249C,16
YGL005C,16
YML097C,16
YNL080C,16
YOR322C,16
YNL197C,16
YMR184W,16
YKL204W,16
YCR063W,16
YMR144W,16
YMR310C,16
YER183C,16
YGR154C,16
YML094W,16
YJR043C,16
YFL013C,16
YBR179C,16
YHR092C,16
YAL055W,16
YNL214W,16
YJL200C,16
YIL047C,16
YOR035C,16
YGL104C,16
YGR004W,16
YDR142C,16
YOR367W,16
YKL217W,16
YJR068W,16
YML031W,16
YJL146W,16
YNR067C,16
YBR131W,16
YIL045W,16
YNL029C,16
YMR198W,16
YDR185C,16
YKR017C,16
YKL125W,16
YOL009C,16
YOL123W,16
YDR072C,16
YLR423C,16
YIR011C,16
YNL238W,16
YKR022C,16
YKR037C,16
YMR023C,16
YPL226W,16
YGR005C,17
YKL073W,17
YNR047W,17
YHR167W,17
YPR199C,17
YOR115C,17
YER021W,17
YCL008C,17
YCR077C,17
YML077W,17
YPR194C,17
YGL139W,17
YBR183W,17
YKL126W,17
YMR140W,17
YCR021C,17
YOR249C,17
YIL119C,17
YBL020W,17
YMR274C,17
YDL235C,17
YMR299C,17
YKR051W,17
YEL028W,17
YOL059W,17
YER061C,17
YBR003W,17
YPR005C,17
YGR050C,17
YMR265C,17
YLL056C,17
YIL150C,17
YGR078C,17
YDL159W,17
YDR416W,17
YMR309C,17
YDR400W,17
YBR213W,17
YOL073C,17
YLL034C,17
YKL049C,17
YHR194W,17
YLR022C,17
YPR186C,17
YIL042C,17
YJR040W,17
YBR262C,17
YGR065C,17
YDR313C,17
YPL060W,17
YGL053W,17
YFR022W,17
YGL167C,17
YDL017W,17
YLR363C,17
YDR422C,17
YLR336C,17
YGL010W,17
YHL017W,17
YGR046W,17
YDR184C,17
YNL306W,17
YER169W,17
YOR168W,17
YMR016C,17
YDR329C,17
YNL292W,17
YDR066C,17
YFL044C,17
YKL213C,17
YPR089W,17
YDR165W,17
YFR013W,17
YPR112C,17
YLR393W,17
YDR088C,17
YMR067C,17
YNL247W,17
YBL010C,17
YHR118C,17
YLR457C,17
YPR127W,17
YPL139C,17
YJL145W,17
YOR212W,17
YDL003W,17
YBR001C,17
YHR036W,17
YDR288W,17
YDL091C,17
YPL158C,17
YDL080C,17
YJR096W,17
YLR215C,17
YPL152W,17
YNL021W,17
YDR121W,17
YGR142W,17
YNL024C,17
YHR106W,17
YJR003C,17
YPR140W,17
YPR185W,17
YGR088W,17
YNL326C,17
YMR126C,17
YDR137W,17
YFL026W,17
YGL229C,17
YDR253C,17
YOR140W,17
YPL018W,17
YLR128W,18
YOR357C,18
YOR360C,18
YIL009C-A,18
YGR268C,18
YPR061C,18
YIL014C-A,18
YDR370C,18
YOR381W,18
YKL011C,18
YAR028W,18
YOR171C,18
YCR044C,18
YPL014W,18
YLR142W,18
YDR266C,18
YOR155C,18
YDR057W,18
YGR171C,18
YPL156C,18
YAR027W,18
YPR045C,18
YNL309W,18
YHL020C,18
YBL103C,18
YNR013C,18
YKL098W,18
YPL146C,18
YBR194W,18
YLR252W,18
YNR039C,18
YBR175W,18
YKR092C,18
YLR297W,18
YGR120C,18
YPL254W,18
YPR196W,18
YHR144C,18
YJR013W,18
YEL055C,18
YPR048W,18
YER133W,18
YNL097C,18
YOL105C,18
YNL038W,18
YCL026C-B,18
YDR318W,18
YDL022W,18
YDR320W-B,18
YER069W,18
YGL004C,18
YOR147W,18
YDL142C,18
YJL180C,18
YPL031C,18
YMR168C,18
YLR166C,18
YHR109W,18
YDR332W,18
YLR146C,18
YJL059W,18
YLR082C,18
YMR061W,18
YDR475C,18
YIR021W,18
YLR178C,18
YKL135C,18
YNL125C,18
YDL203C,18
YHR063C,18
YDR183W,18
YBL033C,18
YOR269W,18
YOR023C,18
YBL014C,18
YNL186W,18
YNL258C,18
YOR238W,18
YNL047C,18
YPR056W,18
YLR418C,18
YHR156C,18
YBR042C,18
YBL058W,18
YHR002W,18
YNL085W,18
YHL002W,18
YDR265W,18
YJR076C,18
YPR167C,18
YLR323C,18
YKR078W,18
YPR010C,18
YOR172W,18
YPL259C,19
YCL047C,19
YCR027C,19
YEL059C-A,19
YPR086W,19
YEL029C,19
YBR195C,19
YPR134W,19
YDR279W,19
YDR019C,19
YDL005C,19
YBR086C,19
YDL177C,19
YOR014W,19
YPL097W,19
YDR449C,19
YPL196W,19
YPL020C,19
YDL054C,19
YDR371W,19
YBR197C,19
YDR352W,19
YDR316W,19
YPL177C,19
YDR514C,19
YBR087W,19
YDL230W,19
YPL172C,19
YPR157W,19
YPR158W,19
YPR171W,19
YJL218W,19
YDR229W,19
YOR355W,19
YBL091C-A,19
YDL123W,19
YBL057C,19
YBR111W-A,19
YPL229W,19
YBR094W,19
YDR478W,19
YPR120C,19
YKL113C,19
YLR361C,19
YGR035C,19
YLR375W,19
YGL043W,19
YKL163W,19
YMR206W,19
YLR326W,19
YHR168W,19
YOR060C,19
YMR111C,19
YNL072W,19
YIL067C,19
YNL107W,19
YGL144C,19
YGR130C,19
YGL164C,19
YIL050W,19
YGL073W,19
YOR052C,19
YLL022C,19
YAL040C,19
YKL047W,19
YIL071C,19
YKL061W,19
YML086C,19
YKL068W,19
YKL148C,19
YNL263C,19
YIL114C,19
YJR032W,19
YJR015W,19
YIL007C,19
YGR111W,19
YNR048W,19
YGR016W,19
YNR040W,19
YOL006C,19
YGR136W,19
YMR166C,19
YMR125W,19
YJR097W,19
YLR284C,19
YFL016C,19
YLR068W,19
YGL159W,19
YMR239C,19
YOR152C,19
YNL216W,19
YFR002W,19
YFL009W,19
YHR098C,19
YML112W,19
YLR399C,19
YEL005C,19
YGR246C,19
YIR009W,19
YNL293W,19
YHL039W,19
YML036W,19
YMR052W,19
YLR213C,19
YKL018W,19
YHR005C,19
YHR103W,19
YMR075W,19
YGL176C,19
YHR084W,19
YGR177C,19
YKR006C,19
YKR014C,19
YDL113C,20
YNL146W,20
YFL041W,20
YLR182W,20
YAL028W,20
YOR377W,20
YNL136W,20
YBL009W,20
YAR007C,20
YLR147C,20
YNL317W,20
YHR123W,20
YCR091W,20
YOL108C,20
YBR130C,20
YCR079W,20
YHL007C,20
YOL096C,20
YGR074W,20
YLR396C,20
YJR010C-A,20
YLR427W,20
YJL161W,20
YLR245C,20
YJL142C,20
YOR262W,20
YDR197W,20
YER112W,20
YPR119W,20
YLR360W,20
YHR152W,20
YDR049W,20
YHR197W,20
YGL143C,20
YDR322W,20
YLR103C,20
YER066W,20
YPR084W,20
YPR083W,20
YDR331W,20
YFR005C,20
YLR287C,20
YDL200C,20
YPL123C,20
YLR237W,20
YLR168C,20
YLR290C,20
YER014W,20
YOR048C,20
YCL005W,20
YMR081C,20
YDR383C,20
YGR221C,20
YMR001C,20
YJL131C,20
YDR459C,20
YOL003C,20
YPR179C,20
YOR138C,20
YOR251C,20
YOR307C,20
YIL108W,20
YOR049C,20
YGL141W,20
YGL061C,20
YDR466W,20
YCL044C,20
YKL023W,20
YOR343C,20
YKL025C,20
YIL005W,20
YGR056W,20
YPL213W,20
YOL023W,20
YKL074C,20
YGL044C,20
YIL036W,20
YJL083W,20
YLR283W,21
YDR489W,21
YLR312C,21
YBR201C-A,21
YDL110C,21
YOL142W,21
YPR172W,21
YBR216C,21
YDL117W,21
YMR132C,21
YLR270W,21
YPR029C,21
YGR288W,21
YLR151C,21
YDR252W,21
YJL063C,21
YBL055C,21
YLR242C,21
YAR033W,21
YGR263C,21
YBL080C,21
YNL222W,21
YDR153C,21
YBR259W,21
YLR207W,21
YHR088W,21
YDR022C,21
YDR473C,21
YIL092W,21
YDL076C,21
YIL106W,21
YOR385W,21
YBR200W,21
YDR244W,21
YLR132C,21
YMR119W-A,21
YOR380W,21
YIR004W,21
YDR030C,21
YDL030W,21
YPL006W,21
YIL137C,21
YKR074W,21
YGR092W,21
YAL032C,21
YKR061W,21
YGL027C,21
YJR116W,21
YML060W,21
YKL089W,21
YKR058W,21
YJL103C,21
YKR027W,21
YER001W,21
YOL052C,21
YOL060C,21
YPL068C,21
YNL264C,21
YKR007W,21
YML074C,21
YPL071C,21
YOL032W,21
YLR317W,21
YEL041W,21
YNL227C,21
YCR098C,21
YPL107W,21
YGR068C,21
YBR254C,21
YDR312W,21
YDR255C,21
YGL050W,21
YLR020C,21
YIL154C,21
YHR202W,21
YOR319W,21
YPR101W,21
YCL031C,21
YCL054W,21
YJR083C,21
YNR023W,21
YOL076W,21
YDR440W,21
YPL128C,21
YCR017C,21
YML093W,22
YGL241W,22
YDR067C,22
YNR041C,22
YDR116C,22
YDR078C,22
YDR119W,22
YDL010W,22
YDR498C,22
YDR338C,22
YGR028W,22
YNL219C,22
YMR026C,22
YDL031W,22
YGR012W,22
YLR390W,22
YMR060C,22
YMR211W,22
YPR129W,22
YPR137W,22
YNL176C,22
YLR306W,22
YDR451C,22
YGR104C,22
YDR461C-A,22
YMR136W,22
YHL009C,22
YDR082W,22
YGL116W,22
YLR141W,22
YAL053W,22
YGL246C,22
YBL075C,22
YFR029W,22
YGL145W,22
YLR079W,22
YDR118W,22
YDR065W,22
YCL010C,22
YBR103W,22
YOL041C,22
YBR255W,22
YKR048C,22
YOR141C,22
YER137C,22
YJL041W,22
YNL191W,22
YEL031W,22
YER140W,22
YOL027C,22
YOL022C,22
YOL018C,22
YBR201W,22
YLR105C,22
YLR114C,22
YDR262W,22
YOR079C,22
YOL054W,22
YJL155C,22
YIL019W,22
YFL048C,22
YEL039C,22
YDL164C,22
YFR039C,22
YDR020C,22
YEL053C,22
YKR095W-A,22
YBR028C,22
YNL045W,22
YJR017C,22
YKR035W-A,22
YOR279C,22
YLL036C,22
YEL060C,22
YBR264C,22
YLL039C,23
YDR289C,23
YMR021C,23
YAL013W,23
YPL042C,23
YNL231C,23
YPL089C,23
YEL006W,23
YPL064C,23
YMR078C,23
YIL004C,23
YOR004W,23
YKL191W,23
YMR089C,23
YGR257C,23
YOR288C,23
YML080W,23
YER010C,23
YCL038C,23
YGR239C,23
YMR005W,23
YMR272C,23
YKL024C,23
YMR224C,23
YPR128C,23
YOR335C,23
YGR180C,23
YPR105C,23
YOR354C,23
YMR096W,23
YGL119W,23
YJR046W,23
YKR088C,23
YPL149W,23
YMR161W,23
YBR202W,23
YOL140W,23
YDR494W,23
YDR347W,23
YIL152W,23
YMR097C,23
YKL157W,23
YGR062C,23
YOR070C,23
YDR031W,23
YOR334W,23
YJL048C,23
YJL025W,23
YNL232W,23
YHR148W,23
YJL006C,23
YDR219C,23
YGR260W,23
YPL191C,23
YPL256C,23
YPR180W,23
YER157W,23
YHR031C,23
YGL224C,23
YBR120C,23
YLR241W,23
YNL138W-A,23
YNL165W,23
YNL162W-A,23
YHR111W,23
YOR220W,23
YOR223W,23
YDL033C,23
YLR059C,23
YDR131C,23
YBR258C,23
YHR205W,23
YOR110W,23
YLR409C,23
YAL061W,23
YDR147W,23
YNR035C,23
YLR321C,23
YNL180C,23
YNL160W,23
YFR026C,23
YLR051C,23
YBL023C,23
YOL144W,24
YDR453C,24
YKL214C,24
YMR177W,24
YNL286W,24
YNL288W,24
YML052W,24
YCL049C,24
YOL130W,24
YDL065C,24
YGR261C,24
YDL108W,24
YIL111W,24
YMR059W,24
YGL067W,24
YCL059C,24
YBR290W,24
YDL170W,24
YER052C,24
YBR079C,24
YGL232W,24
YHR048W,24
YHR059W,24
YLR254C,24
YBR053C,24
YCR057C,24
YHR091C,24
YBR050C,24
YOR305W,24
YLR107W,24
YPR162C,24
YEL063C,24
YER144C,24
YDR415C,24
YPR160W,24
YEL032W,24
YLL051C,24
YNL167C,24
YGR029W,24
YGL077C,24
YKL078W,24
YKR008W,24
YER049W,24
YOL008W,24
YDL234C,24
YIL068C,24
YIL135C,24
YNL063W,24
YDL008W,24
YIL105C,24
YJL016W,24
YPL029W,24
YBR260C,24
YDR460W,24
YDL092W,24
YPL140C,24
YIR031C,24
YPL039W,24
YPR182W,24
YMR228W,24
YOR085W,24
YKL142W,24
YMR034C,24
YBR176W,24
YKL112W,24
YCL036W,24
YMR013C,24
YBR298C,24
YPR070W,24
YBL008W,25
YBR026C,25
YDL188C,25
YCL029C,25
YDL144C,25
YML119W,25
YPL270W,25
YPR065W,25
YGR286C,25
YML131W,25
YCL045C,25
YKL062W,25
YCR066W,25
YIL158W,25
YBR166C,25
YBR132C,25
YDR410C,25
YIR039C,25
YDR143C,25
YBR153W,25
YBR233W,25
YBR253W,25
YGR252W,25
YBR265W,25
YPR159W,25
YKL194C,25
YGR048W,25
YBR198C,25
YJR143C,25
YDR502C,25
YDR503C,25
YPL203W,25
YGL226W,25
YHR209W,25
YOR287C,25
YPR190C,25
YFR004W,25
YNL025C,25
YOR057W,25
YNL115C,25
YJL066C,25
YOL101C,25
YEL012W,25
YOL064C,25
YOL062C,25
YDR434W,25
YMR173W-A,25
YNL221C,25
YPL109C,25
YOR051C,25
YOR064C,25
YPL057C,25
YDR469W,25
YNL311C,25
YGR075C,25
YMR202W,25
YJL201W,25
YGL008C,25
YPL002C,25
YGR002C,25
YMR267W,25
YDR484W,25
YPL026C,25
YNR002C,25
YNR034W-A,25
YOR131C,25
YDR176W,25
YER068W,25
YOR245C,25
YNL218W,25
YOR273C,25
YNL193W,25
YNL124W,25
YJL036W,25
YNL132W,25
YFL042C,26
YOR165W,26
YLR449W,26
YLR221C,26
YPR040W,26
YDR320C,26
YGR080W,26
YBR111C,26
YNL181W,26
YER171W,26
YPL038W,26
YOR236W,26
YER139C,26
YGR129W,26
YJR067C,26
YNL100W,26
YHR150W,26
YLR152C,26
YER151C,26
YLR098C,26
YML023C,26
YCR087C-A,26
YCR084C,26
YGR042W,26
YDR034C,26
YJL183W,26
YAL010C,26
YBR034C,26
YDR036C,26
YDR051C,26
YNR034W,26
YJR100C,26
YHR101C,26
YNR004W,26
YLR003C,26
YHR012W,26
YKR069W,26
YLR016C,26
YFR036W,26
YEL038W,26
YER019W,26
YOL126C,26
YHL029C,26
YBR041W,26
YNL164C,26
YEL018W,26
YGR186W,26
YPL151C,26
YLR037C,26
YNL065W,26
YLR368W,26
YKL080W,26
YBR231C,26
YLR026C,26
YDR392W,26
YGR205W,26
YBR278W,26
YMR227C,26
YCL052C,26
YPR037C,26
YOR207C,26
YMR020W,26
YGR102C,26
YMR072W,26
YGL210W,26
YDR411C,26
YBR286W,26
YJL035C,26
YIL028W,26
YDL146W,26
YAL009W,26
YGL160W,26
YML116W,26
YPL265W,26
YJL125C,26
YKL059C,26
YGL106W,26
YJL047C-A,26
YHR129C,27
YAL035W,27
YLR005W,27
YLL062C,27
YLR025W,27
YFR007W,27
YHR043C,27
YJL137C,27
YLR133W,27
YKL144C,27
YPL155C,27
YIL131C,27
YDR198C,27
YIL063C,27
YPL190C,27
YJL173C,27
YPL176C,27
YNL175C,27
YNL140C,27
YER004W,27
YDR061W,27
YDR236C,27
YHL032C,27
YBL107C,27
YJR135C,27
YFL049W,27
YBR236C,27
YBR091C,27
YOR257W,27
YMR004W,27
YLR073C,27
YDR533C,27
YHR040W,27
YDL040C,27
YLR201C,27
YGL250W,27
YLR085C,27
YNL157W,27
YDR246W,27
YML070W,27
YDL111C,27
YKL159C,27
YHR037W,27
YDL148C,27
YAL025C,27
YJL010C,27
YDR330W,27
YDR140W,27
YER107C,27
YBL090W,27
YAL021C,27
YER078C,27
YOR303W,27
YNR006W,27
YLL007C,27
YLR298C,27
YML034W,27
YOR213C,27
YNR008W,27
YER091C,27
YJR093C,27
YJR117W,27
YCL057W,27
YJR025C,27
YKR019C,27
YCR043C,27
YER116C,27
YBR163W,27
YNL265C,27
YGR021W,27
YOL019W,27
YGR163W,27
YOR128C,27
YPR009W,27
YMR041C,27
YKR081C,27
YPL070W,27
YMR029C,27
YOR034C,27
YMR278W,28
YHR201C,28
YDL205C,28
YFL052W,28
YJL134W,28
YML101C,28
YDR257C,28
YJL163C,28
YGR197C,28
YLL028W,28
YML068W,28
YBL050W,28
YAL060W,28
YGL157W,28
YDR118W-A,28
YDR123C,28
YDR435C,28
YJL168C,28
YGR112W,28
YHR039C-A,28
YNL043C,28
YLR090W,28
YCR005C,28
YOR332W,28
YIL011W,28
YOL092W,28
YOR244W,28
YKL114C,28
YIL103W,28
YDR530C,28
YOR258W,28
YDR237W,28
YDL225W,28
YCL037C,28
YOR150W,28
YKR026C,28
YMR276W,28
YMR104C,28
YOR216C,28
YGR077C,28
YKL110C,28
YDR242W,28
YJR112W-A,28
YMR269W,28
YMR189W,28
YHR208W,28
YPL066W,28
YNL075W,28
YMR301C,28
YBR204C,28
YPR118W,28
YNL118C,28
YDR427W,28
YEL013W,28
YPR100W,28
YOL021C,28
YHL013C,28
YDR267C,28
YCR086W,28
YCR020W-B,28
YJL100W,28
YMR035W,28
YGL083W,28
YKL090W,28
YLR353W,28
YDR380W,28
YKR076W,28
YAL056W,28
YJL029C,28
YDR286C,28
YJL071W,28
YKL005C,28
YDL020C,29
YHR192W,29
YEL011W,29
YMR233W,29
YDL015C,29
YER127W,29
YPR085C,29
YIL118W,29
YAR008W,29
YLR050C,29
YOR145C,29
YEL048C,29
YOR274W,29
YKR002W,29
YBR267W,29
YKL052C,29
YNL173C,29
YPL138C,29
YDL141W,29
YGR106C,29
YNL155W,29
YDL090C,29
YJL133C-A,29
YDR235W,29
YER110C,29
YBR141C,29
YBR105C,29
YDR275W,29
YPR109W,29
YJL196C,29
YLR194C,29
YLR315W,29
YMR013C-A,29
YMR277W,29
YPR016C,29
YPL034W,29
YOR275C,29
YDR168W,29
YCR024C,29
YOR071C,29
YMR032W,29
YDR284C,29
YNL312W,29
YDR181C,29
YDL160C-A,29
YDR337W,29
YHL008C,29
YJR042W,29
YOL086W-A,29
YDR169C,29
YDR531W,29
YLR019W,29
YBL035C,29
YBL032W,29
YDL182W,29
YGL107C,29
YGL153W,29
YKL093W,29
YMR222C,29
YPR036W-A,29
YNL299W,29
YNL320W,29
YDR393W,29
YCL005W-A,29
YHR195W,29
YNL151C,29
YNL305C,29
YAL016W,29
YPL202C,29
YJL212C,29
YIR024C,29
YLR214W,29
YKR024C,29
YLR204W,29
YGR200C,29
YKR020W,29
YNR032W,30
YKR004C,30
YIR016W,30
YJL073W,30
YKL208W,30
YCR016W,30
YOR015W,30
YOL010W,30
YNL101W,30
YAL046C,30
YOR280C,30
YCR035C,30
YCR003W,30
YOL094C,30
YBR160W,30
YEL064C,30
YNR045W,30
YBR241C,30
YER007W,30
YNL048W,30
YJR044C,30
YIL079C,30
YBR158W,30
YKR030W,30
YBR287W,30
YBR222C,30
YJL112W,30
YCR061W,30
YGL085W,30
YPR175W,30
YNL163C,30
YNL159C,30
YJL198W,30
YGL114W,30
YLR291C,30
YFR017C,30
YGL101W,30
YAL042W,30
YLR188W,30
YGR026W,30
YNL237W,30
YMR137C,30
YLR316C,30
YPL212C,30
YBR036C,30
YPL124W,30
YNL295W,30
YDR424C,30
YJL171C,30
YDR362C,30
YNR037C,30
YBL064C,30
YHR069C,30
YPL099C,30
YPR160W-A,30
YLR021W,30
YDL042C,30
YNL166C,30
YNL200C,30
YLR222C,30
YPL221W,30
YML013W,30
YDL236W,30
YBR089C-A,30
YJL004C,30
YOR231W,30
YNL202W,30
YPR147C,30
YGR156W,30
YGR141W,30
YGL129C,30
YGL209W,30
YOL159C,31
YOL048C,31
YER142C,31
YDR492W,31
YKR060W,31
YJL068C,31
YGL091C,31
YIL020C,31
YJL128C,31
YMR006C,31
YBR071W,31
YPL227C,31
YLR363W-A,31
YDR055W,31
YOR123C,31
YPL053C,31
YKL132C,31
YJR006W,31
YKL138C-A,31
YNL148C,31
YLR243W,31
YER175C,31
YLR253W,31
YPL096C-A,31
YLR328W,31
YJR134C,31
YCR019W,31
YNR038W,31
YBR066C,31
YOR175C,31
YBR280C,31
YBR060C,31
YER087W,31
YLR036C,31
YOR148C,31
YBR069C,31
YLR276C,31
YCR026C,31
YFR003C,31
YDL125C,31
YJR056C,31
YER146W,31
YJL030W,31
YGR244C,31
YML029W,31
YOR217W,31
YPL268W,31
YGL172W,31
YOR281C,31
YLR420W,31
YHR196W,31
YKL218C,31
YMR223W,31
YBR246W,31
YBR017C,31
YPL118W,31
YMR121C,31
YNR003C,31
YBR257W,31
YER119C,31
YJL019W,31
YPR033C,31
YKR038C,31
YKL109W,32
YGL228W,32
YER029C,32
YKR083C,32
YMR071C,32
YBR214W,32
YGR122W,32
YGR108W,32
YER018C,32
YPR176C,32
YPR161C,32
YPL122C,32
YML114C,32
YKR036C,32
YGL070C,32
YAL043C,32
YDL124W,32
YDR372C,32
YDL193W,32
YDR319C,32
YPL086C,32
YPR131C,32
YDL161W,32
YGR054W,32
YML018C,32
YER168C,32
YOR201C,32
YDR518W,32
YHR006W,32
YGL121C,32
YJL178C,32
YOL143C,32
YGL236C,32
YNL049C,32
YBL061C,32
YER034W,32
YLL060C,32
YHR149C,32
YPR072W,32
YNL323W,32
YNR028W,32
YDR164C,32
YER046W,32
YJR085C,32
YDR161W,32
YDL167C,32
YOR294W,32
YHR011W,32
YLR049C,32
YFL002C,32
YDR204W,32
YLR193C,32
YNL162W,32
YBR167C,32
YER059W,32
YOL122C,32
YFR051C,32
YLR324W,32
YNL211C,32
YER005W,32
YLR117C,32
YPL169C,32
YBR039W,32
YLR332W,32
YPL184C,32
YNL046W,33
YDL178W,33
YJR062C,33
YDR342C,33
YPL208W,33
YMR115W,33
YOR118W,33
YGR110W,33
YOR344C,33
YMR197C,33
YNL185C,33
YCL056C,33
YLR367W,33
YMR011W,33
YBR227C,33
YHR072W,33
YBR218C,33
YDL048C,33
YNL206C,33
YDL053C,33
YGR137W,33
YKL168C,33
YHR104W,33
YGR277C,33
YPL266W,33
YMR258C,33
YDR026C,33
YNL004W,33
YOR069W,33
YDR079W,33
YMR292W,33
YHL031C,33
YBL076C,33
YMR286W,33
YOL109W,33
YPL061W,33
YDR374W-A,33
YPL199C,33
YNR059W,33
YPL072W,33
YKL154W,33
YDR511W,33
YNL116W,33
YLL011W,33
YKL004W,33
YHL025W,33
YDL006W,33
YDR528W,33
YLR268W,33
YLR258W,33
YKL206C,33
YGR036C,34
YHL027W,34
YIL109C,34
YER156C,34
YGL090W,34
YGL037C,34
YER100W,34
YFR015C,34
YGL055W,34
YDR211W,34
YER065C,34
YGL207W,34
YER128W,34
YCR045W-A,34
YDL002C,34
YJR011C,34
YJL069C,34
YPL215W,34
YKL045W,34
YPR124W,34
YNL020C,34
YOR239W,34
YKL156W,34
YPL111W,34
YPL173W,34
YOR221C,34
YMR093W,34
YLR104W,34
YOR267C,34
YOR297C,34
YPR181C,34
YPR133C,34
YML113W,34
YOL049W,34
YPR017C,34
YPL083C,34
YLR417W,34
YLR439W,34
YML062C,34
YML032C,34
YLR183C,34
YOR006C,34
YMR098C,34
YNL213C,34
YMR312W,34
YBL036C,34
YOL088C,34
YLL050C,34
YNL059C,34
YBR276C,34
YJL061W,34
YBR122C,34
YBR043C,34
YLL041C,34
YBL089W,34
YDL101C,35
YKL007W,35
YLR386W,35
YJR122W,35
YKL028W,35
YDR092W,35
YMR015C,35
YBR135W,35
YKL041W,35
YIL070C,35
YBR084W,35
YBL078C,35
YBR133C,35
YBR056W,35
YJR102C,35
YPL260W,35
YIL155C,35
YHR044C,35
YDR490C,35
YAL058W,35
YHR190W,35
YBR002C,35
YBL028C,35
YNL223W,35
YBL038W,35
YLR154C,35
YIL093C,35
YDR390C,35
YOR253W,35
YGR216C,35
YER073W,35
YOR261C,35
YMR042W,35
YGL095C,35
YGR193C,35
YGR152C,35
YGR271C-A,35
YJL060W,35
YOL159C-A,35
YMR139W,35
YOR125C,35
YER145C,35
YMR193W,35
YOL080C,35
YIR003W,35
YNL001W,35
YMR214W,35
YNL108C,35
YGL198W,35
YER080W,35
YNL300W,35
YGL162W,35
YAR002W,35
YGL155W,35
YOR174W,35
YDR280W,35
YGL096W,35
YJL052W,35
YKR066C,35
YNL094W,36
YFR025C,36
YNL308C,36
YDL049C,36
YNL095C,36
YIL098C,36
YBR044C,36
YNL245C,36
YFR020W,36
YGL108C,36
YGL001C,36
YOL136C,36
YDR247W,36
YER088C,36
YDR162C,36
YNL187W,36
YOR299W,36
YML071C,36
YDR073W,36
YMR181C,36
YMR212C,36
YGR165W,36
YOL137W,36
YLR330W,36
YGR284C,36
YLR129W,36
YJR144W,36
YDR516C,36
YDR500C,36
YER050C,36
YGR151C,36
YPL160W,36
YPL157W,36
YGL058W,36
YOR185C,36
YPL104W,36
YFR006W,36
YPL046C,36
YLR345W,36
YIL014W,36
YBR085W,36
YBR022W,36
YKL190W,36
YOL057W,37
YPL236C,37
YML035C,37
YNL252C,37
YIL046W,37
YLR348C,37
YPL198W,37
YHR016C,37
YDR119W-A,37
YBR282W,37
YBR279W,37
YNL310C,37
YOR126C,37
YLR351C,37
YKR052C,37
YEL001C,37
YPL181W,37
YLL014W,37
YPL132W,37
YBR029C,37
YOR092W,37
YIR036C,37
YOR073W,37
YER058W,37
YBR088C,37
YMR298W,37
YDR201W,37
YOL068C,37
YDR486C,37
YLR392C,37
YEL017W,37
YGL003C,37
YBR172C,37
YMR110C,37
YGR175C,37
YDR139C,37
YPL019C,37
YJL024C,37
YHR001W,37
YPR139C,37
YNL039W,37
YPL015C,37
YPR133W-A,37
YHR110W,37
YDR175C,37
YER082C,37
YNL058C,37
YHR143W,37
YJL053W,37
YHR032W,37
YJL203W,37
YGR091W,37
YBR288C,37
YML105C,37
YMR285C,37
YEL002C,37
YLR412W,37
YCR030C,38
YFR011C,38
YDR364C,38
YJR080C,38
YBR052C,38
YGR255C,38
YDR090C,38
YPR169W,38
YMR044W,38
YGR178C,38
YOR001W,38
YJL011C,38
YPR073C,38
YHR049W,38
YPR111W,38
YPR051W,38
YMR313C,38
YBL007C,38
YLR069C,38
YER083C,38
YGL068W,38
YDR202C,38
YOR196C,38
YGL022W,38
YIR012W,38
YLR190W,38
YGR113W,38
YNL274C,38
YIL003W,38
YGL194C-A,38
YKR003W,38
YBR123C,38
YDL074C,38
YDL204W,38
YPL133C,38
YKL207W,38
YIL084C,38
YML092C,38
YML125C,38
YJR005W,38
YLR064W,38
YDR174W,38
YKL027W,38
YER186C,38
YGR195W,38
YDR245W,38
YLR260W,38
YGR266W,38
YIL138C,38
YDR221W,38
YNL199C,38
YER154W,38
YDL180W,38
YOR252W,38
YKL116C,39
YDR260C,39
YPL106C,39
YML108W,39
YLR238W,39
YHL038C,39
YLR191W,39
YDL116W,39
YBR005W,39
YCR012W,39
YDR287W,39
YHL006C,39
YDR307W,39
YMR157C,39
YGL099W,39
YOR101W,39
YNR026C,39
YBR137W,39
YNL161W,39
YNL275W,39
YMR209C,39
YMR302C,39
YDR388W,39
YHR047C,39
YGL169W,39
YOR358W,39
YGL181W,39
YKR045C,39
YKL185W,39
YJR125C,39
YDR268W,39
YKL189W,39
YAL044C,39
YDR462W,39
