Systematic Name,Translational Efficiency_D2
YJL213W,0.00315038797382443
YOL104C,0.00611511921341138
YGR154C,0.0070346386091098
Q0130,0.00731295261757507
YBR063C,0.00740751499658673
YER180C,0.00813874017541861
YCR024C-B,0.0098164535240702
YLR046C,0.00989184053311814
YIL165C,0.0104315187852643
YIL029C,0.0105662760301936
YER186C,0.0107116385459588
YJR149W,0.0108248079127223
YEL023C,0.0134374476035354
YBR008C,0.01658784666936
YIR032C,0.0198012347538021
YMR306W,0.0205173951828724
YJR155W,0.0205510030675288
YPR121W,0.0211522658794169
YLL060C,0.0213973268529769
YAR029W,0.0224889284009154
YKL161C,0.0225298781209324
YIR031C,0.0240193182110103
YKR097W,0.0242828465971638
YKR005C,0.0264050548719654
YOR328W,0.0274137358991374
YKL050C,0.0289471853037367
YFL050C,0.0290036646098913
YLR031W,0.0291328540792408
YDR082W,0.0299472060924537
YKL220C,0.0303800327517082
YNR058W,0.0304232804232804
YMR271C,0.0304999054999055
YLR263W,0.0338026833546674
Q0275,0.0351312824757438
YNR069C,0.0356898361553558
YOR084W,0.0362201834862385
YOR381W,0.0393460512488885
YPR007C,0.0393966974385645
YPL034W,0.0399139017924343
YOR298W,0.0407225362496928
YFL055W,0.0409650065687328
YDR504C,0.0412402888531435
Q0250,0.0412625950540374
YER106W,0.0413172925021266
YMR065W,0.0469146452856998
YCR014C,0.0469306904455898
YCR100C,0.0469472620574404
YBR293W,0.0498906834050356
YOR180C,0.0511744485820682
YKR050W,0.0517806935332709
YJR154W,0.0522454373533232
YMR001C-A,0.0531475303992252
YLR318W,0.0540946047322641
YLR329W,0.0541550587755657
YIR042C,0.0541752288436391
YPL258C,0.0544143013956406
YER115C,0.0544237422268008
YDR218C,0.0554227836576761
YLR125W,0.0569401767762983
YDR042C,0.057223685269731
YGR059W,0.0584142629366575
YOR107W,0.0590315950480379
YLL057C,0.0604209507681142
YKL222C,0.0612307222476714
YDL239C,0.0618634834920184
YMR056C,0.061987020423745
YHL016C,0.0619944724764827
YML002W,0.0633543954063859
YIR021W-A,0.0649511459318294
YOL154W,0.0652057185045976
YPL088W,0.0662621713475532
YDL154W,0.0662714376455643
YDR275W,0.0665201019410012
YNL024C,0.0665509849954068
YAL037W,0.0687428718590192
YIL120W,0.070796619962444
YLR266C,0.0729891025459717
YBR076W,0.0733212341197822
YBR043C,0.0733593445181428
YLL055W,0.0744753231799864
YPR194C,0.0753501400560224
YFL031W,0.0755163101477838
YPL147W,0.0766176576750006
YBR147W,0.0768252915492179
YOL128C,0.0774817481241128
YER065C,0.0779547723425496
YCR020C,0.0782489085581006
YOL015W,0.0793245869776482
YPL167C,0.0809148330099492
YOR100C,0.0830858575859566
YOL164W,0.0845264355865286
YGR062C,0.0845955262411771
YDL231C,0.0848752498227065
YFR032C,0.0853013029315961
YPL149W,0.0859216043755697
YBR270C,0.0869143210094414
YNR059W,0.0875332133367618
YOR338W,0.0875635294838038
YPL130W,0.0876256730356888
YER085C,0.0878378378378378
YIL134W,0.0879109845373058
YLR164W,0.0889493147705025
YNL146C-A,0.0891479670082327
YDL218W,0.0893324156916724
YHR157W,0.0895443404634581
YCR079W,0.0901578176390924
YOL091W,0.090477218743252
YDR242W,0.0912972154454446
YOL014W,0.0918447150677909
YKL071W,0.0925583545181419
YOL097W-A,0.092903969891951
YML054C,0.0943727196182992
YLR246W,0.0945109151973132
YCL036W,0.0952666897267382
YKL187C,0.0956668542487338
YGL134W,0.0975130937992162
YKR103W,0.0987029030265596
YOL113W,0.0987770584003662
YLR130C,0.0987830341718496
YDR387C,0.0990776807225719
YLR227C,0.0993853462631012
YKL132C,0.0998017472386223
YKR061W,0.100028661507595
YGR201C,0.100073450477428
YER041W,0.101974809516405
YML066C,0.102089442815249
YLR174W,0.10227147425295
YGR168C,0.102800497284564
YPL268W,0.102993202687125
YOL163W,0.104753673292999
YML023C,0.104813809192405
YNL294C,0.105788693214413
YBR240C,0.105895248534528
YMR096W,0.106125298745938
YDR265W,0.106392391063924
YOR313C,0.107505750979689
YPL174C,0.107688146927937
YPR001W,0.107842608085497
YOR306C,0.108033943298585
YER024W,0.111279424847916
YPR157W,0.111387760450793
YOR222W,0.111582919891171
YLR152C,0.111902723931323
YPL189W,0.112001983798975
YER184C,0.114411486403094
YOR237W,0.11475756934152
YIL139C,0.115235919730799
YNR071C,0.117097840886987
YGL136C,0.117877536804986
YNL187W,0.117979502988021
YOR120W,0.118215954831564
YJR141W,0.118424471272929
YOR137C,0.118789153007809
YLR251W,0.119075195171883
YBR259W,0.119409141802039
YBR186W,0.12116740449254
YDL204W,0.121700223713646
YMR084W,0.123335312579523
YBR217W,0.123971904991689
YLR341W,0.124844139650873
YHR022C,0.124899942035386
YHR134W,0.125274213576159
YPL148C,0.125432248705362
YCR098C,0.125771963609801
YDR459C,0.125892273583576
YPR117W,0.12626820693119
YLR053C,0.126434467485404
YEL072W,0.12691889798509
YOR365C,0.128267848952759
YPL186C,0.128476976644106
YHR210C,0.129726316811967
YML068W,0.132372101852571
YGL243W,0.13248661687759
YHR014W,0.133306238569397
YMR023C,0.133686607444057
YCL002C,0.133820639552194
YIL024C,0.13402240300685
YDR003W-A,0.134825675751301
YNL249C,0.13538525744692
YBL014C,0.135687319564735
YAL009W,0.136239838774352
YDR350C,0.136635089670767
YDL214C,0.136700648748842
YFL027C,0.136835924058587
YGL124C,0.136880188078685
YLR312C,0.136964569011105
YDL210W,0.139875304960694
YEL009C,0.13993005355623
YLR443W,0.140167374237265
YER054C,0.140577869503096
YAR023C,0.141178503542423
YDR160W,0.141844892026578
YGL257C,0.142291899644025
YDR370C,0.142785793562708
YBL095W,0.142929304963187
YIL037C,0.143049767099779
YOR183W,0.143541605553926
YIL113W,0.145158020408623
YDR004W,0.145951343416821
YMR040W,0.146120623506457
YLR242C,0.146334058045662
YLR105C,0.146952526799387
YGL183C,0.147119257006657
YBR040W,0.14808689769225
YCR005C,0.150015092319312
YDR318W,0.150137048235327
YJR061W,0.150161030595813
YLL042C,0.150762581817043
YOL112W,0.150955136136401
YJR008W,0.151146741288359
YEL016C,0.151727611403355
YER051W,0.152090544207738
YDR223W,0.153112083637248
YDL177C,0.154460089068076
YJR036C,0.154609707930569
YPR083W,0.154801768353752
YMR126C,0.155071253681158
YML104C,0.155211187753945
YKR104W,0.15564153769346
YDR419W,0.155956883509834
YML042W,0.156153736789726
YMR090W,0.156231992624179
YJR039W,0.157313230425591
YOR062C,0.157404389916611
YJL043W,0.158500297560008
YMR270C,0.158571841572709
YHR067W,0.160182913227749
YLR368W,0.161867055237073
YNL029C,0.162041731397155
YDL080C,0.162096767645602
YFL030W,0.162320468587018
YLR030W,0.162907674833685
YPL164C,0.163116228859302
YDR263C,0.164081971752977
YOR293C-A,0.16450233908695
YDR058C,0.164566689382186
YIL099W,0.164584703046242
R0030W,0.165336612820072
YAL056W,0.166023846004826
YOR064C,0.166157628600758
YPL024W,0.166473760178654
YEL057C,0.168365941030587
YDR336W,0.168976689766898
YMR066W,0.169139194139194
YPL171C,0.169354838709677
YPL244C,0.169873615450156
YJR136C,0.169912154714586
YOR246C,0.169987568758293
YGR121C,0.171967598274713
YML043C,0.172544014414956
YPL003W,0.172625465972458
YGL113W,0.173205087162772
YDR030C,0.173227244557286
YCL016C,0.173494092973918
YGR131W,0.173613328574917
YHL006C,0.173771799840419
YER175W-A,0.17502356267672
YNR062C,0.175153032832499
YGR057C,0.175244552058111
YKR058W,0.175585342806146
YMR265C,0.175646162731933
YMR020W,0.175807689323067
YER015W,0.175868953995355
YMR299C,0.177732190529718
YML116W,0.177788604597557
YOL043C,0.1795378648337
YKL098W,0.180399721265616
YGR053C,0.181433984261148
YHR204W,0.181452071824414
YJL037W,0.182523885350319
YBR284W,0.182951968666254
R0020C,0.183086210554573
YMR262W,0.183812292814432
YJR054W,0.184521725380349
YEL025C,0.185170640486208
YPL150W,0.1859410430839
YPL216W,0.186097927061782
YHL012W,0.186500047335037
YOL105C,0.18689022310159
YDR249C,0.187335857435192
YJL057C,0.187376026418147
YGL085W,0.187483077155577
YOR003W,0.187576875768758
YOR190W,0.187787182587666
YER046W,0.189042346915141
YLR233C,0.189110070257611
YDL206W,0.189711585070286
YOR019W,0.189837815103961
YOL084W,0.189985272459499
YDR403W,0.191246915372333
