Systematic Name,Translational Efficiency_D3
YEL033W,0.00099795903689238
YJL213W,0.00249642132860104
YER180C,0.00499511704875324
YJR152W,0.00915242384977685
YFL050C,0.00960488086230486
YOR084W,0.010266398146094
YIR016W,0.0104726690793465
YHR175W-A,0.0105266892970774
YEL023C,0.0108365386019243
YJR107W,0.0119722888594938
YBR298C,0.0137936022483055
YJL106W,0.0146337840749854
YCR014C,0.0153851916090202
YNL204C,0.0170860316891494
YLR046C,0.0172319576245368
YJL108C,0.0188896160172624
YBR020W,0.0192097386899966
YBL075C,0.019512085466531
YDR438W,0.021559068619538
YLR394W,0.0251198566421871
YFR026C,0.0260142844903459
YOR009W,0.0261114105467757
YLR263W,0.0280045829147261
YML002W,0.0280820837807195
YMR018W,0.0288505813284218
YBR063C,0.0301056919076866
YOR180C,0.0330513432029879
YFL041W-A,0.0343448116180651
YLR174W,0.0352271870996911
YEL009C,0.0352520084303269
YIR031C,0.0359336280892456
YOL015W,0.037043668155306
YDL239C,0.0372965089909358
YKR050W,0.0398617771322071
YPL272C,0.0399658195819216
YKL187C,0.0441905618750558
YFL031W,0.0463886954667229
YGR154C,0.0470982833812022
YJR004C,0.0473073258165871
YNR076W,0.047888940703806
YNR058W,0.048442522765426
YBR008C,0.0516355946014576
YFL026W,0.0519427495633634
YGR066C,0.0523098624662043
YOR298W,0.0529698285046058
YDR103W,0.053676069816567
YLL056C,0.0544137891710043
YJR153W,0.0548700869998973
YMR232W,0.0572443138335323
YNL331C,0.0588727965557945
YPL258C,0.0594350177139661
YDR402C,0.0634824092904796
YPR054W,0.064153391479853
YDL039C,0.06480485773656
YJL105W,0.0666683312941646
YLR343W,0.069159729987162
YNL097C-B,0.0693903009511929
YMR244W,0.072343999783239
YLR164W,0.0740473237634097
YKL161C,0.0839016266348901
YDL109C,0.0848098500422929
YLR266C,0.0866077592662266
YJR149W,0.0888997782798997
YIR041W,0.0894772117962467
YCR020C,0.0905461579618883
YDL231C,0.0918245700517598
YHR033W,0.092488929413711
YML066C,0.0931546996022608
YNL187W,0.0932858406667598
YOR100C,0.0936742875951717
YNR072W,0.0971474312327172
YBR196C-A,0.0971474312327172
YBR270C,0.0985561584276925
YOR186W,0.0989146047117706
YNR056C,0.100003745458631
YKR058W,0.100349276568912
YAL028W,0.100860054858809
YBR293W,0.102104045941942
YGL015C,0.103033109516092
YBR083W,0.103754976409471
YLR125W,0.103927894275122
YKL188C,0.104617649823
YOR388C,0.106255969436485
YEL030W,0.106307689991116
YOL024W,0.106385801077123
YPL027W,0.109682454915171
YNL279W,0.110476221977822
YLR318W,0.111814727378133
YKL132C,0.112534334335119
YKR061W,0.113703370061908
YAL037W,0.113865237268087
YOR328W,0.114266004415011
YGL183C,0.116056957629081
YLR037C,0.117889339525501
YBR018C,0.11830597087853
YDR242W,0.11924532661509
YJL043W,0.119414655942806
YOL014W,0.12103239480454
YFR022W,0.123823009341766
YPR196W,0.124415979841461
YIL160C,0.124549633494844
YPL200W,0.125931515894727
YGL138C,0.129014693096089
YJL037W,0.130938775510204
YMR065W,0.131237236542982
YBR019C,0.132297591759346
YBR180W,0.133783571091302
YOL097W-A,0.133783571091302
YMR306W,0.136416059972609
YER185W,0.136464040624779
YPL167C,0.137113071371291
YGR088W,0.137227214994108
YGL251C,0.139403238498704
YLL055W,0.14227311174462
YIR029W,0.142385050434041
YNR059W,0.146252093948367
YLL057C,0.146771672418012
YJL089W,0.147299180779914
YKL222C,0.148604076770215
YML023C,0.149827987802245
YDR387C,0.152030734818122
YDR124W,0.152308062697196
YFR032C,0.155827743754253
YLR227C,0.156809480638913
YDL197C,0.156815268906294
YDL138W,0.158847546986567
YGL170C,0.159582935370901
YIR032C,0.159675658818026
YKL050C,0.164318739282381
YNL128W,0.166379447570403
YML042W,0.166990151373892
YHR139C,0.170064483265609
YNL196C,0.17021818490534
YPL148C,0.171497147828183
YPL201C,0.171987007969781
YLL005C,0.174367346938776
