Systematic Name,Protein Abundance_D2
YGL131C,462.990496590288
YJL100W,467.0
YER153C,468.0
YLR408C,468.0
YIR018W,471.968623835321
YGL104C,472.0
YLR173W,474.036098720273
YML043C,476.0
YDR461C-A,476.575511635955
YLR353W,477.0
YKL108W,482.0
YJL206C,483.015003754261
YPL148C,486.0
YDR022C,486.0
YNL063W,489.7155298472
YMR164C,489.7155298472
YOR368W,489.7155298472
YIL055C,493.073103112858
YER051W,493.733343535883
YHR168W,496.787847057763
YDR102C,497.790991260207
YOL036W,500.0
YKL121W,504.0
YPL176C,505.0
YPL177C,505.8067385
YGL229C,506.0
YPL113C,506.118134217451
YOL053W,506.118134217451
YJL210W,506.422142440132
YLR425W,508.670905362328
YIL001W,510.0
YOR372C,510.989078624975
YJL094C,511.52307318559
YHR032W,513.0
YOL100W,515.0
YDR160W,515.0
YKL038W,520.1052282
YPR120C,521.0
YBR201W,522.159672431586
YIL071C,522.575694115525
YNL029C,522.575694115525
YLR241W,523.0
YLL035W,523.259332424836
YBR184W,528.0
YCR081W,533.800127332865
YKL133C,535.0
YDL028C,536.073744834799
YDR131C,537.846885878567
YLR131C,538.0
YJL106W,538.0
YJR054W,538.0
YMR257C,538.0
YMR013C,538.498859478579
YIL134W,539.08628799956
YDR409W,539.562212442647
YJL090C,540.0
YLR392C,540.293894172191
YHL016C,541.0
YBL009W,541.143814533824
YJL162C,542.0
YBR276C,542.0
YBL025W,542.713689800152
YML118W,544.5
YBR098W,545.22055875133
YHR078W,549.577218869779
YOR092W,550.977439751959
YGR287C,555.651101284439
YLR424W,556.0
YLR154C,556.0
YDR128W,556.0
YDL069C,556.0
YLR247C,557.742448055693
YPR031W,559.798298986225
YDR242W,561.0
YOR330C,561.914213681088
YGL257C,562.203534040485
YOR264W,566.346000324002
YML042W,569.197399601384
YMR053C,570.0
YOR032C,571.0
YBR270C,571.970206375808
YPR084W,572.269061788231
YLL057C,573.0
YMR172W,573.20900549991
YPR196W,574.218955378566
YGR108W,575.532294193971
YDR386W,576.286362173481
YJR078W,578.475028015351
YMR155W,578.653400774647
YFL027C,579.941179
YER007W,581.0
YPL194W,581.937286620501
YDR198C,582.714174170294
YGR249W,582.909853386473
YMR023C,584.0
YIL159W,584.486365700763
YJL225C,584.787840949371
YIL177C,584.787840949371
YLR467W,584.787840949371
YLR135W,587.0
YCR014C,588.939817542836
YMR270C,588.939817542836
YKL090W,588.939817542836
YCR007C,590.179629068906
YJL149W,590.474198844777
YMR055C,590.53957765484
YBR018C,590.91542402529
YPL041C,591.317443265628
YLR023C,591.88900587047
YGL162W,593.22101549
YMR137C,595.0
YJR061W,596.0
YOR019W,597.0
YDR524C,597.074412797352
YBR168W,598.499441705037
YCR106W,598.615946885576
YBR243C,598.776019508269
YEL041W,599.720486543706
YGR212W,602.588402238831
YOR100C,603.415070540066
YDL093W,605.663871495769
YKR019C,605.663871495769
YNL018C,606.0
YDR254W,606.0
YHR006W,610.193221314445
YOL116W,611.926439668191
YDR541C,613.0
YOL114C,619.405979510753
YNL333W,619.782335544127
YOR162C,621.985268370839
YDL139C,622.440973087412
YKL171W,622.507259092822
YER147C,622.526249529901
YJL214W,623.0
YNL184C,623.0
YBR141C,623.0
YCR066W,623.4601182
YMR319C,626.865823158178
YLR107W,627.0
YPL042C,627.734458636753
YGL003C,632.133989133092
YBL091C-A,632.402856110747
YPR005C,632.539936225637
YGR217W,633.407677401612
YOR324C,634.0
Q0130,634.461214795209
YOR067C,634.527143604799
YER190W,634.827866176929
YGR296W,634.827866176929
YHR218W,634.827866176929
YDR545W,634.827866176929
YOR396W,634.827866176929
YEL072W,635.736939580151
YKL023C-A,636.490193810494
YJR015W,639.0
YML132W,639.0
YPL209C,639.270047139097
YLR283W,639.270047139097
YPL071C,641.249918430149
YER041W,642.0
YKR096W,642.525472128544
YGR062C,644.483289622866
YDR142C,644.542942438596
YOR134W,645.069699457307
YNL082W,647.928365006541
YPL149W,648.036098720273
YGR197C,648.242860575031
YMR025W,648.936468255114
YIL049W,649.526459225087
YOL075C,651.351672506823
YFR019W,651.718349959295
YPL052W,655.835314241284
YOR022C,656.986976155319
YMR032W,657.913618024517
YGR053C,659.134612525
YDR184C,659.683346092456
YJL127C,659.95809185961
YHR182W,662.881254858802
YBR097W,664.695550634842
YDR370C,665.056150379579
YLR228C,669.074965595393
YLR383W,669.237403137441
YLL061W,669.381370645946
YDR125C,670.419284151725
YOL095C,670.62139485684
YPR022C,670.956214201693
YLR313C,672.0
YJL129C,672.203427494481
YJL092W,672.566627267469
YMR088C,673.086270033225
YER039C-A,674.957665759688
YDR466W,675.959613998384
YFR022W,678.385848644655
YDR259C,681.76242486
YIL046W,682.129627315658
YGR070W,684.023649271097
YML109W,691.051740169319
YJL181W,693.0
YPL253C,693.315947914706
YGL258W,693.507444376387
YEL025C,693.631523590336
YNL202W,693.677652933686
YPR122W,694.175361899333
YPL095C,695.246356617172
YDL142C,698.597130806161
YNR064C,699.548444663312
YNL078W,701.159905693126
YML088W,702.46283519415
YCL036W,703.95276097675
YDL200C,704.386017567229
YOL128C,704.686946398398
YIL156W,706.970173582814
YJL139C,707.0
YNL025C,707.0
YDR265W,707.110759067642
YGR098C,707.255166527153
YJL156C,707.706405146137
YJR039W,709.326342135808
YPL089C,709.5
YFR045W,710.31071870896
YBR294W,710.99908111946
YDL104C,712.458830319811
YBR239C,713.218554156716
YDL133W,713.988897820051
YDR351W,716.278963247648
YDR181C,718.423488727297
YNR069C,719.900641999
YOR047C,720.862323475889
YPR101W,721.0
YJL023C,721.0
YBR021W,721.058939198955
YKL124W,721.815873581109
YER077C,722.0
YJR141W,723.069459992955
YMR094W,724.20095030968
YOR258W,724.20095030968
YLR234W,727.0
YDR291W,727.436765317679
YPL269W,728.0
YMR066W,730.859481045968
YLR281C,731.077476412036
YLR289W,731.471924601715
YER093C,732.706088142519
YCR076C,735.592588073943
YDL107W,736.0
YGL216W,736.0
YJR124C,736.30306496587
YOR012W,736.984404614426
YGR016W,737.114699921055
YOR159C,737.117263902693
YOR334W,737.555379533821
YOR256C,737.775289823533
YLR183C,740.0
YKL201C,740.002557126167
YDL216C,741.543135016612
YGL208W,743.300584491319
YAL051W,744.0
YDR213W,745.757617319582
YGR141W,745.957601753139
YLR423C,746.083491438256
YBR274W,747.948446316146
YLR360W,749.0
YIL151C,749.0
YBL106C,749.153793092214
YLR007W,749.557520634123
YBR183W,750.834613628696
YDR488C,752.0
YER173W,752.0
YJR156C,752.0
YPL022W,753.0
YDR132C,753.0
YOR023C,753.624829182052
YOR156C,754.577555571967
YBL060W,755.0
YPL248C,755.464520001298
YDR419W,756.0
YJR053W,756.242860575031
YKL020C,757.354397052261
YEL064C,758.536255574538
YMR021C,759.12086230228
YEL061C,763.0
YDL183C,763.7253789
YKL174C,763.947587172107
YDR334W,765.232745174466
YKL175W,765.543537448863
YOL113W,766.028606919492
YKR015C,766.060793379456
YDL149W,767.223497740411
YDR323C,768.0
YOL078W,769.0
YKL034W,769.494615534308
YER144C,771.195227277824
YNR061C,773.097319806376
YOR149C,773.233471983019
YLR099C,775.050394225357
YBR255W,775.563225552535
YOL017W,775.781811499867
YGL075C,775.781811499867
YKR004C,776.555379533821
YFR043C,778.221910314988
YLR176C,778.758162882184
YBR150C,779.0
YDR520C,779.8360283
YJR090C,780.287010715935
YGL163C,781.935080549679
YAL056W,782.166528328053
YJR129C,782.806700491297
YIL097W,784.0
YGL045W,784.0
YER158C,784.0
YDR247W,784.0
YNL260C,784.0
YLR265C,786.891479896586
YKL132C,787.0
YKL109W,789.616371547715
YGR143W,791.110330259506
YEL004W,795.094752264841
YMR199W,796.471474541187
YPL224C,796.57426798822
YJL095W,798.251344072841
YPL133C,799.0
YOL008W,800.584168317714
YNL328C,801.893677204276
YMR252C,803.460642588855
YPL150W,804.499175715836
YJR140C,804.831281631659
YDR393W,805.0
YKL219W,806.777493575546
YNL033W,807.443093733306
YKR086W,810.233397317219
YHR156C,810.719296994001
YHR166C,811.230666860383
YMR162C,812.341819362022
YDR436W,813.127557522222
YLR047C,814.0
YJR119C,814.0
YNL234W,814.570557330546
YJR011C,815.211996707392
YPR193C,817.531021930998
YIR031C,817.679137958492
YHL008C,819.444313729017
YOR178C,822.207535270033
YHL040C,823.0
YOR093C,823.272476423328
YOL047C,823.369307063692
YBR210W,825.05959385355
YMR280C,827.0
YLR271W,829.896489124395
YDL180W,830.114331591994
YGR004W,830.913275537634
YLR151C,831.5
YHR100C,835.12306790935
YHL010C,835.220625779218
YCR091W,835.622704650292
YKL217W,835.818285214689
YPR030W,836.195637983421
YDL146W,837.899908881142
YNL242W,841.5
YNL211C,842.164732533877
YKL198C,844.0
YOR058C,844.016641756996
YPR164W,845.637913713038
YML068W,846.0
YLR404W,846.0
YOR295W,846.368957726278
YDR014W,848.104255098037
YPR106W,848.512875415433
YCR068W,849.692733556006
YLR128W,850.474955722644
YDR444W,850.526548584491
YDR076W,853.5
YNL249C,853.503970448453
YAR018C,856.017822090141
YGR221C,856.67619171462
YDR451C,856.931599610731
YGR258C,860.014777140202
YHL032C,860.792455368471
YPR068C,861.0
YPR134W,861.0
YDR514C,862.739057333625
YPR085C,862.779886444495
YDR009W,862.820626178508
YPL092W,865.395241907876
YOR344C,865.965713575207
YBR038W,866.685498758374
YJL212C,866.917290849359
YDR350C,867.186239446445
YPL072W,867.505599362559
YER162C,869.809020153422
YLR371W,871.202022239082
YNL047C,872.875173797891
YAL040C,873.0
YBL031W,873.741939804522
YPR046W,875.558856531984
YKL188C,881.0
YBL113C,881.266099124769
YPL029W,881.731520168017
YGR071C,883.0
YDR506C,885.026245777193
YMR224C,888.0
YGR099W,888.519983101922
YKL185W,889.076774118046
YPL168W,889.824458491307
YLR105C,891.759395224873
YDL155W,892.0
YDL105W,892.008465593048
YNL218W,893.5
YDR058C,893.762290711185
YKL163W,894.972448883007
YHL050C,896.646629679927
YHR210C,897.937772794956
YDR026C,897.937772794956
YGR059W,898.0
YBL052C,898.974144639564
YER065C,899.216752849768
YNR041C,900.60098395547
YDR052C,902.265425978722
YIL101C,902.604425986075
YBR250W,907.0
YJR079W,907.0
YGR146C,909.429634395344
YBL063W,909.591380611528
YHR164C,910.95662087551
YHR189W,911.3811427874
YMR251W,912.0
YLR466W,912.973214534679
YOL108C,914.569206938009
YOR034C,914.744964627038
YGR057C,915.594184915805
YDR179C,916.980665907872
YCL049C,919.364502859567
YIL054W,924.806388623477
YPL156C,925.190226366972
YDR200C,926.095710207327
YGR101W,927.422744234175
YMR114C,928.371905055825
YCR019W,928.769427361765
YHL019C,930.0
YNL254C,930.801126501303
YML020W,930.854768094771
YKL048C,931.364360797102
YLR211C,933.301074668111
YLL058W,933.411677923952
YNR009W,935.865374885441
YMR271C,936.043485830371
YGL021W,936.427623602064
YHR152W,937.0
YNL080C,937.0
YLR137W,939.909024143504
YHR080C,940.0
YJL103C,941.771971475517
YHR120W,942.99545663583
YPL002C,944.382492766771
YJL013C,944.402172043532
YGR216C,944.489395365018
YGR170W,944.912061115569
YKL187C,946.0
YKL107W,946.762178836917
YLR141W,946.940331117637
YMR211W,947.73029338151
YIR002C,948.462135723163
YJL003W,949.662653940707
YDR113C,950.688196077856
YGR077C,951.059645740664
YGR042W,951.059645740664
YFL003C,951.56297281884
YOR380W,951.992456889777
YDR318W,952.0
YNL092W,952.0
YGR041W,952.0
YPL219W,953.020397954227
YBL084C,955.0
YPR116W,955.03001967991
YJL105W,955.138454499937
YGL143C,958.594296630185
YPR049C,961.270558863695
YJR052W,962.88453393285
YMR042W,962.980734793017
YNL162W-A,965.867926303179
YOR386W,967.152374262176
YLR431C,968.869393118646
YLR377C,970.5
YHR050W,971.491109280128
YHR067W,971.643987047171
YGR238C,973.0
YLR453C,975.573048171132
YMR127C,977.698438722851
YKL011C,979.296118870465
YMR064W,980.36142083473
YLR091W,980.940719237277
YHR119W,981.0
YOR066W,981.0
YBR153W,983.642736630272
YOR349W,983.87140756039
YDL238C,984.320208451051
YOR205C,984.945435978577
YNL054W,985.131454264744
YJL099W,985.508436539424
YIR005W,986.729467957363
YPL038W,987.5
YER060W,993.89739801639
YFL066C,994.180032213233
YJR122W,994.651893219007
YAL020C,998.195754994929
YBR125C,998.353022747109
YJL004C,998.936975244496
YOR388C,999.634639517158
YLR456W,1000.0
YDR499W,1000.41252059642
YPL074W,1000.55206164537
YPL075W,1002.32177297025
YJR035W,1002.75875305283
YOL025W,1004.23269659146
YAL031C,1004.44535971483
YDR463W,1004.64125235702
YIL129C,1004.93004100265
YJR040W,1005.37750066265
YPR006C,1005.5
YLR094C,1007.24845992587
YGL154C,1007.68936132482
YEL006W,1008.33400613232
YBR302C,1008.66568462423
YDL233W,1010.0
YOR148C,1011.9330559605
YOR097C,1012.62000450702
YIL122W,1014.34240623181
YIR042C,1014.41627887833
YNL293W,1014.62778707823
YFR026C,1016.24006538603
YIL173W,1016.56053510129
YMR299C,1018.0
YOR350C,1018.93162440308
YLR097C,1019.07104964492
YBR220C,1020.0
YAL067C,1021.0
YMR059W,1021.52671613624
YGL002W,1022.12958568235
YFL046W,1022.60397300438
YBR278W,1024.0
YDR130C,1026.60865148977
YKR017C,1026.95662087551
Q0060,1029.0
YMR201C,1030.0
YJR135C,1030.0
YOR390W,1031.51925976459
YDR256C,1031.82030123311
YFL042C,1032.21976829991
YBR237W,1033.85572621089
YBL074C,1034.38501622276
YOR059C,1035.04711191
YNL159C,1035.31114831731
YHR004C,1035.58437792983
YGL114W,1036.57264293704
YDR159W,1039.0
YGR003W,1039.45477162891
YCL063W,1041.26609912477
YER032W,1042.0
YEL020C,1042.66245161824
YGR169C,1043.64740169631
YJL126W,1044.20714088795
YOR301W,1045.06554545515
YNL295W,1045.26669337665
YJL187C,1046.83569922337
YAR035W,1047.0
YGL064C,1048.2691416634
YAR031W,1048.55744365871
YDL114W,1050.900089056
YOL110W,1051.07447022886
YOR144C,1053.414401411
YDL119C,1053.75986370699
YDR503C,1054.31216947848
YNR066C,1055.34366050568
YNR070W,1055.5
YOR287C,1056.0
YGL236C,1056.01166286047
YHL026C,1056.65358467681
YJL056C,1056.91603663857
YOR113W,1057.99460550638
YOL112W,1058.52362225164
YPL109C,1059.0
YMR204C,1059.64420516694
YHR096C,1060.26882500442
YDL179W,1060.66786296456
YNR055C,1062.0
YGR223C,1062.61619400806
YBR235W,1063.47182585007
YPL108W,1065.80670671769
YNL094W,1067.6125205043
YNL077W,1067.89015802269
YHR129C,1067.99929777073
YCL038C,1068.169652665
YHR191C,1068.3102884137
YLR278C,1068.5
YOL009C,1070.0
YLL027W,1070.0
YJL058C,1070.16786296456
YGR224W,1070.65038199534
YPL279C,1073.80245890401
YOL089C,1074.16522666945
YOL084W,1076.37197391107
Q0085,1076.79945645364
YOL083W,1076.79945645364
YOR328W,1078.0300366703
YHR202W,1079.21873538972
YML002W,1079.7029930874
YBR085W,1080.0
YCR038C,1080.37524652106
YLL007C,1080.61521701669
YLL004W,1081.0
YHR204W,1082.38655853753
YGR127W,1082.87208409632
YCR061W,1083.12978375066
YGL175C,1084.0
YDR349C,1084.90734131118
YBR066C,1086.47989526931
YNL023C,1091.0
YKL168C,1091.0
YMR198W,1091.44622341023
YEL059C-A,1093.84432854075
YBR223C,1095.0
YNL273W,1096.0
YER013W,1098.97465010731
YBR131W,1101.40889652607
YDL248W,1103.44841502733
YAL009W,1103.82440523416
YCL039W,1104.11187658493
YMR048W,1105.09986767738
YGL198W,1105.20955965079
YFR048W,1105.6995922858
YMR306W,1106.0
YJL047C,1106.70555720928
YCR092C,1107.6724055774
YBL008W,1108.87023426523
YMR294W,1110.0
YGL124C,1110.03839454506
YAR003W,1113.84687613687
YOL002C,1117.40726898242
YLR072W,1117.63741647339
YER180C-A,1122.034681
YAL011W,1122.28027477918
YLL055W,1122.28654870712
YML122C,1125.99178824091
YKR005C,1125.99178824091
YER005W,1126.05090836847
YOR177C,1126.82217622929
YBR175W,1127.43828322987
YBL071C,1127.65268427162
YDL206W,1127.65268427162
YOR073W,1128.0
YHL043W,1128.48331231414
YCL008C,1128.5
YCR040W,1129.31406030318
YCR045C,1129.31406030318
YER137C,1129.97457616937
YDL218W,1130.14492818512
YNL196C,1130.14492818512
YMR218C,1131.37627727688
YLR323C,1131.45440875879
YGL134W,1131.45440875879
YDR013W,1131.80702341343
YER106W,1131.80702341343
YEL035C,1132.63825065284
YGL219C,1132.82251043364
YGR131W,1133.46959757119
YIR030C,1133.46959757119
YGR199W,1133.73217377394
YLR266C,1134.30106411512
YDR414C,1134.30106411512
YIL164C,1135.13265023136
YEL057C,1135.13265023136
YAL058W,1135.13265023136
YGR050C,1135.96435586665
YHR159W,1136.0
YNL339C,1136.79618096781
YBR019C,1136.79618096781
YIL089W,1136.79618096781
YBL013W,1136.79618096781
YBL088C,1136.79618096781
YLR108C,1137.0
YER180C,1137.62812548172
YPR011C,1139.29237253553
YDL246C,1139.29237253553
YNR072W,1139.29237253553
YPL003W,1139.83544136911
YLL002W,1140.0
YBR299W,1140.12467496944
YPR078C,1140.12467496944
YDL059C,1140.26076499567
YEL076C,1140.95709660413
YMR085W,1140.95709660413
YNR060W,1140.95709660413
YCR048W,1141.0
YML119W,1141.11393656831
YCR008W,1141.78963738674
YOL026C,1141.95401767841
YMR138W,1142.62229726447
YOR269W,1142.62229726447
YNL289W,1142.62229726447
YBR050C,1142.62229726447
YMR279C,1144.28797409434
YPL186C,1145.12099094116
YFL061W,1145.95412667243
YJL046W,1147.13078695621
YOR030W,1147.62075457827
YNL314W,1147.62075457827
YOR363C,1147.72884470226
YJL027C,1148.45424664793
YHL006C,1148.45424664793
YDR109C,1149.28785739225
YOL159C,1149.77547059318
YKL208W,1149.77547059318
YBL097W,1150.0
YBR228W,1150.12158675891
YBR083W,1151.39844731143
YGR006W,1151.78940115026
YOL082W,1151.78940115026
YLR464W,1151.78940115026
YAL037W,1152.62348607058
YBR076W,1152.62348607058
YML051W,1152.86030976772
YDL203C,1152.9369361451
YDR057W,1153.0
YDR144C,1153.00515534978
YDL035C,1153.35317814013
YOL138C,1153.45768940451
YAL015C,1153.69824633987
YLR318W,1154.29201110001
YDR270W,1155.0
YPR064W,1155.12645110507
YGL250W,1155.96100936775
YLL066C,1155.96100936775
YNR057C,1155.96100936775
YGR052W,1155.96100936775
YPR083W,1156.0
YIL017C,1156.19366651843
YOL015W,1156.40311203397
YPR065W,1156.62077688298
YPR199C,1156.79568583617
YDR004W,1156.79568583617
YBR044C,1157.63048045849
YEL008W,1157.63048045849
YKL159C,1158.07371287477
YLR312C,1159.30042395774
YMR262W,1160.13557273126
YCR065W,1160.300376689
YHR139C,1160.80264990028
YDR107C,1161.80622406795
YER066W,1161.80622406795
YHR171W,1162.0
YMR273C,1162.2014290757
YML011C,1162.41016865444
YFL059W,1162.51921270094
YKR054C,1163.05636378873
YGL051W,1163.47734678062
YML050W,1163.79751663118
YHL023C,1164.56742855901
YJR110W,1164.78198758102
YER167W,1164.85954638562
YDR018C,1165.14894045772
YER170W,1165.14894045772
YDL089W,1165.47991772673
YKL044W,1165.98491377955
YFR012W,1165.98491377955
YHR155W,1166.73867339031
YHR054C,1166.82100468854
YAR023C,1167.65721313348
YMR213W,1168.23478673196
YHR134W,1168.49353906321
YIL002C,1169.04997103249
YPL155C,1169.80777821026
YLR117C,1169.93538093964
YAL027W,1170.0
YDL033C,1170.18948867773
YER011W,1170.89524175096
YLR193C,1171.8268794923
YEL077C,1171.84001660868
YGR230W,1171.84001660868
YNL279W,1172.67692919681
YNR065C,1175.26971830923
YBL049W,1176.02575083087
YIL147C,1176.29609918943
YNL093W,1176.5
YER115C,1176.86324880617
YHL044W,1176.86324880617
YHR194W,1177.70086370693
YHR157W,1178.53859548259
YGL081W,1178.53859548259
YDR146C,1178.72406971707
YDR114C,1179.37644408268
YIL056W,1179.88329985351
YFR020W,1180.21440945674
YER015W,1180.21440945674
YDL169C,1180.21440945674
YIR032C,1180.93722861343
YGL186C,1181.0
YNL217W,1181.46096891001
YLR085C,1181.71940757
YLR070C,1181.89069032528
YIL132C,1181.89069032528
YGR236C,1182.72900571913
YCR097W,1182.72900571913
YDR423C,1183.02340572384
YML003W,1183.5674376857
YDL057W,1184.31524022925
YOR378W,1184.4059861748
YPL077C,1184.4059861748
YNR071C,1184.4059861748
YAL047C,1184.8989343995
YMR160W,1185.32264546989
YGR056W,1185.59534617562
YNR031C,1186.0
YLR081W,1186.08343252007
YDL085W,1186.08343252007
YFL012W,1186.08343252007
YOL034W,1186.34897283692
YPR151C,1186.92233027612
YKR091W,1187.07538460014
YGL263W,1187.76134435445
YIR014W,1188.12817636736
YER124C,1188.92754208079
YOL073C,1189.22734037028
YJL223C,1190.27908402391
YOL159C-A,1190.27908402391
YGR066C,1190.27908402391
YFR023W,1190.27908402391
YBL020W,1190.62338733253
YFL009W,1191.38246136234
YPL147W,1192.0
YJL025W,1192.0
YOR114W,1192.797868799
YJR159W,1192.797868799
YFL058W,1192.797868799
YMR325W,1192.797868799
YJR138W,1195.0
YCR037C,1196.91918262646
YJR154W,1196.99816223892
YDR207C,1199.35373806157
YBL029W,1199.38386849385
YIL096C,1199.77320186581
YMR126C,1200.0
YOR279C,1200.57466257624
YMR234W,1201.20134883808
YLR145W,1201.20134883808
YGL034C,1202.04233279474
YGL262W,1202.04233279474
YLR233C,1202.88343218233
YOR064C,1203.72464695178
YGL243W,1203.72464695178
YNL042W,1203.7659757808
YHL047C,1204.0
YLR316C,1204.51774835771
YER135C,1205.4074224403
YDR255C,1206.24898306151
YDR108W,1206.3871380636
YNL334C,1207.09065886884
YIL146C,1207.41928415172
YDR209C,1207.93244981349
YGL215W,1208.7743558467
YGR113W,1209.0
YGL142C,1209.43710283203
YJR136C,1210.52982287033
YPL083C,1210.98382269687
YBL111C,1211.30076399067
YCL026C-A,1213.82820618063
YCR085W,1213.82820618063
YJR107W,1214.67091647227
YPL054W,1214.67091647227
YER116C,1214.67091647227
YGL183C,1216.35668110764
YLL053C,1216.35668110764
YMR177W,1216.85029752119
YHL035C,1217.19973535475
YDR415C,1217.19973535475
YGR153W,1218.88618746661
YAL064W-B,1218.88618746661
YGL059W,1219.04075822151
YER104W,1220.57309741425
YHL049C,1220.57309741425
YJR127C,1222.26046481304
YIL072W,1222.26046481304
YKL089W,1223.94828927913
YDR222W,1224.79237279265
YAR019C,1225.45376835709
YLR161W,1225.63657042938
YBR240C,1225.63657042938
YJL205C,1225.83263049191
YML077W,1226.12086524076
YBR271W,1226.22393901571
YDL170W,1226.45686612533
YMR063W,1226.67317485031
YJR094C,1227.32530788141
YPL264C,1228.16984760131
YLR239C,1228.5
YML100W-A,1229.0145012536
YJL077C,1229.0145012536
YML037C,1229.02451685843
YIL139C,1229.85926879069
YJR098C,1230.0
YER129W,1231.54597114033
YGL168W,1232.39425423558
YPR001W,1232.973825662
YOR026W,1233.10383005558
YOR140W,1233.89692587071
YPR198W,1234.08481308579
YLR260W,1235.0
YOR268C,1235.77582633699
YDL197C,1239.5
YPR152C,1240.51416215024
YLR121C,1240.57769800067
YGL230C,1240.85158872063
YLR037C,1240.85158872063
YMR026C,1240.85158872063
YML005W,1241.0
YGR257C,1241.43363846164
