Systematic Name,mRNA Level_D2
YAR031W,0.1
YLR365W,0.1
YIR042C,0.1
YJL085W,0.1
YER015W,0.1
YDR501W,0.1
YDR223W,0.1
YMR224C,0.1
YDL079C,0.1
YIL054W,0.1
YNL179C,0.1
YIL055C,0.1
YNL171C,0.1
YGL227W,0.1
YDR132C,0.1
YIL071C,0.1
YNL195C,0.1
YIL073C,0.1
YOL134C,0.1
YIL082W,0.1
YNL014W,0.1
YEL005C,0.1
YDR070C,0.1
YHR176W,0.1
YEL014C,0.1
YGL251C,0.1
YOR237W,0.1
YIL092W,0.1
YBR138C,0.1
YOL114C,0.1
YDR491C,0.1
YNL203C,0.1
YDR250C,0.1
YNR004W,0.1
YCR091W,0.1
YDR359C,0.1
YDR409W,0.1
YDR417C,0.1
YNR069C,0.1
YDR426C,0.1
YNR071C,0.1
YNR073C,0.1
YHR213W,0.1
YGR288W,0.1
YNR077C,0.1
YDR317W,0.1
YKL093W,0.1
YKR019C,0.1
YNL260C,0.1
YJR135C,0.1
YPL209C,0.1
YDR313C,0.1
YJL106W,0.1
YIL028W,0.1
YNL210W,0.1
YDR295C,0.1
YIL029C,0.1
YDR255C,0.1
YMR106C,0.1
YIL097W,0.1
YDR042C,0.1
YHR173C,0.1
YKR097W,0.1
YOR135C,0.1
YOR137C,0.1
YCR099C,0.1
YJL023C,0.1
YBR018C,0.1
YOR178C,0.1
YBR179C,0.1
YJR153W,0.1
YMR245W,0.1
YOR173W,0.1
YER097W,0.1
YOL152W,0.1
YOR200W,0.1
YER121W,0.1
YOR386W,0.1
YBR040W,0.1
YER135C,0.1
YCR013C,0.1
YOR388C,0.1
YCR007C,0.1
YCR006C,0.1
YIR020C,0.1
YMR052W,0.1
YIL160C,0.1
YMR320W,0.1
YKR103W,0.1
YDL094C,0.1
YER038C,0.1
YDR024W,0.1
YOR012W,0.1
YDR008C,0.1
YOL104C,0.1
YOR019W,0.1
YOR156C,0.1
YDL243C,0.1
YEL070W,0.1
YFR015C,0.1
YPL174C,0.1
YDL238C,0.1
YDL228C,0.1
YDL216C,0.1
YNL077W,0.1
YDL214C,0.1
YDL021W,0.1
YDL204W,0.1
YDL183C,0.1
YIL120W,0.1
YDL152W,0.1
YDL149W,0.1
YDL146W,0.1
YNL033W,0.1
YPL171C,0.1
YDR488C,0.1
YCR098C,0.1
YHR035W,0.1
YIL139C,0.1
YPR130C,0.1
YBR117C,0.1
YGR043C,0.1
YGR212W,0.1
YGR045C,0.1
YMR169C,0.1
YPR083W,0.1
YJR095W,0.1
YKR078W,0.1
YJR036C,0.1
YPR099C,0.1
YDR043C,0.1
YKL178C,0.1
YBR132C,0.1
YGL180W,0.1
YPR061C,0.1
YKL162C,0.1
YIR039C,0.1
YNL012W,0.1
YKL086W,0.1
YHR184W,0.1
YGR114C,0.1
YPR050C,0.1
YDR242W,0.1
YGR126W,0.1
YNL093W,0.1
YNL204C,0.1
YLR234W,0.1
YKL071W,0.1
YJR011C,0.1
YNL025C,0.1
YBR148W,0.1
YHR139C,0.1
YJR053W,0.1
YFL011W,0.1
YHL024W,0.1
YHR101C,0.1
YHL042W,0.1
YGR131W,0.1
YGR287C,0.1
YJR160C,0.1
YKR005C,0.1
YPR184W,0.1
YER101C,0.1
YER098W,0.1
YPR087W,0.1
YKL153W,0.1
YHL012W,0.1
YGR205W,0.1
YKL026C,0.1
YER116C,0.2
YDL057W,0.2
YLR273C,0.2
YAR050W,0.2
YGL156W,0.2
YGR179C,0.2
YDR530C,0.2
YDL091C,0.2
YJL221C,0.2
YDR082W,0.2
YJR098C,0.2
YER129W,0.2
YPR153W,0.2
YKR102W,0.2
YER104W,0.2
YOR381W,0.2
YCR024C,0.2
YDL041W,0.2
YKL220C,0.2
YCR027C,0.2
YER007W,0.2
YPR171W,0.2
YOR193W,0.2
YEL011W,0.2
YMR223W,0.2
YNL013C,0.2
YCR068W,0.2
YCR063W,0.2
YDL027C,0.2
YOR114W,0.2
YDL025C,0.2
YDR081C,0.2
YER051W,0.2
YIL166C,0.2
YIL172C,0.2
YCR106W,0.2
YAL062W,0.2
YMR231W,0.2
YBL080C,0.2
YPR158W,0.2
YLR127C,0.2
YER153C,0.2
YIL045W,0.2
YDR118W,0.2
YOR146W,0.2
YNR045W,0.2
YIL173W,0.2
YOR107W,0.2
YPL219W,0.2
YDL127W,0.2
YLR102C,0.2
YNL214W,0.2
YGR133W,0.2
YBR020W,0.2
YKL161C,0.2
YCR081W,0.2
YMR232W,0.2
YKL159C,0.2
YKR090W,0.2
YCL063W,0.2
YMR053C,0.2
YOR366W,0.2
YKR076W,0.2
YGL063W,0.2
YKR004C,0.2
YFL042C,0.2
YFR029W,0.2
YER075C,0.2
YOR180C,0.2
YKL048C,0.2
YOR331C,0.2
YOR324C,0.2
YBR300C,0.2
YGR134W,0.2
YML017W,0.2
YHR105W,0.2
YLR142W,0.2
YIL146C,0.2
YMR085W,0.2
YKL124W,0.2
YMR048W,0.2
YNL250W,0.2
YDR419W,0.2
YHR100C,0.2
YBL075C,0.2
YOR389W,0.2
YOR380W,0.2
YHR004C,0.2
YKR098C,0.2
YBR114W,0.2
YJR078W,0.2
YDL104C,0.2
YBR239C,0.2
YJR106W,0.2
YMR075W,0.2
YKL187C,0.2
YOR368W,0.2
YOR308C,0.2
YJL019W,0.2
YMR114C,0.2
YOR242C,0.2
YGR153W,0.2
YIR025W,0.2
YMR172W,0.2
YCL061C,0.2
YPR066W,0.2
YCL068C,0.2
YMR160W,0.2
YMR180C,0.2
YER139C,0.2
YPL036W,0.2
YGR160W,0.2
YJR087W,0.2
YMR196W,0.2
YMR204C,0.2
YJR089W,0.2
YPR152C,0.2
YMR210W,0.2
YBL019W,0.2
YLR318W,0.2
YOR295W,0.2
YMR117C,0.2
YGR091W,0.2
YER188W,0.2
YOR275C,0.2
YER185W,0.2
YLR306W,0.2
YER158C,0.2
YGR006W,0.2
YMR141C,0.2
YMR144W,0.2
YMR155W,0.2
YMR156C,0.2
YGR150C,0.2
YCL039W,0.2
YLR233C,0.2
YJL202C,0.2
YHR118C,0.2
YDL211C,0.2
YOR087W,0.2
YER065C,0.2
YDR253C,0.2
YJR010W,0.2
YNL277W,0.2
YNL009W,0.2
YJL146W,0.2
YOL023W,0.2
YNL237W,0.2
YNL230C,0.2
YJR138W,0.2
YOL017W,0.2
YOL015W,0.2
YLR288C,0.2
YBR136W,0.2
YDR453C,0.2
YBR213W,0.2
YJL214W,0.2
YNL218W,0.2
YIR033W,0.2
YDR185C,0.2
YOL095C,0.2
YOL013C,0.2
YNL170W,0.2
YJR129C,0.2
YHR016C,0.2
YDR221W,0.2
YNL328C,0.2
YNL187W,0.2
YOR350C,0.2
YDR247W,0.2
YMR167W,0.2
YKL055C,0.2
YER039C,0.2
YMR036C,0.2
YDR279W,0.2
YOR003W,0.2
YNL242W,0.2
YJR146W,0.2
YOL003C,0.2
YDR332W,0.2
YAL024C,0.2
YPR164W,0.2
YDR439W,0.2
YDL240W,0.2
YCL051W,0.2
YJR047C,0.2
YJR155W,0.2
YNR002C,0.2
YKR053C,0.2
YIL003W,0.2
YKL103C,0.2
YOL025W,0.2
YDR380W,0.2
YNR047W,0.2
YDR386W,0.2
YKL095W,0.2
YDR179C,0.2
YDR421W,0.2
YNL295W,0.2
YNL332W,0.2
YFL058W,0.2
YER180C,0.2
YPL040C,0.2
YNL266W,0.2
YBR297W,0.2
YJR154W,0.2
YGR238C,0.2
YNL279W,0.2
YHR212C,0.2
YGR278W,0.2
YJL013C,0.2
YDR327W,0.2
YKL023W,0.2
YDR330W,0.2
YDR425W,0.2
YEL053C,0.2
YGR239C,0.2
YDR131C,0.2
YPL116W,0.2
YDL233W,0.2
YGL065C,0.2
YEL072W,0.2
YKL133C,0.2
YLR092W,0.2
YMR170C,0.2
YEL057C,0.2
YOR049C,0.2
YOR070C,0.2
YDR014W,0.2
YPR005C,0.2
YHR171W,0.2
YGR219W,0.2
YEL033W,0.2
YKL111C,0.2
YLR457C,0.2
YKL115C,0.2
YOR011W,0.2
YHR156C,0.2
YHL044W,0.2
YDL139C,0.2
YHR006W,0.2
YOR072W,0.2
YDR192C,0.2
YKL136W,0.2
YGR256W,0.2
YDL176W,0.2
YHR155W,0.2
YNL043C,0.2
YDR356W,0.2
YER018C,0.2
YDL206W,0.2
YGL163C,0.2
YEL062W,0.2
YPL076W,0.2
YNL057W,0.2
YPR179C,0.2
YER040W,0.2
YEL028W,0.2
YNL116W,0.2
YDR216W,0.2
YOL141W,0.2
YOL116W,0.2
YIR009W,0.2
YDR543C,0.2
YDL154W,0.2
YGR129W,0.2
YDL107W,0.2
YDR104C,0.2
YOL117W,0.2
YJR119C,0.2
YOR334W,0.2
YNL304W,0.2
YDR126W,0.2
YPR068C,0.2
YGL194C,0.2
YDR541C,0.2
YDR026C,0.2
YKL090W,0.2
YOL150C,0.2
YLR121C,0.2
YKL017C,0.2
YGR289C,0.2
YJR114W,0.2
YEL023C,0.2
YNL127W,0.2
YKL129C,0.2
YNL146W,0.2
YDR065W,0.2
YPL029W,0.2
YNL144C,0.2
YDR268W,0.2
YOL157C,0.2
YMR287C,0.2
YKL194C,0.2
YDR085C,0.2
YNL143C,0.2
YDR076W,0.2
YMR132C,0.2
YAL034C,0.2
YMR165C,0.2
YLR423C,0.2
YJL082W,0.2
YHR172W,0.2
YKL042W,0.2
YPL109C,0.2
YPL110C,0.2
YGR064W,0.2
YLR404W,0.2
YLR024C,0.2
YPL113C,0.2
YPL114W,0.2
YLR424W,0.2
YPL123C,0.2
YLR392C,0.2
YGL096W,0.2
YLR381W,0.2
YAR019C,0.2
YLR369W,0.2
YGL098W,0.2
YJL119C,0.2
YKR040C,0.2
YPL142C,0.2
YLR352W,0.2
YLR349W,0.2
YLR345W,0.2
YLR394W,0.2
YDL248W,0.2
YPR093C,0.2
YAL037W,0.2
YNL054W,0.2
YJL149W,0.2
YGL053W,0.2
YJL147C,0.2
YJL070C,0.2
YIL084C,0.2
YBR047W,0.2
YLR011W,0.2
YAL028W,0.2
YGL057C,0.2
YML002W,0.2
YCR054C,0.2
YLR431C,0.2
YPL264C,0.2
YHR011W,0.2
YGR096W,0.2
YPL261C,0.2
YLR101C,0.2
YJL135W,0.2
YGR058W,0.2
YGL066W,0.2
YPR095C,0.2
YBR030W,0.2
YPL249C,0.2
YHR022C,0.2
YLR444C,0.2
YGR110W,0.2
YLR320W,0.2
YGR248W,0.2
YLR283W,0.2
YLR159W,0.2
YLR062C,0.2
YJL100W,0.2
YLR070C,0.2
YGL176C,0.2
YGL144C,0.2
YPL152W,0.2
YDR240C,0.2
YPL192C,0.2
YPR077C,0.2
YIL153W,0.2
YPL216W,0.2
YPR049C,0.2
YPL241C,0.2
YOR349W,0.2
YIL061C,0.2
YJL099W,0.2
YMR213W,0.2
YMR168C,0.2
YLR091W,0.2
YBL010C,0.2
YFL060C,0.2
YGL160W,0.2
YAR035W,0.2
YHR067W,0.2
YNL334C,0.2
YAR069C,0.2
YNR007C,0.2
YLR161W,0.2
YGR056W,0.2
YLR271W,0.2
YKR073C,0.2
YLR266C,0.2
YLR042C,0.2
YPL233W,0.2
YDL194W,0.2
YDR484W,0.2
YPR045C,0.2
YGR068C,0.2
YAL061W,0.2
YOR077W,0.2
YGL199C,0.2
YPL162C,0.2
YBR289W,0.2
YPR026W,0.2
YBL103C,0.2
YHL009C,0.2
YPL164C,0.2
YOL067C,0.2
YMR271C,0.2
YDR259C,0.2
YBL060W,0.2
YBL049W,0.2
YAR023C,0.2
YBL048W,0.2
YLR173W,0.2
YPR122W,0.2
YAL047C,0.2
YPL153C,0.2
YLR098C,0.2
YPR002W,0.2
YGR120C,0.2
YFR026C,0.2
YFR022W,0.2
YBR275C,0.2
YPL175W,0.2
YDR443C,0.2
YBL066C,0.2
YJL162C,0.2
YJL206C,0.2
YHL006C,0.2
YLL032C,0.2
YPL119C,0.2
YIL150C,0.2
YLL044W,0.2
YOR005C,0.2
YLL052C,0.2
YPR111W,0.2
YOR195W,0.2
YOR313C,0.2
YDR069C,0.2
YMR154C,0.2
YJL169W,0.2
YKR023W,0.2
YNL020C,0.2
YPR013C,0.2
YHR137W,0.2
YJL163C,0.2
YJL046W,0.2
YDR396W,0.2
YPL041C,0.2
YLR139C,0.2
YDR515W,0.2
YKL092C,0.2
YLR360W,0.2
YLL007C,0.2
YHL014C,0.2
YDR252W,0.2
YLR176C,0.2
YPL194W,0.2
YPL045W,0.2
YJL222W,0.2
YGR112W,0.2
YKR020W,0.2
YKR104W,0.2
YBR180W,0.2
YJL058C,0.2
YGL212W,0.2
YBR099C,0.2
YGL042C,0.2
YGL045W,0.2
YMR234W,0.2
YGL051W,0.2
YBR102C,0.2
YNL314W,0.2
YMR041C,0.2
YBR228W,0.2
YIL159W,0.2
YGL041C,0.2
YGR070W,0.2
YJL185C,0.2
YDR217C,0.2
YOR037W,0.2
YGR025W,0.2
YKR091W,0.2
YFR008W,0.2
YJL066C,0.2
YPL005W,0.2
YLL062C,0.2
YPL272C,0.2
YKL222C,0.2
YFR045W,0.2
YKR101W,0.2
YIR031C,0.2
YFR017C,0.2
YMR034C,0.2
YIR028W,0.2
YAL002W,0.2
YBR131W,0.2
YCR032W,0.2
YCR092C,0.3
YKL083W,0.3
YGL154C,0.3
YBR097W,0.3
YNL331C,0.3
YDR383C,0.3
YPR032W,0.3
YMR037C,0.3
YJL204C,0.3
YOR035C,0.3
YDR277C,0.3
YMR164C,0.3
YJR115W,0.3
YDR066C,0.3
YNL337W,0.3
YDR393W,0.3
YBL106C,0.3
YKR106W,0.3
YDR109C,0.3
YDR371W,0.3
YPL253C,0.3
YNR008W,0.3
YIL077C,0.3
YAR028W,0.3
YNL073W,0.3
YDR227W,0.3
YHR120W,0.3
YPR047W,0.3
YGL208W,0.3
YNL293W,0.3
YKR063C,0.3
YLR087C,0.3
YKL091C,0.3
YNL311C,0.3
YPR134W,0.3
YIL087C,0.3
YLR086W,0.3
YIL056W,0.3
YLL056C,0.3
YNL224C,0.3
YNL253W,0.3
YNL223W,0.3
YJL132W,0.3
YPR056W,0.3
YAL001C,0.3
YNL173C,0.3
YJR156C,0.3
YBL023C,0.3
YDR273W,0.3
YMR060C,0.3
YBL088C,0.3
YJL131C,0.3
YDR315C,0.3
YJR050W,0.3
YNL227C,0.3
YPR167C,0.3
YDL077C,0.3
YOL135C,0.3
YBR193C,0.3
YPR186C,0.3
YAL010C,0.3
YOL105C,0.3
YNL234W,0.3
YML104C,0.3
YLL060C,0.3
YJR021C,0.3
YDR164C,0.3
YGL083W,0.3
YGL125W,0.3
YLR010C,0.3
YNL245C,0.3
YDR249C,0.3
YPR161C,0.3
YPL140C,0.3
YNL201C,0.3
YDR495C,0.3
YGR100W,0.3
YJR012C,0.3
YDR220C,0.3
YDR219C,0.3
YDR213W,0.3
YGL143C,0.3
YLR040C,0.3
YDR200C,0.3
YER142C,0.3
YJR004C,0.3
YNL299W,0.3
YKR050W,0.3
YJL118W,0.3
YDR205W,0.3
YKL079W,0.3
YPL083C,0.3
YLR417W,0.3
YKL061W,0.3
YLL038C,0.3
YNL198C,0.3
YKL044W,0.3
YKR077W,0.3
YKL064W,0.3
YIL144W,0.3
YBR298C,0.3
YJR131W,0.3
YIL042C,0.3
YNL249C,0.3
YNL275W,0.3
YOR337W,0.3
YGL229C,0.3
YIL024C,0.3
YDR181C,0.3
YDL059C,0.3
YJR039W,0.3
YBR057C,0.3
YMR192W,0.3
YBR094W,0.3
YNL082W,0.3
YMR185W,0.3
YDL170W,0.3
YMR163C,0.3
YJR083C,0.3
YMR162C,0.3
YNR032W,0.3
YDL210W,0.3
YJL060W,0.3
YCL044C,0.3
YDR436W,0.3
YPR018W,0.3
YJL051W,0.3
YJL003W,0.3
YMR283C,0.3
YBR156C,0.3
YCL024W,0.3
YIL095W,0.3
YLR014C,0.3
YJL049W,0.3
YML068W,0.3
YOR363C,0.3
YMR105C,0.3
YIL119C,0.3
YKR035C,0.3
YBR044C,0.3
YKL169C,0.3
YKL072W,0.3
YDL106C,0.3
YCR030C,0.3
YBR093C,0.3
YML041C,0.3
YOL001W,0.3
YMR219W,0.3
YML020W,0.3
YIR010W,0.3
YHR178W,0.3
YCR015C,0.3
YBR074W,0.3
YML034W,0.3
YLR313C,0.3
YDR169C,0.3
YGR233C,0.3
YKR086W,0.3
YJL048C,0.3
YJL203W,0.3
YGR104C,0.3
YMR086W,0.3
YOR347C,0.3
YMR030W,0.3
YCR018C,0.3
YDL105W,0.3
YKR017C,0.3
YKR011C,0.3
YMR040W,0.3
YBR259W,0.3
YCR066W,0.3
YMR066W,0.3
YER173W,0.3
YJR035W,0.3
YDR030C,0.3
YJL036W,0.3
YDL090C,0.3
YER162C,0.3
YLR032W,0.3
YBR233W,0.3
YKL201C,0.3
YMR097C,0.3
YBR081C,0.3
YLR263W,0.3
YER013W,0.3
YBR168W,0.3
YGR075C,0.3
YCL016C,0.3
YJR079W,0.3
YDL138W,0.3
YDR379W,0.3
YMR111C,0.3
YGR170W,0.3
YMR179W,0.3
YBR194W,0.3
YBR197C,0.3
YBR203W,0.3
YAL043C,0.3
YKL020C,0.3
YBR296C,0.3
YLR006C,0.3
YBR292C,0.3
YKL198C,0.3
YJL039C,0.3
YKR022C,0.3
YLR464W,0.3
YKL098W,0.3
YLR462W,0.3
YCR061W,0.3
YKL116C,0.3
YKL132C,0.3
YLR165C,0.3
YPL124W,0.3
YLR171W,0.3
YNL083W,0.3
YLR363C,0.3
YLR187W,0.3
YDL223C,0.3
YNL095C,0.3
YBL053W,0.3
YDR004W,0.3
YJL094C,0.3
YNL183C,0.3
YBL071C,0.3
YLR227C,0.3
YNL049C,0.3
YLR045C,0.3
YBL077W,0.3
YDL203C,0.3
YKL134C,0.3
YLR238W,0.3
YDL244W,0.3
YLR152C,0.3
YNL133C,0.3
YMR004W,0.3
YBL009W,0.3
YLR108C,0.3
YLR117C,0.3
YDL044C,0.3
YLR382C,0.3
YBL029W,0.3
YKL108W,0.3
YNL333W,0.3
YLR123C,0.3
YLR128W,0.3
YMR064W,0.3
YGR013W,0.3
YPR155C,0.3
YJL116C,0.3
YLR135W,0.3
YDR013W,0.3
YLR145W,0.3
YMR096W,0.3
YHR090C,0.3
YBL086C,0.3
YLR246W,0.3
YLR247C,0.3
YMR291W,0.3
YBL005W,0.3
YDR113C,0.3
YCR105W,0.3
YNL126W,0.3
YDR207C,0.3
YDR103W,0.3
YCR020C,0.3
YLR067C,0.3
YBR012C,0.3
YLR425W,0.3
YKL197C,0.3
YCR086W,0.3
YLR434C,0.3
YLR440C,0.3
YDR244W,0.3
YMR262W,0.3
YLR455W,0.3
YLR456W,0.3
YGL025C,0.3
YMR265C,0.3
YMR304W,0.3
YDL033C,0.3
YLR386W,0.3
YBL089W,0.3
YLR254C,0.3
YMR016C,0.3
YNL042W,0.3
YDL156W,0.3
YJR110W,0.3
YCL008C,0.3
YDL129W,0.3
YKR045C,0.3
YLR317W,0.3
YDL113C,0.3
YIL141W,0.3
YLR324W,0.3
YKR044W,0.3
YLR339C,0.3
YMR174C,0.3
YDL159W,0.3
YDL089W,0.3
YLR368W,0.3
YBR295W,0.3
YJL084C,0.3
YBR032W,0.3
YDR387C,0.3
YOL066C,0.3
YGR040W,0.3
YJL168C,0.3
YER150W,0.3
YFR019W,0.3
YER140W,0.3
YER060W,0.3
YER060W,0.3
YER137C,0.3
YJR093C,0.3
YER032W,0.3
YDR363W,0.3
YIL131C,0.3
YER128W,0.3
YIL134W,0.3
YDR110W,0.3
YOR218C,0.3
YOR172W,0.3
YOR169C,0.3
YER093C,0.3
YER084W,0.3
YGL254W,0.3
YHR211W,0.3
YOR258W,0.3
YER175C,0.3
YER189W,0.3
YDR480W,0.3
YHR164C,0.3
YFR021W,0.3
YFR020W,0.3
YJL090C,0.3
YPR175W,0.3
YFR016C,0.3
YFR013W,0.3
YHR097C,0.3
YMR104C,0.3
YFR007W,0.3
YBL043W,0.3
YFL065C,0.3
YFL064C,0.3
YJL201W,0.3
YOR371C,0.3
YFL034W,0.3
YLR284C,0.3
YOR296W,0.3
YOR289W,0.3
YOR284W,0.3
YLR081W,0.3
YOL076W,0.3
YER078C,0.3
YOR155C,0.3
YLR289W,0.3
YOR013W,0.3
YEL029C,0.3
YGL003C,0.3
YMR284W,0.3
YOL164W,0.3
YDL205C,0.3
YDL013W,0.3
YOL161C,0.3
YOR022C,0.3
YEL016C,0.3
YFR025C,0.3
YHR186C,0.3
YEL004W,0.3
YOL138C,0.3
YJR147W,0.3
YOL107W,0.3
YOL106W,0.3
YOL100W,0.3
YDR138W,0.3
YBL008W,0.3
YEL068C,0.3
YHR168W,0.3
YEL075C,0.3
YOR152C,0.3
YOR129C,0.3
YER067W,0.3
YOR120W,0.3
YOR110W,0.3
YJR040W,0.3
YHR061C,0.3
YOR102W,0.3
YER041W,0.3
YDR096W,0.3
YER037W,0.3
YKR058W,0.3
YJL137C,0.3
YOR040W,0.3
YHR150W,0.3
YOR071C,0.3
YOR062C,0.3
YOR060C,0.3
YHR151C,0.3
YEL076C,0.3
YEL076C,0.3
YER077C,0.3
YLR207W,0.3
YGR092W,0.3
YPL067C,0.3
YGR142W,0.3
YPR126C,0.3
YMR042W,0.3
YDR173C,0.3
YPR121W,0.3
YPR117W,0.3
YGR127W,0.3
YGR122W,0.3
YOR058C,0.3
YJL024C,0.3
YDL197C,0.3
YPR091C,0.3
YPR085C,0.3
YOR113W,0.3
YPR042C,0.3
YPL255W,0.3
YJL095W,0.3
YDR375C,0.3
YGR050C,0.3
YPR031W,0.3
YJL170C,0.3
YGR154C,0.3
YGR156W,0.3
YHL019C,0.3
YHL010C,0.3
YJR127C,0.3
YDR285W,0.3
YGR271W,0.3
YML109W,0.3
YMR273C,0.3
YJL139C,0.3
YAL054C,0.3
YOR162C,0.3
YER170W,0.3
YGR237C,0.3
YFL055W,0.3
YPR194C,0.3
YNL148C,0.3
YGR201C,0.3
YFL050C,0.3
YGR196C,0.3
YOR249C,0.3
YPR154W,0.3
YBL037W,0.3
YGR169C,0.3
YJL031C,0.3
YJL005W,0.3
YGR042W,0.3
YHR033W,0.3
YLR133W,0.3
YGL136C,0.3
YGL131C,0.3
YGL128C,0.3
YGL124C,0.3
YLR433C,0.3
YOL096C,0.3
YPL156C,0.3
YPL150W,0.3
YPL193W,0.3
YGL102C,0.3
YGL072C,0.3
YNR010W,0.3
YHR075C,0.3
YGL064C,0.3
YLR411W,0.3
YPL099C,0.3
YNL286W,0.3
YPL080C,0.3
YPL072W,0.3
YPL133C,0.3
YGL168W,0.3
YGL174W,0.3
YDL017W,0.3
YNR058W,0.3
YGR021W,0.3
YPR003C,0.3
YGR015C,0.3
YMR055C,0.3
YLR353W,0.3
YGR041W,0.3
YDR423C,0.3
YPL282C,0.3
YPL278C,0.3
YGR140W,0.3
YGL250W,0.3
YDL069C,0.3
YDR197W,0.3
YKL208W,0.3
YGL236C,0.3
YPL247C,0.3
YHR166C,0.3
YPL236C,0.3
YCR094W,0.3
YGL179C,0.3
YPR011C,0.3
YDR506C,0.3
YDR183W,0.3
YHR079C,0.3
YBR072W,0.3
YHR198C,0.3
YNR051C,0.3
YDR482C,0.3
YNL106C,0.3
YOR126C,0.3
YLL002W,0.3
YDR444W,0.3
YOL055C,0.3
YOL078W,0.3
YDR485C,0.3
YNR068C,0.3
YDR415C,0.3
YPR141C,0.3
YBL063W,0.3
YOL053W,0.3
YMR065W,0.3
YDR438W,0.3
YCR021C,0.3
YDR123C,0.3
YPL155C,0.3
YOL065C,0.3
YOR025W,0.3
YKL217W,0.3
YDR499W,0.3
YAL011W,0.4
YAL017W,0.4
YAL031C,0.4
YPL148C,0.4
YBR037C,0.4
YCL042W,0.4
YPR025C,0.4
YKL011C,0.4
YER147C,0.4
YLR015W,0.4
YGR217W,0.4
YIL128W,0.4
YGL241W,0.4
YJL141C,0.4
YDR270W,0.4
YMR166C,0.4
YDL045C,0.4
YCR014C,0.4
YLR007W,0.4
YER168C,0.4
YCR019W,0.4
YJL142C,0.4
YJL073W,0.4
YHL004W,0.4
YPL258C,0.4
YDR362C,0.4
YOR216C,0.4
YBR055C,0.4
YDL030W,0.4
YOL028C,0.4
YGL188C,0.4
YLR046C,0.4
YMR119W,0.4
YMR115W,0.4
YDR320C,0.4
YGL185C,0.4
YJL194W,0.4
YPL046C,0.4
YBR281C,0.4
YOR292C,0.4
YOR252W,0.4
YDR470C,0.4
YMR268C,0.4
YJL076W,0.4
YIL001W,0.4
YJL009W,0.4
YER166W,0.4
YMR127C,0.4
YMR140W,0.4
YDR243C,0.4
YOR074C,0.4
YAL041W,0.4
YLR033W,0.4
YDR473C,0.4
YGR247W,0.4
YBL084C,0.4
YFR030W,0.4
YNL273W,0.4
YPR135W,0.4
YER132C,0.4
YOR227W,0.4
YOL045W,0.4
YDR080W,0.4
YMR250W,0.4
YNL254C,0.4
YER093C,0.4
YMR253C,0.4
YKR036C,0.4
YOR211C,0.4
YIR001C,0.4
YLR396C,0.4
YPL120W,0.4
YLR321C,0.4
YLL003W,0.4
YGR011W,0.4
YDR282C,0.4
YNR006W,0.4
YMR026C,0.4
YDR428C,0.4
YLR319C,0.4
YPL069C,0.4
YFL025C,0.4
YFL021W,0.4
YER172C,0.4
YJR034W,0.4
YKL089W,0.4
YER068W,0.4
YMR227C,0.4
YDR422C,0.4
YMR257C,0.4
YFL029C,0.4
YNL278W,0.4
YGR010W,0.4
YIR007W,0.4
YMR181C,0.4
YCL073C,0.4
YPL267W,0.4
YJL155C,0.4
