Systematic Name,mRNA Level_D3
YJR135C,0.3
YBR179C,0.3
YDR126W,0.3
YMR139W,0.3
YBR136W,0.3
YJL106W,0.3
YNL266W,0.3
YDR042C,0.3
YJR021C,0.3
YDL228C,0.3
YDL216C,0.3
YMR052W,0.3
YER077C,0.3
YGR110W,0.3
YBR157C,0.3
YOL100W,0.3
YPL171C,0.3
YOR135C,0.3
YBR131W,0.3
YER129W,0.3
YBR128C,0.3
YFR017C,0.3
YGR205W,0.3
YDL248W,0.3
YDR356W,0.3
YOR223W,0.3
YMR084W,0.3
YBR030W,0.3
YCR020C,0.3
YBL077W,0.3
YIL146C,0.3
YDL106C,0.3
YAR069C,0.3
YPL249C,0.3
YOR386W,0.3
YAR031W,0.3
YMR085W,0.3
YBR168W,0.3
YBR150C,0.3
YLR457C,0.3
YMR204C,0.3
YBR280C,0.3
YGR126W,0.3
YHR090C,0.3
YNR073C,0.3
YPR061C,0.3
YPR045C,0.3
YOR146W,0.3
YPR040W,0.3
YDR371W,0.3
YMR181C,0.3
YFR035C,0.3
YMR155W,0.3
YOL117W,0.3
YPL174C,0.3
YBR190W,0.3
YPL018W,0.4
YLR450W,0.4
YJR138W,0.4
YOL013C,0.4
YJR155W,0.4
YCR054C,0.4
YKR078W,0.4
YPL116W,0.4
YER040W,0.4
YKL103C,0.4
YAL062W,0.4
YPR005C,0.4
YOR070C,0.4
YJR146W,0.4
YMR094W,0.4
YPL077C,0.4
YLR136C,0.4
YDR151C,0.4
YNR068C,0.4
YOR237W,0.4
YNR010W,0.4
YOL065C,0.4
YNR071C,0.4
YKL083W,0.4
YOL157C,0.4
YNL009W,0.4
YFR030W,0.4
YLR260W,0.4
YLR270W,0.4
YOR388C,0.4
YDR076W,0.4
YLR320W,0.4
YOR114W,0.4
YMR210W,0.4
YER171W,0.4
YBL019W,0.4
YBR114W,0.4
YIR009W,0.4
YOR152C,0.4
YDR150W,0.4
YLR339C,0.4
YBR295W,0.4
YLR425W,0.4
YLR444C,0.4
YNL074C,0.4
YOR227W,0.4
YOR180C,0.4
YJR153W,0.4
YEL062W,0.4
YKR104W,0.4
YCR092C,0.4
YPR047W,0.4
YOR049C,0.4
YDR439W,0.4
YAL024C,0.4
YNL143C,0.4
YJL013C,0.4
YLR070C,0.4
YJL005W,0.4
YMR232W,0.4
YIR028W,0.4
YLR230W,0.4
YLR288C,0.4
YOL152W,0.4
YKL220C,0.4
YNL277W,0.4
YMR320W,0.4
YHR211W,0.4
YAR050W,0.4
YFL033C,0.4
YMR154C,0.4
YNL293W,0.4
YGR070W,0.4
YJR129C,0.4
YBL066C,0.4
YHR104W,0.4
YAR019C,0.4
YIL172C,0.4
YDR247W,0.4
YIR020C,0.4
YPL282C,0.4
YDR219C,0.4
YPL164C,0.4
YBR156C,0.4
YJL035C,0.4
YGR153W,0.4
YFL011W,0.4
YER084W,0.4
YJL058C,0.4
YJL060W,0.4
YDR179C,0.4
YBR203W,0.4
YGL144C,0.4
YBR214W,0.4
YDR104C,0.4
YJL070C,0.4
YPL175W,0.4
YOR313C,0.4
YNL204C,0.4
YPR042C,0.4
YLR098C,0.4
YIL166C,0.4
YIL084C,0.4
YPL272C,0.4
YGL156W,0.4
YDR386W,0.4
YDR409W,0.4
YGL096W,0.4
YGL098W,0.4
YDR332W,0.4
YHL009C,0.4
YDR327W,0.4
YDR259C,0.4
YAR053W,0.4
YIL159W,0.4
YDR421W,0.4
YDL170W,0.4
YPR049C,0.4
YDR059C,0.4
YGR287C,0.4
YHR171W,0.4
YHR176W,0.4
YAR035W,0.4
YDL069C,0.4
YPL261C,0.4
YPL192C,0.4
YGL072C,0.4
YLR178C,0.4
YIL120W,0.4
YBL094C,0.4
YNL014W,0.4
YLR306W,0.4
YBR239C,0.4
YGL131C,0.4
YJL160C,0.4
YJR087W,0.4
YPR101W,0.4
YGL250W,0.4
YJL132W,0.4
YDL244W,0.4
YFL042C,0.4
YFR022W,0.4
YDL175C,0.4
YGR112W,0.4
YDL211C,0.4
YGR042W,0.4
YJL149W,0.4
YPR050C,0.4
YKR101W,0.4
YER185W,0.4
YPL114W,0.4
YJL169W,0.4
YGR064W,0.4
YDL183C,0.4
YGR025W,0.4
YDL041W,0.4
YCL063W,0.4
YJL185C,0.4
YCL016C,0.4
YDL152W,0.4
YEL061C,0.4
YMR198W,0.4
YDR022C,0.4
YCL024W,0.4
YJR095W,0.4
YGR131W,0.4
YCL038C,0.4
YER139C,0.4
YJL083W,0.4
YOR349W,0.4
YMR036C,0.5
YGR239C,0.5
YDR326C,0.5
YDR244W,0.5
YDR380W,0.5
YKL092C,0.5
YFL050C,0.5
YBL060W,0.5
YLR014C,0.5
YML041C,0.5
YMR253C,0.5
YDL091C,0.5
YOL001W,0.5
YMR304W,0.5
YPR093C,0.5
YMR316W,0.5
YPR167C,0.5
YCR105W,0.5
YML037C,0.5
YLR273C,0.5
YDL033C,0.5
YOR350C,0.5
YGR278W,0.5
YLR318W,0.5
YKL197C,0.5
YIL136W,0.5
YHL036W,0.5
YDR192C,0.5
YGR150C,0.5
YMR004W,0.5
YBR180W,0.5
YOR193W,0.5
YDR495C,0.5
YMR163C,0.5
YJL102W,0.5
YBR216C,0.5
YMR207C,0.5
YHL019C,0.5
YGR134W,0.5
YBR194W,0.5
YOR242C,0.5
YGL199C,0.5
YDR488C,0.5
YNL144C,0.5
YCR027C,0.5
YDL107W,0.5
YJL221C,0.5
YMR075W,0.5
YGR219W,0.5
YGR156W,0.5
YBR032W,0.5
YPL219W,0.5
YDL127W,0.5
YPL278C,0.5
YBR047W,0.5
YDR220C,0.5
YCL052C,0.5
YMR287C,0.5
YPR179C,0.5
YPR175W,0.5
YJL049W,0.5
YLR313C,0.5
YPL142C,0.5
YLL060C,0.5
YPL008W,0.5
YNR047W,0.5
YPL150W,0.5
YOL141W,0.5
YOR037W,0.5
YGL194C,0.5
YBR081C,0.5
YLR123C,0.5
YAL054C,0.5
YLR151C,0.5
YER104W,0.5
YOR389W,0.5
YLR161W,0.5
YGL061C,0.5
YOR003W,0.5
YFR045W,0.5
YHR016C,0.5
YGR092W,0.5
YJL099W,0.5
YCR073C,0.5
YLL007C,0.5
YHR172W,0.5
YJR115W,0.5
YMR127C,0.5
YJR089W,0.5
YFL049W,0.5
YDR166C,0.5
YMR284W,0.5
YPR055W,0.5
YJR046W,0.5
YJR012C,0.5
YOL067C,0.5
YJL206C,0.5
YDL013W,0.5
YOL017W,0.5
YDR285W,0.5
YKL136W,0.5
YMR165C,0.5
YBL106C,0.5
YJL119C,0.5
YMR096W,0.5
YNL237W,0.5
YKR073C,0.5
YNR059W,0.5
YDR258C,0.5
YOR102W,0.5
YDR103W,0.5
YGL075C,0.5
YCR066W,0.5
YOR368W,0.5
YOR308C,0.5
YER067W,0.5
YIL150C,0.5
YHR114W,0.5
YNL224C,0.5
YNL223W,0.5
YMR167W,0.5
YMR271C,0.5
YMR065W,0.5
YGL081W,0.5
YOR012W,0.5
YHR067W,0.5
YLR423C,0.5
YLR424W,0.5
YIL095W,0.5
YPL045W,0.5
YLR434C,0.5
YDR387C,0.5
YDR458C,0.5
YIL077C,0.5
YNL242W,0.5
YNL337W,0.5
YNL311C,0.5
YGL041C,0.5
YDL159W,0.5
YCL008C,0.5
YDR195W,0.5
YLR092W,0.5
YLR252W,0.5
YLR263W,0.5
YGL042C,0.5
YIR025W,0.5
YOR353C,0.5
YGL163C,0.5
YEL057C,0.6
YLR163C,0.6
YGL104C,0.6
YDR467C,0.6
YDR205W,0.6
YGL124C,0.6
YFL064C,0.6
YFR003C,0.6
YOL025W,0.6
YLR289W,0.6
YOL087C,0.6
YLL002W,0.6
YKL101W,0.6
YGL125W,0.6
YKR069W,0.6
YDL206W,0.6
YDR485C,0.6
YDR499W,0.6
YER065C,0.6
YGL188C,0.6
YBR193C,0.6
YNL146W,0.6
YDR138W,0.6
YOL036W,0.6
YDR131C,0.6
YER140W,0.6
YDR065W,0.6
YFR026C,0.6
YDR202C,0.6
YER158C,0.6
YER175C,0.6
YNL170W,0.6
YDR438W,0.6
YPR164W,0.6
YLL041C,0.6
YLL006W,0.6
YJL051W,0.6
YLR171W,0.6
YJL046W,0.6
YJL036W,0.6
YOR018W,0.6
YLR362W,0.6
YOR219C,0.6
YLR045C,0.6
YIR003W,0.6
YIL173W,0.6
YLR159W,0.6
YDR379W,0.6
YIL151C,0.6
YLR283W,0.6
YDR350C,0.6
YDL059C,0.6
YNL332W,0.6
YER162C,0.6
YGL049C,0.6
YIL024C,0.6
YHR186C,0.6
YGR080W,0.6
YLR271W,0.6
YLR135W,0.6
YLR055C,0.6
YLR101C,0.6
YJR114W,0.6
YDR351W,0.6
YGL229C,0.6
YER008C,0.6
YFR040W,0.6
YJR004C,0.6
YLR430W,0.6
YKL095W,0.6
YDR227W,0.6
YKL044W,0.6
YKL055C,0.6
YLR086W,0.6
YKL090W,0.6
YKL116C,0.6
YJL135W,0.6
YKL222C,0.6
YJL094C,0.6
YKR035C,0.6
YKR040C,0.6
YKR051W,0.6
YNL126W,0.6
YLL062C,0.6
YLR042C,0.6
YLR376C,0.6
YER075C,0.6
YAL043C,0.6
YEL021W,0.6
YNL183C,0.6
YBR170C,0.6
YMR156C,0.6
YMR160W,0.6
YLR363C,0.6
YPL124W,0.6
YMR064W,0.6
YBR259W,0.6
YGR120C,0.6
YLR382C,0.6
YCL061C,0.6
YMR219W,0.6
YDR268W,0.6
YGR096W,0.6
YKL194C,0.6
YMR164C,0.6
YGR058W,0.6
YCR061W,0.6
YCR086W,0.6
YMR262W,0.6
YGL143C,0.6
YNL249C,0.6
YKL064W,0.6
YMR132C,0.6
YGR002C,0.6
YPR075C,0.6
YMR097C,0.6
YLR394W,0.6
YLR422W,0.6
YHR033W,0.6
YLR440C,0.6
YNR006W,0.6
YLR454W,0.6
YDR436W,0.6
YLR417W,0.6
YAL002W,0.6
YPL188W,0.6
YAL017W,0.6
YAL037W,0.6
YML059C,0.6
YPL036W,0.6
YML068W,0.6
YOR363C,0.6
YBL010C,0.6
YML131W,0.6
YMR030W,0.6
YMR034C,0.6
YMR231W,0.6
YGR215W,0.6
YGR179C,0.6
YMR117C,0.6
YBR012C,0.6
YFR007W,0.6
YKL173W,0.6
YPL071C,0.6
YPR153W,0.6
YFL029C,0.6
YOR076C,0.6
YLR102C,0.6
YKR076W,0.6
YDR423C,0.6
YOR011W,0.6
YOR275C,0.6
YGR256W,0.6
YNL286W,0.6
YER172C,0.6
YOL137W,0.6
YPR117W,0.6
YOR394W,0.6
YNL314W,0.6
YOL154W,0.6
YPR013C,0.6
YER032W,0.6
YPR122W,0.6
YOR113W,0.6
YOR331C,0.6
YGL017W,0.6
YPL072W,0.6
YER101C,0.6
YOR372C,0.6
YPR081C,0.6
YNL020C,0.6
YOR295W,0.6
YPL260W,0.6
YNR058W,0.6
YBR211C,0.6
YOL095C,0.6
YJR106W,0.6
YPL156C,0.6
YLR233C,0.6
YPL113C,0.6
YGR217W,0.6
YJL168C,0.6
YOL016C,0.6
YOR155C,0.6
YKL208W,0.7
YBL053W,0.7
YPR032W,0.7
YBL051C,0.7
YDR160W,0.7
YDR169C,0.7
YNL106C,0.7
YLR165C,0.7
YCL032W,0.7
YLR128W,0.7
YOL081W,0.7
YLR117C,0.7
YHL010C,0.7
YLR112W,0.7
YLR087C,0.7
YBL084C,0.7
YDL194W,0.7
YOR385W,0.7
YJL009W,0.7
YDL240W,0.7
YNL297C,0.7
YKL020C,0.7
YGR104C,0.7
YNL136W,0.7
YJL100W,0.7
YKR031C,0.7
YPR003C,0.7
YDL028C,0.7
YGL154C,0.7
YMR234W,0.7
YJL095W,0.7
YLR246W,0.7
YOR127W,0.7
YPL161C,0.7
YOL066C,0.7
YBR007C,0.7
YJL039C,0.7
YBL089W,0.7
YBL086C,0.7
YPL133C,0.7
YBR071W,0.7
YPR106W,0.7
YLR040C,0.7
YGL254W,0.7
YDR207C,0.7
YOR087W,0.7
YHR105W,0.7
YOR077W,0.7
YPR186C,0.7
YJR156C,0.7
YEL012W,0.7
YIL087C,0.7
YPL213W,0.7
YDL142C,0.7
YPR066W,0.7
YNL328C,0.7
YGR140W,0.7
YKR050W,0.7
YPL080C,0.7
YJR066W,0.7
YDR143C,0.7
YIL042C,0.7
YDR164C,0.7
YGL197W,0.7
YOR216C,0.7
YOR307C,0.7
YHR100C,0.7
YNL083W,0.7
YFL025C,0.7
YBL023C,0.7
YAR042W,0.7
YJL073W,0.7
YLL049W,0.7
YOL105C,0.7
YPL041C,0.7
YOR211C,0.7
YLR396C,0.7
YKL098W,0.7
YPL120W,0.7
YNL167C,0.7
YHL044W,0.7
YOR132W,0.7
YKR075C,0.7
YKR064W,0.7
YLR317W,0.7
YPL236C,0.7
YGR129W,0.7
YKL123W,0.7
YIR033W,0.7
YOR324C,0.7
YLR414C,0.7
YKR004C,0.7
YOR036W,0.7
YDR289C,0.7
YNR045W,0.7
YOR105W,0.7
YDR279W,0.7
YGR133W,0.7
YOL106W,0.7
YDR262W,0.7
YDR249C,0.7
YDR530C,0.7
YCR028C,0.7
YBR217W,0.7
YOR258W,0.7
YDR200C,0.7
YGL133W,0.7
YBL037W,0.7
YDR130C,0.7
YGL174W,0.7
YCR089W,0.7
YOR334W,0.7
YPL148C,0.7
YDR014W,0.7
YDR209C,0.7
YDR013W,0.7
YDR383C,0.7
YFL055W,0.7
YMR056C,0.7
YFL065C,0.7
YFL054C,0.7
YFL047W,0.7
YFL034W,0.7
YER188W,0.7
YJL116C,0.7
YFR021W,0.7
YMR185W,0.7
YMR178W,0.7
YDR391C,0.7
YMR140W,0.7
YPL076W,0.7
YEL075C,0.7
YDR277C,0.7
YJL110C,0.7
YER007W,0.7
YMR174C,0.7
YER170W,0.7
YFL020C,0.7
YGL057C,0.7
YBL005W,0.7
YJR062C,0.7
YPR126C,0.7
YAL047C,0.7
YOL159C,0.7
YDL119C,0.7
YGR015C,0.7
YBR255W,0.7
YFR008W,0.7
YOL058W,0.7
YGR130C,0.7
YJL024C,0.7
YBR237W,0.7
YBR272C,0.7
YOL150C,0.7
YDR096W,0.7
YLR368W,0.7
YMR265C,0.7
YNL331C,0.7
YCL073C,0.7
YLR324W,0.7
YDL197C,0.7
YPR085C,0.7
YER013W,0.7
YBR233W,0.7
YER173W,0.7
YOR289W,0.7
YJR006W,0.7
YDR419W,0.7
YDL101C,0.7
YPR121W,0.7
YLR408C,0.7
YAL015C,0.8
YGL208W,0.8
YLR007W,0.8
YJL199C,0.8
YJL204C,0.8
YBR060C,0.8
YLR251W,0.8
YMR115W,0.8
YML057W,0.8
YLR349W,0.8
YMR124W,0.8
YLR346C,0.8
YJL142C,0.8
YLR139C,0.8
YJR093C,0.8
YPR155C,0.8
YJL118W,0.8
YCR019W,0.8
YGR207C,0.8
YNL115C,0.8
YPL167C,0.8
YDR363W,0.8
YLR356W,0.8
YJL162C,0.8
YFL008W,0.8
YDL105W,0.8
YMR136W,0.8
YMR173W,0.8
YOR290C,0.8
YPL107W,0.8
YIL013C,0.8
YLR227C,0.8
YLR410W,0.8
YLL051C,0.8
YKL151C,0.8
YML112W,0.8
YPL055C,0.8
YPL140C,0.8
YNL082W,0.8
YIL119C,0.8
YBL043W,0.8
YKR106W,0.8
YGR091W,0.8
YNR032W,0.8
YML091C,0.8
YJL203W,0.8
YLR464W,0.8
YMR258C,0.8
YKL089W,0.8
YLR189C,0.8
YLR190W,0.8
YKL061W,0.8
YOR080W,0.8
YMR087W,0.8
YJR083C,0.8
YOR110W,0.8
YOR225W,0.8
YGR202C,0.8
YMR291W,0.8
YER060W,0.8
YOL135C,0.8
YDR204W,0.8
YMR066W,0.8
YDR113C,0.8
YFR029W,0.8
YJR154W,0.8
YNL073W,0.8
YOR208W,0.8
YMR257C,0.8
YLR194C,0.8
YKL198C,0.8
YOR371C,0.8
YLR032W,0.8
YDL045C,0.8
YGR201C,0.8
YNL253W,0.8
YDR066C,0.8
YGL179C,0.8
YDR420W,0.8
YGL168W,0.8
YNL245C,0.8
YGL140C,0.8
YER180C,0.8
YPL040C,0.8
YAL031C,0.8
YKL217W,0.8
YOR249C,0.8
YIL101C,0.8
YDR080W,0.8
YOL165C,0.8
YLR240W,0.8
YPR141C,0.8
YBR097W,0.8
YOL045W,0.8
YHR022C,0.8
YPL253C,0.8
YGL093W,0.8
YNL054W,0.8
YPL233W,0.8
YDR444W,0.8
YBL064C,0.8
YHR097C,0.8
YBL071C,0.8
YGL193C,0.8
YPR091C,0.8
YLR242C,0.8
YNR014W,0.8
YCL042W,0.8
YBR292C,0.8
YOR377W,0.8
YDL156W,0.8
YBR227C,0.8
YBR215W,0.8
YBR197C,0.8
YBR183W,0.8
YNR019W,0.8
YPR068C,0.8
YJL214W,0.8
YOR126C,0.8
YDL193W,0.8
YNL279W,0.8
YBR094W,0.8
YNR051C,0.8
YPL241C,0.8
YGL223C,0.8
YBR044C,0.8
YJL057C,0.8
YBR013C,0.8
YGR237C,0.8
YJR040W,0.8
YDR453C,0.8
YDR288W,0.8
YDL210W,0.8
YOL072W,0.8
YOL075C,0.8
YOR053W,0.8
YGL036W,0.8
YIL108W,0.8
YIL112W,0.8
YLR182W,0.8
YDL044C,0.8
YIL169C,0.8
YOL082W,0.8
YNL159C,0.8
YPR107C,0.8
YDR054C,0.8
YOR059C,0.8
YHR178W,0.8
YCR093W,0.8
YML109W,0.8
YPL162C,0.8
YJL194W,0.8
YFR016C,0.8
YDL017W,0.8
YJR047C,0.8
YJL165C,0.8
YPL184C,0.8
YDR520C,0.8
YDR490C,0.8
YCR042C,0.8
YHR198C,0.8
YIL003W,0.8
YGL237C,0.8
YHR150W,0.8
YHR151C,0.8
YGR184C,0.8
YDR074W,0.8
YGR075C,0.9
YIL164C,0.9
YKL025C,0.9
YDR338C,0.9
YGL065C,0.9
YGL241W,0.9
YMR273C,0.9
YDR315C,0.9
YER157W,0.9
YOR147W,0.9
YDL180W,0.9
YIL050W,0.9
YER182W,0.9
YDL115C,0.9
YJR127C,0.9
YDL109C,0.9
YNL148C,0.9
YER189W,0.9
YPR203W,0.9
YGL064C,0.9
YJL090C,0.9
YOR221C,0.9
YOR292C,0.9
YGL236C,0.9
YOR218C,0.9
YGL128C,0.9
YKL043W,0.9
YEL004W,0.9
YDR183W,0.9
YER132C,0.9
YDR142C,0.9
YPR162C,0.9
YGL047W,0.9
YML020W,0.9
YEL016C,0.9
YOR169C,0.9
YGL185C,0.9
YDR524C,0.9
YEL023C,0.9
YDR486C,0.9
YOR284W,0.9
YGL117W,0.9
YDR057W,0.9
YLR462W,0.9
YER093C,0.9
YER119C,0.9
YDR206W,0.9
YPR084W,0.9
YKR086W,0.9
YPR079W,0.9
YLR119W,0.9
YLR373C,0.9
YIL036W,0.9
YOL018C,0.9
YPL099C,0.9
YKL193C,0.9
YDR197W,0.9
YHR117W,0.9
YJR151C,0.9
YHR134W,0.9
YGR048W,0.9
YKL010C,0.9
YKL033W,0.9
YPL003W,0.9
YGR072W,0.9
YJR122W,0.9
YKL105C,0.9
YKL111C,0.9
YKL201C,0.9
YJR078W,0.9
YMR078C,0.9
YPL103C,0.9
YPL196W,0.9
YJL108C,0.9
YJL019W,0.9
YIL061C,0.9
YNL334C,0.9
YJL003W,0.9
YJL131C,0.9
YDR073W,0.9
YIL031W,0.9
YIR036C,0.9
YIR010W,0.9
YBL034C,0.9
YFR014C,0.9
YIL141W,0.9
YOR337W,0.9
YPR161C,0.9
YPL193W,0.9
YPL083C,0.9
YPR025C,0.9
YLR386W,0.9
YKR022C,0.9
YKR067W,0.9
YBR053C,0.9
YER143W,0.9
YIL139C,0.9
YDR375C,0.9
YOL076W,0.9
YBR050C,0.9
YBR161W,0.9
YIL049W,0.9
YOR030W,0.9
YDR004W,0.9
YPR044C,0.9
YDR030C,0.9
YBR231C,0.9
YHR164C,0.9
YNL059C,0.9
YHR216W,0.9
YCR079W,0.9
YLR245C,0.9
YDL077C,0.9
YCL029C,0.9
YLR219W,0.9
YLR411W,0.9
YLR353W,0.9
YGL166W,0.9
YLL053C,0.9
YLL058W,0.9
YJL141C,0.9
YPL069C,0.9
YHL006C,0.9
YPL084W,0.9
YPL238C,0.9
YAR066W,0.9
YLR152C,0.9
YPL250C,0.9
YLR168C,0.9
YBL009W,0.9
YBL029W,0.9
YNL072W,0.9
YMR283C,0.9
YPL016W,0.9
YDL035C,0.9
YOR090C,0.9
YNL047C,0.9
YMR252C,0.9
YNL008C,0.9
YJL137C,0.9
YPL242C,0.9
YNL274C,0.9
YGR100W,0.9
YNL278W,0.9
YLR439W,0.9
YOR060C,0.9
YNL227C,0.9
YER142C,0.9
YNR049C,0.9
YOL034W,0.9
YNL275W,0.9
YDR123C,0.9
YKR063C,0.9
YOR044W,0.9
YPL270W,0.9
YLR116W,0.9
YDR283C,0.9
YNL176C,0.9
YOL155C,0.9
YHR120W,0.9
YOL107W,0.9
YBR213W,0.9
YCR039C,0.9
YPR134W,0.9
YNL011C,0.9
YMR281W,0.9
YNL187W,0.9
YMR255W,0.9
YOR025W,0.9
YOL048C,0.9
YIL026C,0.9
YJR090C,0.9
YBL008W,0.9
YGR144W,0.9
YOR093C,0.9
YNR008W,0.9
YDR506C,1.0
YJL031C,1.0
YLR433C,1.0
YHR038W,1.0
YGR003W,1.0
YCR071C,1.0
YDR393W,1.0
YGL121C,1.0
YIL134W,1.0
YMR282C,1.0
YCR065W,1.0
YOR250C,1.0
YML025C,1.0
YDR422C,1.0
YDR489W,1.0
YGL201C,1.0
YKL108W,1.0
YOR075W,1.0
YLR442C,1.0
YBR130C,1.0
YDR469W,1.0
YPR189W,1.0
YPL075W,1.0
YML013W,1.0
YPL155C,1.0
YDR020C,1.0
YOR374W,1.0
YGR111W,1.0
YDR287W,1.0
YKL141W,1.0
YKL148C,1.0
YBR301W,1.0
YJR092W,1.0
YHL030W,1.0
YDL009C,1.0
YER123W,1.0
YKR095W,1.0
YLR299W,1.0
YML117W,1.0
YLR193C,1.0
YOR040W,1.0
YML111W,1.0
YGR194C,1.0
YMR055C,1.0
YAL011W,1.0
YHR079C,1.0
YOL164W,1.0
YBR290W,1.0
YDR319C,1.0
YPR174C,1.0
YBL046W,1.0
YML049C,1.0
YOR013W,1.0
YDL104C,1.0
YLL003W,1.0
YML104C,1.0
YMR193W,1.0
YBR204C,1.0
YOR107W,1.0
