Systematic Name,mRNA Half-life
YER122C,9.233698681
YGL154C,9.24948319
YLR097C,9.257968623
YDL210W,9.262284891
YLR229C,9.262950471
YDL083C,9.264709343
YOR327C,9.268993164
YBR057C,9.278635722
YOR057W,9.282517647
YBL039C,9.289242807
YMR049C,9.290620294
YNR006W,9.292472742
YNL005C,9.299696825
YNR041C,9.305206801
YOL077W-A,9.306941821
YLR143W,9.326671086
YBR211C,9.338127046
YBL071W-A,9.338190301
YML098W,9.339451728
YOR251C,9.342354488
YJR006W,9.342888035
YDR434W,9.351926173
YOR035C,9.356218945
YER086W,9.35809837
YPL118W,9.359569627
YGL220W,9.361845959
YDR174W,9.376969369
YMR164C,9.378058202
YDL097C,9.381236075
YFL027C,9.386142856
YMR179W,9.402258611
YLR378C,9.432033328
YFR042W,9.439465086
YNL056W,9.450949204
YNL214W,9.451549825
YBR106W,9.452409621
YIL112W,9.454804516
YHL022C,9.456761129
YAR031W,9.460373641
YER087W,9.460666602
YJL158C,9.463073728
YCR002C,9.463423301
YIL007C,9.464438994
YNR074C,9.469171815
YEL038W,9.477463182
YPL095C,9.48025832
YNR060W,9.486766536
YER154W,9.494004189
YPR062W,9.496308763
YKL034W,9.498328352
YCR105W,9.523890091
YMR284W,9.53145907
YJL166W,9.538660152
YOR216C,9.544306996
YOR384W,9.553918116
YKL190W,9.569785851
YEL003W,9.612045366
YMR139W,9.614191936
YPR133W-A,9.62581035
YPR106W,9.64201641
YJL115W,9.642099269
YJL030W,9.662313433
YPR103W,9.664460975
YKL189W,9.666206652
YGL148W,9.680750957
YHL034C,9.684495563
YHR133C,9.687964859
YCL010C,9.690277133
YLR164W,9.705551694
YDL161W,9.713788059
YLL038C,9.720479365
YML015C,9.722158663
YDL142C,9.728508622
YPR072W,9.732314014
YBL015W,9.733873151
YOL052C,9.737479028
YGR054W,9.742501772
YGL054C,9.759315766
YBR235W,9.774834539
YEL012W,9.786339475
YMR067C,9.799030773
YBR253W,9.800085803
YMR014W,9.804002785
YMR071C,9.804950312
YDR292C,9.805432131
YOR204W,9.810217943
YGR097W,9.812118335
YOL053W,9.814609657
YNR018W,9.821330221
YOL086W-A,9.840935909
YLR208W,9.861047758
YAL058W,9.865770756
YJL140W,9.87529782
YDR285W,9.877139427
YER033C,9.880279016
YGL172W,9.883480295
YKR016W,9.883651121
YLR059C,9.891653
YDR197W,9.892787878
YNL238W,9.902305561
YAL046C,9.927365325
YNL131W,9.928853014
YMR203W,9.933990474
YNL072W,9.934535781
YGR200C,9.940323941
YOR211C,9.949046056
YMR255W,9.953297921
YPR118W,9.980838423
YLR192C,9.989068768
YLR436C,9.99184448
YMR184W,9.995464876
YOR180C,10.0168273
YNL052W,10.03389734
YMR004W,10.03460566
YDR276C,10.03596396
YMR178W,10.03883239
YNL100W,10.04788791
YER036C,10.05875954
YCR017C,10.0620288
YIR029W,10.07153059
YML127W,10.0739349
YOL104C,10.07723654
YHR195W,10.07970986
YER166W,10.08122754
YKL196C,10.08128235
YDR377W,10.0816801
YAL007C,10.089357
YLR256W,10.09123145
YPR040W,10.10413547
YNL257C,10.11055028
YDR100W,10.11611485
YGL019W,10.11988024
YPL236C,10.12189656
YOL072W,10.12541412
YHR017W,10.12699213
YFR008W,10.13021761
YEL071W,10.1481969
YDR236C,10.15409895
YBR080C,10.15426408
YPL017C,10.15437779
YGL168W,10.16594124
YAR007C,10.16662119
YLR087C,10.16977482
YBR227C,10.1722936
YMR068W,10.18065408
YGL179C,10.19075523
YEL037C,10.19224084
YLR088W,10.19319321
YHR200W,10.20682435
YBR092C,10.20847625
YMR005W,10.20934772
YGL013C,10.21876619
YDR320C,10.22888379
YIL039W,10.22927458
YPL078C,10.23095984
YLR273C,10.23369713
YGL225W,10.23727853
YGR037C,10.23768307
YDL123W,10.24203579
YDL248W,10.24413803
YJR021C,10.24598081
YDL216C,10.24721325
YIL088C,10.25041167
YML058W,10.26237992
YER060W,10.27691433
YBR244W,10.27853664
YMR135C,10.28681655
YNR030W,10.29537864
YOR245C,10.29746955
YJL038C,10.30061773
YJL164C,10.30587776
YNL263C,10.307875
YML101C,10.33844017
YDR512C,10.34085102
YOR131C,10.34382372
YPL111W,10.34533203
YDR163W,10.34640256
YOR356W,10.34722877
YLL043W,10.34876643
YJR094W-A,10.35919113
YAL019W,10.36529687
YJR133W,10.36754156
YLR449W,10.37540149
YIL133C,10.37705374
YIR033W,10.37990595
YDL051W,10.3801183
YGR238C,10.38744224
YNL098C,10.39845875
YBR283C,10.40132244
YER082C,10.4032073
YOR016C,10.41765715
YOR194C,10.43250499
YCL057C-A,10.43379315
YER044C,10.44874037
YOL097C,10.45913409
YDR322C-A,10.4594294
YOR075W,10.46032136
YLR034C,10.4629185
YJR077C,10.46959029
YLR292C,10.48103842
YOR172W,10.48508562
YIL035C,10.49285676
YBR256C,10.50265451
YBL030C,10.5374427
YPL273W,10.53831189
YNL336W,10.54006977
YFL030W,10.54953675
YBL040C,10.58714722
YHR111W,10.59195865
YDR246W,10.59219627
YBL004W,10.59717652
YGL161C,10.59823583
YNL155W,10.59991495
YMR176W,10.60269567
YOR030W,10.60285053
YHR189W,10.61153506
YOR125C,10.6167599
YJL001W,10.62627934
YGL153W,10.63171026
YJL129C,10.64388501
YNL282W,10.64838012
YGL067W,10.6518999
YMR040W,10.65834392
YHR001W-A,10.6715032
YOR008C,10.67173586
YKL039W,10.69206667
YDR025W,10.73494892
YER089C,10.73850391
YDR326C,10.7468161
YER048W-A,10.74842989
YIR022W,10.75037911
YJR088C,10.77837614
YKL128C,10.78240647
YAL001C,10.79442266
YOL087C,10.80145155
YMR242C,10.82146243
YPL087W,10.82615605
YPL090C,10.83929889
YLR193C,10.84071846
YOR357C,10.84165502
YDR033W,10.85149615
YHR110W,10.8625362
YHL031C,10.86643066
YBR273C,10.87870045
YGR135W,10.8808452
YOR275C,10.8846127
YDR086C,10.88916248
YIL023C,10.90083429
YAL032C,10.91285949
YLR114C,10.92342455
YML004C,10.92648388
YDR379C-A,10.95869898
YHR060W,10.95942252
YOR380W,10.96477662
YAL063C,10.9670929
YGR263C,10.97535532
YMR220W,10.99329204
YGR207C,10.99622953
YML067C,11.00434038
YNL036W,11.0151276
YNL101W,11.02110387
YKL193C,11.02153188
YJR074W,11.03985648
YPL207W,11.04018911
YBR114W,11.04660742
YIL142W,11.05407823
YEL054C,11.06632821
YGL241W,11.08338891
YLL057C,11.08403788
YHR107C,11.08529887
YNL149C,11.09207877
YLR218C,11.09872836
YER010C,11.09878571
YBR135W,11.10241676
YKL171W,11.1122672
YDL053C,11.11239448
YER078C,11.1204728
YJL151C,11.13447997
YDR530C,11.14076667
YFR049W,11.14361755
YKL084W,11.14744427
YGL095C,11.15182974
YLR176C,11.1538247
YFR021W,11.15574455
YMR096W,11.1622886
YKL065C,11.17197897
YBR288C,11.19119007
YGL252C,11.19355136
YDR212W,11.19885848
YPR086W,11.20129279
YDR466W,11.20248197
YBL084C,11.20366457
YIL094C,11.20647475
YBR193C,11.21781459
YPL032C,11.22756992
YEL009C,11.22939194
YLR100W,11.22961508
YPR094W,11.23352928
YMR295C,11.25230476
YLR195C,11.2641275
YBR058C-A,11.27059627
YEL026W,11.28176342
YNL121C,11.28291095
YPL018W,11.29185321
YLR383W,11.30531651
YDL040C,11.30877303
YGL229C,11.3148688
YKL141W,11.3151572
YER068W,11.31930198
YCL051W,11.33110672
YDR510W,11.33586522
YOL066C,11.34014057
YDR058C,11.35272945
YHR004C,11.35730934
YJL047C,11.37116468
YOR184W,11.40443711
YJL062W-A,11.40952818
YKL028W,11.42630576
YMR094W,11.42753916
YDR063W,11.43790478
YMR020W,11.44777791
YGR206W,11.45193017
YML106W,11.45569533
YGR138C,11.46425957
YNL230C,11.4643386
YKR074W,11.49374137
YOL096C,11.49619075
YBR094W,11.50765419
YCL008C,11.52009387
YOR239W,11.52182236
YBR205W,11.54643337
YOL016C,11.55171163
YER062C,11.55346707
YNL132W,11.55379594
YGR258C,11.56262714
YPR165W,11.56498437
YDL137W,11.56933573
YJL138C,11.58800402
YKL168C,11.5885146
YKL025C,11.60722616
YJL036W,11.61210055
YMR302C,11.61303351
YPL004C,11.63330459
YIL063C,11.63967505
YPL092W,11.65679466
YPL010W,11.68413997
YPR127W,11.69842017
YER133W,11.70480312
YBL088C,11.70654909
YDR363W-A,11.73178151
YFL048C,11.74441743
YDR462W,11.74839905
YDR078C,11.7591099
YJR010C-A,11.76549267
YOR247W,11.76932475
YFL047W,11.78179296
YOR234C,11.78969574
YKL216W,11.80800631
YHR186C,11.82519249
YDL169C,11.83239832
YGL073W,11.89549901
YOL015W,11.89611284
YDL188C,11.90579153
YLR388W,11.90615243
YNL233W,11.90675621
YJL012C,11.93485601
YFR003C,11.94736745
YKL067W,11.95002444
YLR395C,11.95375554
YCL004W,11.96803946
YLR362W,11.9686832
YHL016C,11.97082999
YGL163C,11.97587651
YBR217W,11.97956723
YBR074W,11.98344628
YBR177C,12.00651099
YGL022W,12.0082503
YML129C,12.02589965
YFL005W,12.07426907
YCL047C,12.10170453
YOR256C,12.13074921
YMR035W,12.13592206
YER115C,12.14174581
YGL250W,12.14749929
YDL007W,12.15295963
YDR376W,12.15835466
YLR126C,12.17277381
YLR172C,12.1951766
YPR112C,12.21566188
YDR234W,12.23560147
YPL076W,12.24467112
YLR027C,12.27065971
YOL051W,12.27124069
YGL048C,12.2722378
YPR088C,12.28912355
YDR475C,12.29371024
YIL036W,12.30525936
YER175C,12.30867164
YJR082C,12.31658627
YJL078C,12.31948777
YOR014W,12.32744757
YIL135C,12.33281393
YOR002W,12.33854703
YOR265W,12.34093617
YIL033C,12.36209343
YOL089C,12.37414025
YKL006W,12.38847217
YOR276W,12.39128745
YJR142W,12.39338609
YBR204C,12.39417397
YOL005C,12.40073864
YDR481C,12.40602931
YHL048W,12.41004777
YGR234W,12.4379002
YDR411C,12.4428641
YKL073W,12.4475944
YNL029C,12.46470015
YGR085C,12.47379995
YLR371W,12.48930607
YOR259C,12.49311687
YGR087C,12.49449906
YNL035C,12.49857375
YLR032W,12.49909043
YCR028C-A,12.50318381
YGR253C,12.52975714
YGR086C,12.5369148
YDR423C,12.54622114
YKR013W,12.56285458
YER021W,12.57502096
YFR024C-A,12.60307494
YMR072W,12.61144068
YMR089C,12.61316586
YLR250W,12.61332443
YDR023W,12.64162918
YLR113W,12.64311854
YDL072C,12.65550324
YHR207C,12.66354619
YGL120C,12.66894684
YAL023C,12.67737404
YDL067C,12.68265374
YCL045C,12.69678082
YFL045C,12.72839102
YKL094W,12.73935832
YOR362C,12.7672083
YDR007W,12.77203105
YMR079W,12.78980014
YMR208W,12.79170587
YIR018W,12.80128652
YGL232W,12.80182667
YDR353W,12.80426096
YKL126W,12.81679674
YMR083W,12.81821667
YOL060C,12.82638105
YGL126W,12.82888788
YBR031W,12.83065396
YOR074C,12.83066841
YPL134C,12.83847713
YDR130C,12.84889226
YDL018C,12.85511035
YOL071W,12.86942685
YJL146W,12.8742374
YJR072C,12.87998827
YLR360W,12.88114654
YMR159C,12.89823572
YGR286C,12.91172195
YDL164C,12.91327529
YGR288W,12.92076833
YLR298C,12.96181574
YDL143W,12.9782153
YGL031C,12.98980156
YBL057C,13.00768839
YBR162W-A,13.00866838
YCR082W,13.01266285
YJL002C,13.02506995
YJL171C,13.04756665
YCR009C,13.04906846
YGL093W,13.06596809
YHR115C,13.07610315
YGL092W,13.09443105
YOR163W,13.09458192
YDR200C,13.09459081
YKR088C,13.10468367
YIL144W,13.11976795
YBR083W,13.13617022
YMR038C,13.14856329
YMR281W,13.14863588
YHR042W,13.15367938
YKL219W,13.15741703
YGL181W,13.16065153
YKL090W,13.17692322
YBR189W,13.18911192
YLR425W,13.19066782
YOR261C,13.19657681
YEL041W,13.19661006
YGR012W,13.21158965
YKR096W,13.21260608
YNL216W,13.21486038
YPL253C,13.22800856
YJR086W,13.24079614
YOR367W,13.27797145
YDR098C,13.27851579
YMR236W,13.28625706
YBR203W,13.28729144
YKR004C,13.3125375
YCL030C,13.33656849
YLL029W,13.33733065
YDL088C,13.36204976
YBL041W,13.37829771
YOR293W,13.37916819
YPL002C,13.38041782
YBL027W,13.39626103
YKL069W,13.42362783
YER069W,13.42943512
YJL048C,13.44410287
YBR163W,13.45135492
YCR030C,13.45191787
YPL206C,13.45261205
YOR220W,13.47000448
YKL192C,13.47919053
YBR160W,13.50110957
YOR209C,13.51698093
YOL088C,13.54099867
YIL157C,13.54649106
YER094C,13.55706419
YKL005C,13.57872527
YGL244W,13.64309929
YLL006W,13.64560869
YDR394W,13.64641771
YGR132C,13.65638506
YOR187W,13.65753523
YDR272W,13.66195609
YPL137C,13.6634283
YDR219C,13.6638503
YOR312C,13.71708289
YKL019W,13.72654304
YDR160W,13.74547182
YLR137W,13.75607348
YNL234W,13.76645594
YGR186W,13.76661727
YNL197C,13.7731899
YIL076W,13.78099803
YJR131W,13.78281631
YGR183C,13.7939772
YDR488C,13.80515618
YPL151C,13.80762248
YDR012W,13.81035962
YER093C,13.81227013
YML124C,13.81366717
YGR106C,13.8184295
YHR098C,13.82364787
YPL105C,13.83012847
YML069W,13.83327508
YIL008W,13.83578392
YLR350W,13.83939624
YDR247W,13.8476665
YDR517W,13.85752316
YKL135C,13.86542062
YGR232W,13.89382574
YDL089W,13.89462252
YPL145C,13.89570558
YJL201W,13.89885487
YEL005C,13.92961604
YHR194W,13.9391216
YFR052W,13.95019398
YCR073W-A,13.96025282
YJR140C,13.96376073
YNR033W,13.96460895
YLR450W,13.97660449
YOR117W,13.97662317
YOR301W,13.98050623
YER031C,13.98196367
YJL100W,13.98340168
YHR026W,13.98793512
YLR299W,14.0069213
YDL010W,14.01089425
YGL059W,14.01286996
YOR257W,14.01694699
YPL098C,14.02311248
YML029W,14.06800199
YDR196C,14.09210967
YKR084C,14.09611507
YOL031C,14.109788
YOR054C,14.11272923
YPL036W,14.11792083
YFL004W,14.13107932
YCL052C,14.13617106
YBR128C,14.14158523
YJL185C,14.15821963
YFL050C,14.16181288
YNL163C,14.16209163
YEL017C-A,14.16333628
YDL046W,14.16514364
YKL159C,14.18129324
YEL062W,14.20296621
YBR137W,14.21573974
YDR329C,14.21859808
YLR244C,14.21996529
YOR177C,14.22378106
YDR479C,14.22931965
YLR363C,14.27132016
YOL109W,14.28003731
YDR373W,14.28489287
YLR420W,14.30358675
YKL140W,14.33661542
YGR175C,14.33794237
YGL087C,14.35587235
YFR051C,14.37376621
YDL101C,14.37834853
YMR306W,14.39470671
YHR001W,14.39811604
YMR011W,14.41462189
YNL074C,14.42443482
YKL013C,14.44025584
YMR314W,14.45273558
YPR185W,14.46334099
YDR076W,14.46505292
YMR259C,14.46723751
YPR081C,14.46844424
YNL244C,14.49749983
YLR086W,14.49798335
YDL091C,14.50560142
YIL002C,14.50638426
YGL001C,14.51607994
YKR087C,14.52409481
YJR019C,14.54074448
YDL077C,14.54667851
YER172C,14.55608253
YOR197W,14.55892015
YPL001W,14.58039741
YPL104W,14.60229023
YPL126W,14.60248282
YOR377W,14.60411256
YDR097C,14.61791833
YHR057C,14.62765181
YDR489W,14.62848707
YBL036C,14.63345683
YHR171W,14.63735931
YGL003C,14.65810651
YPR079W,14.6627897
YGR034W,14.69719514
YNL139C,14.69886976
YDR357C,14.74321537
YDR035W,14.74618669
YIL071C,14.7567666
YMR097C,14.75809304
YEL002C,14.75978856
YDR084C,14.78156119
YDL175C,14.78277939
YML068W,14.78316732
YDL147W,14.78939684
YLR163C,14.81147461
YLR245C,14.86015553
YJL039C,14.8972566
YGR295C,14.89750457
YHR209W,14.90263652
YOR307C,14.90396054
YOR280C,14.92811422
YOR288C,14.93833851
YMR202W,14.94942837
YCL014W,14.95096606
YLR060W,14.96073942
YDL036C,14.96137531
YDL125C,14.9649234
YLR203C,14.96685622
YML086C,14.98788945
YKR052C,14.99375048
YDL149W,15.02095098
YBR103W,15.05248365
YLR151C,15.07068316
YLR367W,15.0827028
YLR102C,15.08675763
YBR222C,15.09339729
YMR074C,15.12763264
YPL218W,15.135774
YLR038C,15.14836774
YGL004C,15.16139476
YIR002C,15.18084091
YHR158C,15.2202512
YIL010W,15.22666379
YHR051W,15.22729906
YAR019C,15.25296665
YLR310C,15.28468671
YPL120W,15.30196174
YLR329W,15.30394869
YHR023W,15.30907126
YGL123W,15.32202448
YDL004W,15.33753966
YNL202W,15.37637212
YOL151W,15.38732692
YBR035C,15.43441539
YJL079C,15.43518332
YJL053W,15.444786
YDR321W,15.46632996
YER177W,15.4756061
YAL042W,15.48941829
YDL099W,15.50382191
YJL091C,15.52120978
YCR033W,15.5325226
YDR118W,15.53946552
YNL190W,15.55487579
YOL129W,15.56321327
YGR140W,15.57677171
YJL117W,15.58126684
YPR075C,15.59519814
YBR245C,15.61262325
YDR221W,15.64546204
YMR150C,15.6564961
YHR063C,15.65838622
YPR097W,15.66122201
YNL090W,15.68157164
YMR140W,15.70145846
YJR036C,15.7050375
YGR267C,15.70618378
YBL091C,15.70711475
YPL263C,15.71377319
YNL015W,15.73197885
YDR490C,15.74357115
YGR157W,15.77978486
YOL063C,15.79442955
YLR205C,15.80350735
YDL087C,15.80637696
YIR028W,15.83054073
YOR089C,15.83499307
YLR048W,15.85174675
YHL019C,15.85451914
YGL219C,15.86221405
YNL173C,15.8648062
YNR043W,15.90773261
YOR085W,15.90902866
YMR191W,15.91838787
YHR028C,15.92104852
YNR055C,15.92518189
YNL084C,15.93309035
YOR223W,15.9351198
YIL117C,15.93592308
YOR026W,15.9440339
YOR048C,15.94472723
YLR167W,15.9683629
YKR065C,15.97303246
YML013W,15.99067125
YJL154C,15.99760505
YKL201C,16.01369147
YGR102C,16.05256801
YLR370C,16.06012586
YPR037C,16.07376375
YJR123W,16.08716466
YFR031C-A,16.10459768
YMR030W,16.13058793
YER019C-A,16.13173929
YNL023C,16.13497239
YBR161W,16.1427913
YDL219W,16.14573965
YJR059W,16.18521464
YGR277C,16.18687429
YHR117W,16.19000287
YDR447C,16.20958451
YOR227W,16.21668364
YPR102C,16.23997639
YGL030W,16.24698844
YJL109C,16.24822417
YLR247C,16.27307552
YIL048W,16.3390484
YHR037W,16.38327102
YKL180W,16.41089932
YDR287W,16.4322286
YER014W,16.43722874
YML073C,16.44540197
YPL203W,16.44665676
YMR081C,16.45637264
YIL162W,16.46274177
YLR333C,16.49221351
YDR226W,16.51643462
YOL111C,16.51898362
YOR336W,16.52649316
YMR214W,16.55129771
YGR118W,16.57858772
YIR003W,16.60318911
YGL221C,16.62879336
YBR173C,16.63928738
YJR073C,16.64968387
YGR080W,16.66701983
YDL220C,16.66840588
YCR097W,16.72051851
YHR010W,16.72481685
YOL039W,16.72816621
YJL165C,16.73698414
YDR103W,16.74233736
YBR290W,16.74978833
YBR228W,16.76922176
YGR255C,16.80665261
YNL039W,16.82307389
YPL131W,16.84425182
YJR014W,16.88211821
YER048C,16.90421611
YKR058W,16.91156396
YOL082W,16.98211181
YOL073C,16.99941437
YPL224C,17.04403268
YCL017C,17.07439987
YHR152W,17.07579382
YDR518W,17.08346462
YLR028C,17.09771986
YNL104C,17.12390778
YDR148C,17.13423374
YBR006W,17.13756856
YLL022C,17.15071155
YGL016W,17.21493178
YPR188C,17.21743885
YOR164C,17.22256634
YHR039C-A,17.23289332
YEL001C,17.25332864
YGR167W,17.26985333
YLR448W,17.27701961
YIL062C,17.30174738
YEL043W,17.31570279
YMR142C,17.33130238
YIL111W,17.33710682
YLR361C,17.34547163
YMR308C,17.38572409
YML118W,17.38914193
YPL012W,17.39425338
YCL011C,17.41058796
YBR230C,17.41266695
YER052C,17.41311241
YPL116W,17.41904632
YLL015W,17.42718043
YAR002C-A,17.43189985
YOL013C,17.43814504
YOR136W,17.45625209
YHR163W,17.51583615
YEL030W,17.51878729
YPL214C,17.52219841
YOR063W,17.55016209
YDR178W,17.55727046
YBL017C,17.59780529
YLR237W,17.60051383
YLR377C,17.60835209
YPL176C,17.62592176
YKL212W,17.66159386
YER100W,17.69948504
YNL262W,17.73654819
YMR029C,17.7502327
YLR441C,17.75148132
YHR188C,17.79021577
YDR529C,17.80892412
YDR448W,17.810496
YKR014C,17.812651
YER088C,17.83378577
YKL020C,17.83698618
YMR190C,17.83738523
YGR193C,17.85256406
YJR065C,17.85570147
YGL150C,17.87324823
YNL024C-A,17.91187541
YGR060W,17.94634392
YDL135C,17.97626848
YIL120W,17.98597792
YKL124W,18.00701025
YBL105C,18.03017788
YEL051W,18.09680218
YML051W,18.10061677
YDR135C,18.10155368
YDL019C,18.10201544
YER102W,18.12807151
YOR132W,18.13176024
YHR076W,18.17135266
YBL058W,18.17370085
YLR106C,18.17496931
YHL010C,18.19518627
YNL178W,18.21725894
YER035W,18.25920518
YPL006W,18.25948072
YJL092W,18.28548727
YDL095W,18.29053718
YHR161C,18.29965099
YMR047C,18.30978808
YDR418W,18.33454805
YJL126W,18.37287942
YPR024W,18.40772871
YGR231C,18.48497833
YBR279W,18.52007109
YER007C-A,18.53312069
YFL008W,18.58365465
YJL189W,18.61415327
YKL203C,18.69080787
YMR318C,18.69368586
YGR198W,18.69754207
YDL112W,18.72684709
YMR136W,18.73846413
YBR199W,18.74031787
YJR049C,18.79219997
YJL084C,18.79873386
YLR344W,18.8519644
YML056C,18.86258554
YOR321W,18.89298144
YGR100W,18.89314998
YOR157C,18.90114109
YER120W,18.91846657
YHL033C,18.91938937
YHR114W,18.9217219
YGL226C-A,18.93608495
YPL079W,18.9389839
YDR372C,18.99102545
YMR197C,18.9973029
YJR127C,19.00988269
YNR034W,19.01365245
YBR058C,19.04254948
YML063W,19.13451326
YOR071C,19.19173005
YBR249C,19.24208897
YMR128W,19.24299929
YEL066W,19.27710184
YJR104C,19.32111204
YHR132C,19.39488085
YCR076C,19.44807913
YJR044C,19.53942395
YER056C-A,19.58236439
YHR031C,19.58451211
YPL217C,19.60165737
YJR161C,19.60747723
YGR020C,19.60997471
YGL253W,19.63338594
YKL127W,19.65241481
YLR025W,19.66748306
YGL011C,19.6721706
YLR201C,19.67695733
YPR107C,19.69029356
YDR409W,19.73867939
YMR078C,19.74310074
YJL074C,19.77172641
YHR141C,19.78899717
YJL123C,19.83767371
YER095W,19.84041805
YOR369C,19.85169983
YDR406W,19.87918022
YPL196W,19.88238982
YDL136W,19.92882907
YBR111C,19.94102451
YDL103C,19.94928993
YLR324W,19.98052407
YPL100W,20.0078289
YNL260C,20.0156962
YDR202C,20.02586614
YKR103W,20.04349699
YLR314C,20.07425342
YKL220C,20.09535208
YKL064W,20.14529505
YJL059W,20.1785748
YLR455W,20.18367844
YDL029W,20.18857816
YIL138C,20.22571764
YOL045W,20.23665033
YOL083W,20.25064346
YER141W,20.26993647
YIL108W,20.3276649
YMR237W,20.41058347
YMR114C,20.41130392
YDR177W,20.4140259
YOR046C,20.41974511
YGL200C,20.42188591
YDL237W,20.43394232
YBL072C,20.45310633
YHR020W,20.46448546
YGL227W,20.48237397
YDR513W,20.48310944
YDL025C,20.54284545
YER030W,20.54544766
YER125W,20.55492242
YBR102C,20.57590388
YKL101W,20.58616427
YJR132W,20.62045274
YBR052C,20.64930755
YOR341W,20.65402174
YEL027W,20.69597041
YBR237W,20.72391767
YPR108W,20.73374908
YPR191W,20.77408822
YLR354C,20.78024527
YIL073C,20.78913892
YHR154W,20.85213374
YIL148W,20.86977454
YDR313C,20.8830904
YMR143W,20.88613032
YOR086C,20.96462835
YKR057W,21.0278795
YGL194C,21.03330455
YJL066C,21.05545954
YPL165C,21.06077867
YDR330W,21.06422565
YOR099W,21.10526199
YCL034W,21.10632164
YPR173C,21.1533781
YPL258C,21.17771496
YBR181C,21.25940615
YNR010W,21.25970007
YDR189W,21.26893957
YML012W,21.27705604
YKR067W,21.32838084
YAL035W,21.36039186
YOL038W,21.36067752
YLL045C,21.39236864
YDR195W,21.40514563
YCL033C,21.41195059
YDR155C,21.42329204
YGR194C,21.44947806
YBR162C,21.45801278
YCR083W,21.46030408
YJR017C,21.4609866
YPR006C,21.47621858
YCR068W,21.48425557
YBR191W,21.49035814
YPR045C,21.53437601
YFL055W,21.59322519
YKR089C,21.6477015
YDR421W,21.67799864
YDR422C,21.73312731
YGR124W,21.75971763
YOR270C,21.76707853
YIL052C,21.7964875
YBR014C,21.80085886
YKL160W,21.82259851
YOL121C,21.85572245
YIR034C,21.86549739
YKL213C,21.89465062
YDL192W,21.90251019
YOL040C,21.91345104
YDL015C,21.9355768
YJL145W,21.94696483
YMR162C,21.96280878
YNL162W,21.96302165
YGL147C,21.9635355
YKR002W,21.96573845
YPR164W,21.96946936
YHR099W,21.97267494
YLR293C,21.99264856
YOR090C,22.00724107
YAL029C,22.02253792
YEL072W,22.06732854
YLL041C,22.08482501
YLR110C,22.08614637
YHL015W,22.09761792
YGR156W,22.12441007
YHR138C,22.16989046
YFL033C,22.21775569
YDL124W,22.25247256
YPR019W,22.31912395
YGL106W,22.31912395
YBR218C,22.34840536
YKL014C,22.34840536
YNL167C,22.36864005
YLR351C,22.3691765
YHR074W,22.37167675
YGL027C,22.43316951
YMR160W,22.46922106
YML074C,22.46977981
YPR132W,22.52280503
YPL234C,22.55760873
YHL001W,22.61634404
YNL102W,22.6276372
YDL130W,22.63399445
YOR191W,22.65301459
YML072C,22.65994362
YDR004W,22.69353315
YLR325C,22.73968806
YOR207C,22.7472085
YDR382W,22.80498554
YNL076W,22.83065157
YHR113W,22.84819181
YER114C,22.86566106
YDR539W,22.87768344
YHR193C,22.87841186
YMR260C,22.9111765
YBR149W,22.93640662
YOR323C,22.9400054
YHR071W,23.03173369
YGR027C,23.03596392
YIL034C,23.09053587
YHR108W,23.12300481
YCR031C,23.14867756
YPR093C,23.28703038
YLR264W,23.29286063
YLR231C,23.30511864
YLL048C,23.33233759
YER152C,23.34139243
YGL058W,23.36768983
YOR182C,23.37872427
YKL080W,23.42357853
YFL044C,23.43257019
YDR314C,23.47160976
YPL028W,23.50474349
YHL032C,23.52086617
YLR089C,23.58917574
YOL143C,23.65725862
YEL058W,23.68927891
YNL083W,23.72155941
YLR144C,23.7350544
YOR162C,23.7407023
YPL188W,23.81790369
YDR328C,23.86440667
YKL056C,23.86555938
YNR047W,23.90630324
YGL173C,23.95176656
YJL190C,23.96538532
YPL143W,23.9683782
YJR060W,23.97388307
YKR054C,24.00859537
YJL116C,24.05529364
YPR183W,24.06758888
YLR070C,24.11589492
YJR106W,24.11856573
YLR209C,24.17500043
YOR373W,24.18577684
YGR155W,24.2018595
YLR286C,24.24613074
YFR047C,24.29115498
YKR104W,24.36109433
YLR342W,24.4662661
YPR174C,24.55554342
YKR082W,24.55589116
YJR016C,24.56091681
YBR229C,24.63051645
YLR240W,24.6730186
YDR050C,24.67609217
YOL049W,24.73990182
YMR022W,24.75788076
YFL013C,24.79711117
YPR030W,24.88442379
YIL018W,24.91944358
YIL105C,24.92334904
YNL091W,24.95921313
YDL154W,24.97816691
YOL116W,24.9846607
YGL104C,24.9856274
YJL083W,25.01158526
YDL113C,25.12774298
YBR071W,25.13177943
YOR042W,25.13865798
YER143W,25.1495176
YLR043C,25.19447372
YAL049C,25.21596437
YPR135W,25.22419178
YMR152W,25.24024278
YNL069C,25.26090006
YHR025W,25.26790978
YFL022C,25.27192846
YNL200C,25.28515609
YBR048W,25.29954612
YOR344C,25.30094496
YPR091C,25.36885859
YLR118C,25.41941711
YLR206W,25.47080693
YDR213W,25.51340613
YHR203C,25.58733775
YDL234C,25.64475555
YGR148C,25.6765549
YBR216C,25.69386136
YMR258C,25.80034155
YOL030W,25.86302786
YLR390W-A,26.07661004
YHR146W,26.17493304
YBL045C,26.18208766
YDR011W,26.18346526
YER111C,26.19638522
YOR122C,26.22876705
YKR011C,26.30573093
YPL169C,26.32814043
YML110C,26.3607648
