Systematic Name,Translational Efficiency_D1
YHL026C,0.3177
YLR313C,0.31804
YFL053W,0.31838
YMR251W,0.31971
YBL095W,0.32072
YMR095C,0.32131
YMR023C,0.32135
YOL081W,0.32192
YDR542W,0.324
YPR115W,0.3242
YFR023W,0.3244
YOR208W,0.32515
YHR035W,0.32573
YJR141W,0.32606
YPL216W,0.32618
YDL138W,0.32675
YHR091C,0.32684
YDL194W,0.32858
YKL217W,0.32919
YKL015W,0.32959
YHL016C,0.33025
YDR197W,0.33067
YGR201C,0.33099
YAL056W,0.33331
YHR157W,0.33406
YIL151C,0.33448
YOR380W,0.33469
YNL128W,0.33486
YOL052C-A,0.33526
YCR032W,0.33613
YHR078W,0.33704
YOR030W,0.33792
YML116W,0.33793
YLR013W,0.33846
YLR443W,0.33876
YHR134W,0.33884
YJL129C,0.33919
YGR088W,0.33954
YDL146W,0.33975
YLL054C,0.34013
YDL170W,0.34133
YCR045C,0.34156
YCL004W,0.34189
YBL049W,0.34216
YLR376C,0.34222
YJL044C,0.34259
YPR013C,0.34422
YIL092W,0.34423
YLL049W,0.34486
YIL085C,0.347
YOR152C,0.34708
YDR522C,0.3474
YNL029C,0.34806
YHR022C,0.34826
YAR035W,0.34831
YMR270C,0.34843
YJR061W,0.34922
YDR444W,0.34996
YFR032C-B,0.35136
YBR223C,0.35155
YLR273C,0.35307
YPR068C,0.35363
YOR231W,0.35396
YLR353W,0.35402
YNL194C,0.35405
YBR228W,0.35473
YFR032C,0.35495
YMR053C,0.35504
YOR154W,0.35577
YKL098W,0.35679
YPR157W,0.35832
YNL024C,0.35955
YOR003W,0.36068
YEL006W,0.36069
YGL085W,0.36088
YCL036W,0.36141
YCL056C,0.36161
YPL230W,0.36199
YLR312C,0.36331
YJL057C,0.36356
YDR009W,0.36433
YMR190C,0.36433
YER076C,0.36531
YJR008W,0.36603
YPL165C,0.36604
YPL042C,0.36615
YOR019W,0.36723
YPL022W,0.36801
YMR020W,0.36805
YPL214C,0.36923
YJR120W,0.36925
YOL140W,0.37013
YHR071W,0.37065
YBR136W,0.37069
YDR065W,0.37189
YPL008W,0.37269
YOL001W,0.37295
YDR420W,0.37327
YDL223C,0.37415
YIL146C,0.37803
YLR035C,0.37805
YDR034W-B,0.37858
YJR039W,0.37886
YPL052W,0.37951
YER132C,0.37992
YJR130C,0.38016
YOR026W,0.38049
YOL128C,0.38066
YNR045W,0.38105
YML043C,0.38131
YPL151C,0.38131
YCR037C,0.38213
YOR303W,0.38257
YJR112W-A,0.3834
YLR098C,0.38378
YKL171W,0.38422
YPL095C,0.38425
YJL037W,0.38433
YER038C,0.38466
YCR023C,0.3851
YDR179W-A,0.38518
YDR499W,0.38604
YLR251W,0.38658
YLL051C,0.3885
YNL249C,0.38881
YHR004C,0.38884
YOR269W,0.38898
YJL023C,0.39006
YMR187C,0.39041
YFL027C,0.39051
YNL080C,0.39092
YLR127C,0.39116
YKR034W,0.39151
YNR057C,0.39295
YHR151C,0.39438
YNL335W,0.39463
YBR237W,0.39544
YMR299C,0.39597
YMR265C,0.39626
YPR009W,0.39655
YBR274W,0.39739
YNR071C,0.39772
YCL002C,0.39807
YGR057C,0.39865
YOR043W,0.39867
YOL103W,0.39888
YHR120W,0.39907
YPR109W,0.39908
YMR034C,0.39957
YPR031W,0.39977
YHR177W,0.39998
YKR036C,0.40034
YJR115W,0.40053
YKR064W,0.40138
YOL047C,0.40252
YDR042C,0.40305
YJR127C,0.40311
YMR169C,0.40383
YIL017C,0.40409
YOR005C,0.40463
YNL025C,0.40502
YGR257C,0.40746
YDR181C,0.40796
YHR176W,0.40897
YIL024C,0.40917
YKL065W-A,0.41003
YPR078C,0.41072
YDR419W,0.41076
YER005W,0.41104
YIL139C,0.41177
YBR030W,0.41196
YKL090W,0.41199
YML100W,0.41264
YBL066C,0.41315
YPL027W,0.41364
YJL090C,0.41368
YJR122W,0.41381
YPR057W,0.41385
YJL103C,0.4145
YOR060C,0.41466
YGR144W,0.41487
YMR171C,0.41554
YHR106W,0.41625
YDR421W,0.41674
YDR235W,0.41699
YNR062C,0.41761
YGR170W,0.41771
YIR021W,0.41796
YKR044W,0.41859
YJR021C,0.4192
YDR536W,0.41985
YMR026C,0.42006
YOL132W,0.42034
YGL144C,0.42137
YGR150C,0.42162
YML107C,0.42178
YOR062C,0.42207
YPL066W,0.42215
YLR097C,0.42231
YIL166C,0.42267
YOR064C,0.42283
YMR282C,0.42309
YLR457C,0.42319
YIR028W,0.4233
YLR165C,0.42396
YDL186W,0.42525
YHL046C,0.42525
YKR004C,0.42539
YLR422W,0.4256
YBR107C,0.42609
YHR129C,0.42847
YNL329C,0.42901
YLR253W,0.4295
YLR381W,0.43094
YJR054W,0.4312
YIL071C,0.43126
YDR318W,0.43246
YIL013C,0.43295
YIL047C,0.43313
YNL073W,0.43349
YPR192W,0.43376
YPL175W,0.43383
YBR158W,0.43408
YGR015C,0.43538
YKL107W,0.43548
YNL018C,0.43616
YOR009W,0.43665
YHR165C,0.43726
YGR221C,0.43747
YGR256W,0.43756
YGR043C,0.43786
YKL203C,0.43816
YOL009C,0.43825
YBR220C,0.43914
YJR066W,0.43916
YDR109C,0.4392
YGR216C,0.43969
YIL002C,0.44007
YEL005C,0.44013
YNL257C,0.44021
YDL244W,0.44044
YFR005C,0.44058
YPL082C,0.44067
YML081W,0.4417
YOR073W,0.44199
YOL097W-A,0.44237
YGR171C,0.44276
YKL201C,0.44319
YHR155W,0.44359
YCR101C,0.44391
YDR336W,0.44556
YIR027C,0.4464
YHR185C,0.44684
YDR364C,0.44685
YDR128W,0.44705
YPR083W,0.44741
YDL085W,0.44774
YDR206W,0.44777
YOR033C,0.44835
YHR131C,0.44864
YMR258C,0.4493
YGR238C,0.44953
YOR324C,0.4502
YMR175W,0.45053
YAL028W,0.45091
YLR431C,0.45105
YHL012W,0.45117
YKL038W,0.45168
YLR247C,0.45171
YDR540C,0.45184
YOR249C,0.45184
YIL046W,0.45194
YKL033W,0.45209
YIL113W,0.45214
YGL094C,0.45253
YGL154C,0.45269
YER098W,0.45297
YHR015W,0.45368
YIL014C-A,0.45423
YOL063C,0.45458
YJL046W,0.45587
YNL172W,0.45629
YMR162C,0.45703
YHR199C,0.45711
YKL011C,0.45722
YLR054C,0.45796
YMR127C,0.45815
YMR019W,0.45902
YDR259C,0.46004
YDR125C,0.4606
YIL031W,0.46107
YGL124C,0.4612
YLR188W,0.46138
YGL229C,0.46181
YOL157C,0.46223
YPL015C,0.46295
YLR283W,0.46326
YGR098C,0.46372
YJL016W,0.46405
YGL155W,0.46473
YLR099C,0.4648
YMR244W,0.46543
YDR523C,0.46546
YBL060W,0.4656
YPL003W,0.46568
YOR011W,0.46688
YLR077W,0.46727
YPR011C,0.46762
YCR010C,0.4682
YOR384W,0.46924
YKL221W,0.47036
YLR375W,0.47046
YHR124W,0.47058
YOR162C,0.47069
YOR222W,0.4711
YNL295W,0.47175
YOR363C,0.47189
YER081W,0.47236
YBR055C,0.47286
YPR026W,0.47378
YNL012W,0.47465
YML131W,0.47469
YIL014W,0.47479
YML038C,0.47512
YJL112W,0.47519
YDR104C,0.47537
YGR270W,0.4754
YPL011C,0.47548
YDR386W,0.47555
YDL206W,0.47591
YDR119W-A,0.47592
YLL052C,0.47605
YNL011C,0.47676
YPL248C,0.47725
YML083C,0.47781
YCR007C,0.47792
YGR188C,0.47808
YLR412W,0.47865
YMR182C,0.4795
YIL129C,0.48048
YOR296W,0.48052
YMR017W,0.48216
YPL104W,0.48277
YOL062C,0.48294
YLR426W,0.4831
YOL055C,0.48394
YCR079W,0.48437
YLR053C,0.48447
YOR129C,0.48463
YNL165W,0.4847
YOR330C,0.48518
YPL040C,0.48525
YLR030W,0.48576
YPL024W,0.48592
YJL210W,0.48641
YJL071W,0.48651
YER129W,0.4867
YOR166C,0.48674
YMR319C,0.48725
YDR137W,0.48733
YLR460C,0.48823
YPL007C,0.48883
YDR273W,0.48888
YDR359C,0.48903
YNL092W,0.48927
YNL083W,0.48966
YJL127C-B,0.48974
YOL083W,0.49021
YKR091W,0.49076
YDR198C,0.49102
YIL134W,0.49112
YGL255W,0.49112
YPL270W,0.49189
YBR045C,0.49315
YAL020C,0.49398
YMR066W,0.49482
YML096W,0.4949
YFL012W,0.49532
YNR060W,0.49596
YDR026C,0.49625
YJR006W,0.4963
YLL042C,0.49707
YFR031C,0.49718
YGR053C,0.49779
YBR294W,0.49812
YIL152W,0.49828
YLR288C,0.49846
YMR293C,0.49846
YJL005W,0.49851
YMR185W,0.49857
YGL114W,0.49903
YJL147C,0.49959
YIL147C,0.4997
YGR224W,0.49972
YOR255W,0.50042
YJL187C,0.5005
YDR334W,0.50059
YMR172W,0.50162
YOR183W,0.50204
YGL211W,0.5027
YGR067C,0.50277
YOL033W,0.50285
YOL011W,0.50288
YBR208C,0.50291
YPL244C,0.50318
YHR199C-A,0.50334
YGR096W,0.50377
YLR004C,0.50597
YKL093W,0.5061
YOR093C,0.50635
YOL048C,0.50706
YMR316W,0.50757
YDL211C,0.50863
YPL072W,0.50873
YDL210W,0.50968
YPR184W,0.50978
YIL159W,0.51023
YOR227W,0.51059
YJL100W,0.51077
YAR003W,0.511
YOR017W,0.5115
YPR164W,0.51216
YKR086W,0.5135
YDR030C,0.51359
YDR315C,0.51365
YNL042W,0.51448
YMR154C,0.51496
YBL029W,0.51555
YNL188W,0.51574
YBL005W,0.51586
YOR266W,0.5161
YPL033C,0.51642
YOR389W,0.5165
YFR046C,0.51733
YDR078C,0.51801
YOL110W,0.51931
YKR009C,0.51971
YPL029W,0.51981
YGR121C,0.5204
YDR363W,0.52103
YDR291W,0.5211
YBR246W,0.52121
YJL185C,0.52178
YER096W,0.52236
YCR019W,0.52258
YIL067C,0.52349
YIL055C,0.5237
YIR002C,0.52409
YER113C,0.52426
YDL133W,0.5243
YOR177C,0.52482
YML046W,0.52523
YLR189C,0.52539
YPR138C,0.52551
YHL047C,0.52568
YKR101W,0.52592
YKL048C,0.52713
YBR050C,0.52759
YJL056C,0.52778
YMR262W,0.52929
YPR021C,0.52969
YPR070W,0.52987
YDR085C,0.53001
YBL019W,0.53049
YNL019C,0.53157
YJL160C,0.53164
YDR126W,0.53185
YOL125W,0.53228
YOR149C,0.5325
YNL333W,0.53264
YOR275C,0.5328
YLR360W,0.5331
YJR089W,0.53312
YDR288W,0.53365
YHL028W,0.53419
YHR079C,0.53483
YER152C,0.53531
YBR133C,0.53641
YLR010C,0.53657
YMR279C,0.53746
YDL183C,0.53749
YOR191W,0.53916
YNR064C,0.53986
YDL238C,0.53998
YDR018C,0.54074
YNL275W,0.54083
YDR142C,0.54109
YAL029C,0.5415
YOR350C,0.54179
YNL009W,0.54318
YJR062C,0.54344
YER028C,0.54356
YDR073W,0.54399
YLR108C,0.54424
YGL045W,0.54469
YBR255W,0.54472
YGR222W,0.5449
YML118W,0.54495
YKR099W,0.54502
YLR436C,0.54533
YPL236C,0.54539
YLR020C,0.54601
YMR097C,0.54627
YJL095W,0.54766
YHR168W,0.54852
YDR319C,0.54853
YPL137C,0.54868
YGL197W,0.54949
YLL035W,0.54999
YIL073C,0.5501
YPR093C,0.5518
YLR137W,0.55218
YKR027W,0.55283
YKL149C,0.55325
YER046W,0.55353
YHL008C,0.5537
YBR044C,0.55436
YPR127W,0.5546
YPL083C,0.55465
YIL090W,0.55539
YLR297W,0.55542
YGR258C,0.55544
YLR383W,0.5559
YGR108W,0.55699
YPL064C,0.55791
YPR108W-A,0.55857
YLR417W,0.55861
YOL075C,0.55881
YJL101C,0.5594
YMR198W,0.56028
YPL005W,0.56072
YIL132C,0.56087
YPR201W,0.56094
YJR110W,0.5612
YGR042W,0.56159
YML091C,0.56172
YHR119W,0.5622
YLR382C,0.56232
YGL121C,0.56236
YPR071W,0.56311
YML032C,0.56316
YGR077C,0.56345
YCR075C,0.56419
YMR013C,0.56443
YNR066C,0.56476
YER015W,0.56527
YPR084W,0.56624
YPL133C,0.56642
YNL023C,0.56647
YOR292C,0.56696
YLR308W,0.567
YML100W-A,0.567
YJR138W,0.56752
YLR105C,0.56831
YKL168C,0.56864
YAL024C,0.56872
YDL069C,0.56895
YHR209W,0.56912
YJL028W,0.56931
YJL206C,0.56955
YDR323C,0.57036
YGL003C,0.57119
YLR305C,0.57155
YDL027C,0.57163
YLR430W,0.572
YCR008W,0.57288
YPL103C,0.57293
YJL092W,0.57324
YDR362C,0.57358
YPR105C,0.57373
YHR164C,0.57409
YGL248W,0.57501
YML087C,0.57545
YLR371W,0.5756
YAL015C,0.57581
YLR425W,0.5767
YMR036C,0.57676
YLR016C,0.57707
YHR077C,0.57733
YAL002W,0.57753
YKL198C,0.5776
YHL040C,0.57763
YML088W,0.57784
YER144C,0.57877
YPL122C,0.57993
YOR228C,0.58005
YMR252C,0.58013
YER033C,0.58025
YDL013W,0.5811
YHR075C,0.5818
YPL017C,0.58273
YLR445W,0.58287
YOR173W,0.58292
YNL046W,0.58343
YDR479C,0.58352
YPR095C,0.58409
YER060W,0.58484
YBR147W,0.58512
YPL242C,0.58558
YDR443C,0.58651
YGL126W,0.58662
YAL017W,0.58683
YNL234W,0.58811
YMR280C,0.58875
YLR258W,0.58927
YEL020C,0.58984
YDR131C,0.5901
YER007W,0.59028
YBR114W,0.59043
YHR099W,0.59048
YBR110W,0.59051
YOL034W,0.59107
YLR091W,0.59108
YAR018C,0.59117
YMR283C,0.5914
YER140W,0.59157
YDR439W,0.59161
YHL019C,0.59162
YDR349C,0.59363
YLR142W,0.59386
YNR031C,0.59411
YKR017C,0.59414
YMR068W,0.59442
YGL117W,0.59541
YEL064C,0.59547
YDR285W,0.59552
YJL051W,0.596
YCL052C,0.59621
YER130C,0.59633
YMR284W,0.59752
YDL036C,0.5978
YER147C,0.59787
YDR423C,0.59803
YJL207C,0.5981
YDR159W,0.59925
YNL299W,0.59928
YGR252W,0.59995
YBR291C,0.60067
YGR099W,0.60148
YMR040W,0.6016
YNL126W,0.60182
YGR288W,0.60225
YKR063C,0.60236
YIL153W,0.60302
YHR067W,0.60327
YPR140W,0.60327
YBR060C,0.60442
YJR100C,0.60503
YHR142W,0.60536
YOL138C,0.60559
YBR183W,0.60566
YDR407C,0.60591
YGR134W,0.60599
YDR475C,0.6062
YDL033C,0.60672
YJR005W,0.60889
YNL332W,0.60932
YLR226W,0.61016
YIL023C,0.61038
YDR147W,0.61053
YMR119W,0.61057
YLR451W,0.61057
YLL002W,0.61088
YOR147W,0.61157
YFR019W,0.61157
YBR153W,0.61161
YPL045W,0.61167
YNL314W,0.61168
YMR209C,0.61179
YBR140C,0.61199
YOR346W,0.61231
YLR006C,0.61279
YOR290C,0.6128
YKR078W,0.6129
YDR306C,0.61401
YER093C,0.61405
YNL038W,0.61428
YBR175W,0.61439
YMR177W,0.61652
YLR107W,0.61656
YKR088C,0.61665
YMR029C,0.61715
YGR217W,0.61717
YEL052W,0.61749
YNL119W,0.6175
YKR038C,0.61769
YHL014C,0.61781
YDR446W,0.61849
YAL058W,0.61868
YPL194W,0.61877
YFR053C,0.6188
YHR002W,0.61953
YNL003C,0.61954
YOR299W,0.61959
YHL036W,0.61994
YBR184W,0.62011
YPR178W,0.62087
YDR457W,0.62098
YNL223W,0.62194
YFL024C,0.62263
YJL133W,0.62292
YNL101W,0.62325
YGL059W,0.62414
YDL117W,0.6243
YPL221W,0.62526
YDL207W,0.62539
YAL011W,0.62592
YHL025W,0.626
YJR035W,0.62601
YPL069C,0.62605
YPR134W,0.62637
YLR117C,0.62647
YIL009W,0.62661
YML114C,0.62718
YDR371W,0.6274
YOL073C,0.6275
YHL023C,0.62761
YBR131W,0.62781
YER077C,0.62793
YMR234W,0.62822
YGR169C,0.62979
YPR167C,0.62986
YGL006W,0.62993
YGR127W,0.63048
YHL006C,0.63052
YCL048W,0.6307
YDR283C,0.63071
YOR378W,0.63088
YDR014W,0.63173
YNR055C,0.63194
YNL127W,0.63255
YJR046W,0.63402
YGR028W,0.63411
YKR089C,0.63461
YJL118W,0.63551
YBL054W,0.63572
YLR168C,0.63589
YNL221C,0.63726
YDR376W,0.63737
YKR010C,0.63843
YKL121W,0.63925
YNR004W,0.64041
YJL058C,0.64067
YOR174W,0.64122
YFR039C,0.64157
YHR045W,0.64286
YHR017W,0.64298
YHR178W,0.64332
YGR003W,0.64379
YIR023W,0.64386
YJR090C,0.64418
YFR017C,0.64471
YJR136C,0.64484
YJR003C,0.64486
YNL271C,0.6452
YOL095C,0.64585
YPL150W,0.64588
YHR103W,0.64642
YNR075W,0.64674
YLR103C,0.64676
YBR240C,0.64705
YGL175C,0.6475
YDR317W,0.6478
YDR034C,0.64783
YJL139C,0.64797
YOL069W,0.64818
YEL053C,0.6485
YNL144C,0.64947
YBL031W,0.64954
YLR405W,0.64957
YNR032W,0.64974
YOR342C,0.64985
YKL162C,0.65062
YIL122W,0.6514
YDR216W,0.65146
YLR057W,0.6519
YIL006W,0.65201
YLR092W,0.65211
YAL009W,0.65226
YMR100W,0.65237
YNL254C,0.65286
YMR088C,0.6532
YKR052C,0.65326
YGR166W,0.65341
YGL140C,0.65351
YNR027W,0.65458
YMR313C,0.65483
YHR182W,0.65556
YDL105W,0.65564
YFR015C,0.65573
YNL033W,0.65581
YDL180W,0.65584
YNL047C,0.65595
YMR163C,0.657
YPL109C,0.65751
YDR108W,0.6579
YHR073W,0.65803
YOR334W,0.65838
YGR068C,0.65854
YOR161C,0.65875
YCR081W,0.65903
YDR393W,0.65905
YMR268C,0.65968
YPL168W,0.66048
YGR071C,0.66095
YOR291W,0.66104
YBR217W,0.66112
YJL132W,0.66137
YKL178C,0.66153
YOR071C,0.66224
YKL019W,0.66244
YGL163C,0.66247
YDR498C,0.66266
YDL030W,0.66279
YLR310C,0.66287
YLR115W,0.66301
YML059C,0.66375
YNR002C,0.66387
YHR109W,0.6645
YDL076C,0.66461
YBR239C,0.6652
YMR287C,0.66553
YLR271W,0.66566
YGL224C,0.66611
YMR168C,0.66626
YBL106C,0.66637
YOL072W,0.66666
YOL023W,0.66682
YOR233W,0.66687
YNL213C,0.66719
YLR316C,0.66725
YLR116W,0.66777
YDL134C,0.66812
YOR360C,0.66841
YMR196W,0.66863
YDR488C,0.66907
YJL161W,0.66909
YGR041W,0.66923
YKR022C,0.66939
