Systematic Name,Protein Half-life
YER067W,7.487238
YHR159W,7.490893
YAL042W,7.492905
YMR212C,7.493677
YBR136W,7.493864
YNL022C,7.495017
YCL001W,7.496574
YDR443C,7.49735
YOR090C,7.498337
YKL058W,7.499974
YNL112W,7.500342
YML096W,7.50139
YJR066W,7.506691
YDR083W,7.507463
YER091C,7.511722
YCL014W,7.512108
YDL159W,7.520182
YMR022W,7.521343
YJL084C,7.523024
YOR164C,7.525876
YOL102C,7.527028
YBR049C,7.530344
YHR017W,7.533901
YOL018C,7.537614
YIL129C,7.540312
YER172C,7.542465
YNL271C,7.545487
YGR157W,7.545722
YIL104C,7.54654
YFL010C,7.547229
YIL097W,7.549493
YMR237W,7.54961
YDR173C,7.549648
YGR013W,7.551297
YKL197C,7.55182
YLR008C,7.556287
YJR010C-A,7.56003
YGR266W,7.560576
YAR002W,7.564404
YLR166C,7.567323
YJR133W,7.574823
YDR513W,7.577636
YGR120C,7.578208
YJR080C,7.578938
YFL027C,7.579431
YJL002C,7.582128
YBL011W,7.58506
YKL214C,7.585363
YKL150W,7.593922
YDR179C,7.598135
YNL265C,7.598469
YHR083W,7.598948
YBR215W,7.599962
YML062C,7.601919
YNL139C,7.606418
YGR009C,7.610214
YGR257C,7.612591
YBL101C,7.616712
YOR035C,7.620316
YLR063W,7.622086
YDL031W,7.635221
YCR019W,7.635479
YLL008W,7.63689
YFR041C,7.636971
YPL198W,7.637396
YBR046C,7.638637
YHR102W,7.641261
YNL154C,7.64146
YOL089C,7.641524
YGR207C,7.641613
YGR252W,7.64283
YMR140W,7.643478
YJL131C,7.645747
YPR128C,7.650685
YLR260W,7.652699
YDL115C,7.653077
YPL219W,7.654686
YBR227C,7.65668
YER027C,7.659585
YDL237W,7.659673
YJR086W,7.662403
YJR138W,7.665173
YJR125C,7.667984
YBR003W,7.670753
YDR183W,7.673295
YBR177C,7.678417
YOL072W,7.679265
YOR354C,7.679813
YDL089W,7.680223
YOR217W,7.682783
YLR277C,7.683847
YBR089C-A,7.685736
YDR334W,7.685854
YJL172W,7.688612
YNL252C,7.689342
YNL175C,7.690909
YKL010C,7.692522
YGR205W,7.696596
YOR347C,7.698537
YNL250W,7.700806
YKR003W,7.701271
YBL103C,7.703375
YKR083C,7.704824
YDR316W,7.708861
YKR035W-A,7.70961
YGR169C-A,7.712241
YOL053W,7.715037
YER007W,7.718748
YDL072C,7.722826
YMR060C,7.72498
YOR267C,7.727113
YNL051W,7.728808
YBR273C,7.729282
YFL046W,7.730095
YMR089C,7.734636
YDR353W,7.734816
YDR097C,7.73554
YNL168C,7.736371
YLR116W,7.737514
YDR110W,7.739224
YML108W,7.74203
YJL026W,7.748006
YOR317W,7.750729
YPR008W,7.752897
YER125W,7.754178
YHR008C,7.75564
YNL131W,7.764974
YJL039C,7.767252
YDL164C,7.767806
YBR251W,7.77231
YPR067W,7.772744
YDL056W,7.772921
YPL153C,7.776922
YGL101W,7.777827
YAL015C,7.782863
YMR283C,7.786755
YDR266C,7.790632
YOR106W,7.79315
YDR177W,7.794738
YJR054W,7.795506
YGL223C,7.796262
YMR293C,7.796916
YEL062W,7.797138
YDL150W,7.797196
YBR200W,7.807576
YBR102C,7.807661
YFL047W,7.8085
YPL151C,7.812994
YLR276C,7.817762
YNL035C,7.820194
YDR466W,7.828972
YNL229C,7.830839
YKR060W,7.830923
YJL184W,7.833473
YDR202C,7.839428
YDR499W,7.839573
YKL040C,7.84102
YDL213C,7.841225
YKL151C,7.841529
YJL130C,7.846154
YEL066W,7.846159
YMR054W,7.847832
YEL001C,7.848855
YKR066C,7.851663
YIL126W,7.855875
YNL136W,7.856018
YJR077C,7.856323
YJR042W,7.858987
YLR026C,7.86503
YHR065C,7.871523
YLR360W,7.877939
YDR457W,7.879381
YFR030W,7.880488
YNL127W,7.881023
YJL192C,7.88447
YJL082W,7.887303
YCL034W,7.8888
YLR052W,7.889204
YNR006W,7.889207
YJL176C,7.890122
YMR115W,7.892108
YGR220C,7.896858
YDR140W,7.897204
YKR070W,7.897285
YPL199C,7.900857
YLR274W,7.901665
YLR229C,7.902556
YOR056C,7.902627
YKL190W,7.903769
YOL135C,7.90398
YNL152W,7.905895
YMR259C,7.907558
YBL055C,7.908745
YKL122C,7.914114
YMR044W,7.914153
YNR054C,7.915659
YCR016W,7.923645
YJR074W,7.926689
YDR363W-A,7.930688
YKR016W,7.931067
YFL023W,7.933643
YKL205W,7.935689
YMR074C,7.936154
YKL077W,7.943269
YIL009W,7.950223
YBR060C,7.950346
YLR359W,7.950867
YHR143W-A,7.952529
YDR198C,7.955591
YDR416W,7.959845
YPL126W,7.965869
YHR072W-A,7.968205
YOR272W,7.970091
YIL124W,7.971594
YER082C,7.972116
YMR026C,7.973203
YFL024C,7.978504
YNR047W,7.979432
YNL062C,7.979607
YPL154C,7.982568
YNL256W,7.983311
YJR051W,7.989878
YNL248C,7.990748
YOR294W,7.994147
YLR144C,7.994605
YGR173W,7.99581
YDR084C,7.998811
YOR045W,8.003253
YDL065C,8.00391
YOL081W,8.005282
YPR162C,8.005966
YBR214W,8.006742
YDR201W,8.008761
YPR056W,8.01045
YPR017C,8.010908
YOR048C,8.012705
YIL096C,8.015199
YHR016C,8.015274
YMR067C,8.021727
YKR024C,8.022956
YHR146W,8.028553
YNL312W,8.031399
YPL196W,8.032726
YOR280C,8.033912
YCL045C,8.034341
YCR036W,8.040551
YNL161W,8.043405
YDR439W,8.043899
YLR006C,8.045096
YLR421C,8.046517
YDR120C,8.051699
YNL307C,8.054514
YDL209C,8.054877
YDR206W,8.05796
YGR156W,8.061021
YML110C,8.061746
YPR072W,8.063396
YLR218C,8.065176
YJL073W,8.06753
YHR001W,8.072199
YNR052C,8.072313
YKR002W,8.073317
YHR148W,8.073332
YDL074C,8.073341
YBL082C,8.073626
YBR039W,8.0751
YDL129W,8.07519
YKL033W,8.075933
YOR125C,8.077257
YLR090W,8.078068
YER043C,8.078671
YJR105W,8.081347
YPR161C,8.083382
YIR012W,8.083702
YPR160W,8.084756
YDR406W,8.086626
YBR077C,8.091867
YIL038C,8.09257
YOR022C,8.094839
YBR026C,8.095241
YBR044C,8.096745
YGL141W,8.098019
YJL173C,8.098493
YBR286W,8.099946
YOR018W,8.104399
YGL020C,8.107207
YLR182W,8.107757
YPL002C,8.110561
YFR008W,8.112787
YIL083C,8.117419
YPL138C,8.121402
YOR276W,8.123049
YMR239C,8.126145
YIL077C,8.128509
YNL027W,8.12989
YGL228W,8.130029
YGR282C,8.131497
YDR287W,8.132236
YJL029C,8.13257
YNL315C,8.13307
YKL191W,8.136247
YDL148C,8.136353
YPL051W,8.136415
YAL031C,8.141678
YJR003C,8.142082
YDL234C,8.142332
YBR192W,8.144179
YDR060W,8.14996
YDR109C,8.150041
YBR111C,8.150484
YDR311W,8.151806
YKL028W,8.152555
YMR075W,8.15304
YMR294W,8.155801
YBR193C,8.157242
YIR024C,8.159351
YGR093W,8.161538
YBR139W,8.161824
YIL156W,8.164118
YDR251W,8.165204
YJL054W,8.166647
YMR211W,8.169012
YOR153W,8.173671
YJR141W,8.177724
YJL050W,8.182806
YNL278W,8.183018
YER086W,8.18348
YGR268C,8.185939
YLR262C-A,8.190857
YKL065C,8.191957
YPL195W,8.19233
YFL034W,8.192821
YOL147C,8.196155
YDR424C,8.204358
YKL204W,8.204367
YCR072C,8.204895
YHR034C,8.208195
YLR017W,8.210852
YHR158C,8.214286
YKL144C,8.218847
YDR425W,8.219094
YDL160C,8.219756
YNL282W,8.220593
YML048W,8.227087
YFL013C,8.227735
YOR357C,8.228372
YDR138W,8.230733
YAR015W,8.233017
YPR113W,8.234444
YGL227W,8.235693
YNR032C-A,8.237096
YDR458C,8.238762
YDL207W,8.239681
YMR241W,8.240495
YLR419W,8.240904
YPR180W,8.241078
YGR103W,8.24253
YOL143C,8.243322
YGR209C,8.247792
YMR302C,8.249583
YKL195W,8.256169
YPL074W,8.257132
YPL108W,8.257836
YPL266W,8.260567
YJR041C,8.260716
YDR116C,8.262096
YLR099C,8.262394
YGL236C,8.263406
YGL056C,8.263788
YGR181W,8.265638
YOR038C,8.266923
YDL052C,8.272319
YOR229W,8.275876
YOR194C,8.277771
YMR275C,8.28021
YFL001W,8.280342
YER089C,8.286209
YML103C,8.29063
YJR052W,8.292373
YMR185W,8.292699
YLR011W,8.294562
YJR031C,8.295231
YMR220W,8.296041
YGR040W,8.297406
YJL101C,8.298326
YLR284C,8.298919
YBR246W,8.299765
YGR117C,8.300212
YLR096W,8.303432
YGR159C,8.304996
YNL216W,8.309188
YPL083C,8.31089
YLR361C,8.313694
YLR114C,8.318807
YJR093C,8.32008
YGR029W,8.320204
YDR087C,8.324212
YOR243C,8.326339
YER014W,8.326393
YJR055W,8.3272
YFL049W,8.329543
YHR197W,8.329906
YGL041W-A,8.330485
YAL030W,8.330729
YKL173W,8.332396
YBR123C,8.334101
YKL126W,8.344063
YNL098C,8.350244
YPL128C,8.351538
YGL083W,8.352513
YLR002C,8.352577
YML120C,8.35293
YGL022W,8.354492
YGR166W,8.355801
YER171W,8.359267
YNL284C,8.362363
YHR099W,8.362413
YMR029C,8.364825
YDR299W,8.36622
YMR165C,8.369884
YKR095W-A,8.374447
YMR153W,8.375281
YLR305C,8.377186
YLR219W,8.380684
YDR204W,8.383154
YOR142W,8.385209
YKR063C,8.386687
YAL023C,8.389096
YPL098C,8.389362
YNL182C,8.389613
YDR088C,8.393078
YDR392W,8.39645
YOL124C,8.402375
YNR017W,8.403098
YOL144W,8.404766
YDL060W,8.406711
YIL046W,8.406744
YKR082W,8.407572
YJR100C,8.408798
YJL178C,8.40964
YGR030C,8.410491
YLR356W,8.412409
YKL074C,8.413106
YDR289C,8.413637
YOR211C,8.415328
YMR167W,8.415365
YNL123W,8.416846
YMR005W,8.417295
YGL078C,8.417849
YLL007C,8.417955
YMR024W,8.42069
YML022W,8.420918
YLR312W-A,8.425689
YDR348C,8.426024
YEL020W-A,8.430764
YOL056W,8.433496
YOR037W,8.435107
YLR197W,8.43681
YCR073W-A,8.438322
YNL041C,8.439362
YKL172W,8.439698
YNL231C,8.441623
YEL037C,8.442374
YBL037W,8.444007
YJL123C,8.446406
YDL188C,8.450088
YJR059W,8.452599
YPL091W,8.454193
YJL049W,8.459174
YMR108W,8.459305
YOL010W,8.463735
YER137C,8.46825
YML127W,8.468447
YHL039W,8.473021
YJR053W,8.474127
YIR026C,8.474528
YJL001W,8.47676
YBR264C,8.479522
YIR004W,8.480337
YDR329C,8.480546
YIL128W,8.482994
YHR038W,8.4835
YOR308C,8.493271
YPR143W,8.494841
YKR092C,8.502118
YDR347W,8.502661
YJR121W,8.503993
YLR058C,8.504285
YLR089C,8.509351
YMR013C,8.509374
YLL004W,8.510942
YIL016W,8.511651
YGR128C,8.511925
YLR180W,8.512015
YMR161W,8.515043
YIL159W,8.518062
YMR264W,8.518538
YDR294C,8.520986
YMR303C,8.521755
YOL023W,8.521826
YDR145W,8.524985
YNL097C,8.526387
YDR096W,8.527274
YHR040W,8.534174
YDL171C,8.534926
YDR089W,8.537974
YLR326W,8.538767
YMR093W,8.54298
YKR081C,8.546155
YDL173W,8.54841
YDR449C,8.553423
YBR279W,8.553622
YNL087W,8.557031
YCL031C,8.566797
YOR304W,8.567637
YMR229C,8.567895
YIL103W,8.574482
YCL054W,8.575024
YLR319C,8.578164
YBR247C,8.579332
YOL109W,8.58494
YKR028W,8.585095
YFL008W,8.585368
YPL105C,8.590897
YML020W,8.591136
YDR408C,8.592232
YNL011C,8.595809
YIL125W,8.59666
YNL197C,8.598444
YFR047C,8.602947
YDR062W,8.603166
YML074C,8.608575
YOR286W,8.611018
YCR084C,8.613033
YKL025C,8.616448
YBL008W,8.616886
YGL201C,8.61768
YJL109C,8.620652
YBL099W,8.620783
YER178W,8.625998
YGR097W,8.627559
YHR009C,8.629415
YPL015C,8.631336
YHL014C,8.635524
YJR060W,8.639606
YLR078C,8.641216
YHR106W,8.646878
YPR133C,8.647468
YPR168W,8.649774
YPL101W,8.650264
YJR131W,8.651632
YNL135C,8.659247
YER083C,8.662419
YGR163W,8.662699
YER068W,8.66576
YDR192C,8.667449
YJR049C,8.668083
YPL246C,8.668843
YDR232W,8.677604
YPL217C,8.679934
YDR398W,8.682522
YGR123C,8.683729
YBR030W,8.683794
YDL027C,8.69036
YBR095C,8.69071
YNL040W,8.691568
YJL200C,8.693124
YHR062C,8.693814
YJL061W,8.694697
YBR236C,8.698433
YLL034C,8.698574
YGL112C,8.701955
YFR040W,8.704674
YJL010C,8.706635
YDR323C,8.710719
YMR076C,8.712876
YPL178W,8.715782
YOR340C,8.71815
YGR134W,8.718883
YBL022C,8.723166
YLR153C,8.73149
YGL068W,8.734854
YLR106C,8.735815
YLR372W,8.736914
YFR028C,8.738039
YFR014C,8.745605
YHR155W,8.747555
YNL111C,8.750078
YGR072W,8.750305
YLR196W,8.750494
YGR099W,8.756781
YER094C,8.76053
YPR179C,8.761437
YPL206C,8.763583
YMR077C,8.766726
YNL048W,8.767988
YOR160W,8.76802
YDL185W,8.769485
YPR052C,8.773108
YIR009W,8.774431
YLR222C,8.774599
YLR077W,8.777322
YDL078C,8.777592
YLR226W,8.777797
YGL111W,8.777837
YLR075W,8.778139
YDL161W,8.77816
YPL009C,8.779753
YOR070C,8.784071
YBR058C,8.784318
YBR055C,8.787039
YFL017W-A,8.789808
YER080W,8.790538
YLR215C,8.795663
YGR132C,8.795997
YOR014W,8.796747
YNR001C,8.798313
YMR258C,8.799971
YGL190C,8.80051
YNL181W,8.801571
YLR069C,8.803695
YLR018C,8.804173
YFR016C,8.806896
YML014W,8.811622
YMR226C,8.818798
YLR388W,8.819244
YGL231C,8.819903
YIL039W,8.820137
YNR043W,8.821269
YJL183W,8.822481
YGR068C,8.822556
YDR020C,8.822927
YDR081C,8.824865
YLL021W,8.824976
YKL113C,8.827405
YBR084W,8.82913
YOR095C,8.830908
YNL207W,8.831653
YGR021W,8.839265
YDR148C,8.843936
YDR481C,8.844863
YLR413W,8.846494
YBL017C,8.847732
YML072C,8.848559
YLR148W,8.849711
YPL132W,8.850448
YPL007C,8.851571
YKL052C,8.856225
YNL244C,8.857332
YDR480W,8.857422
YPL183C,8.858315
YOL042W,8.858655
YDR012W,8.858944
YIL063C,8.860456
YDR469W,8.862479
YGL133W,8.866188
YGR152C,8.86862
YKL194C,8.869157
YGR147C,8.870396
YCL011C,8.872976
YHR191C,8.875258
YOL069W,8.877377
YOR185C,8.877427
YKL069W,8.879546
YNL253W,8.881975
YLR324W,8.883888
YDR170C,8.884696
YLR337C,8.885785
YOR004W,8.886027
YER009W,8.890073
YGR113W,8.890493
YHR066W,8.895521
YNL193W,8.89574
YDR493W,8.896215
YER049W,8.89824
YGR286C,8.898758
YML095C,8.899634
YLR146C,8.901413
YNL156C,8.906039
YBL074C,8.907258
YBL045C,8.909033
YKL002W,8.91225
YIR022W,8.913998
YLR440C,8.914717
YGR005C,8.915167
YOR219C,8.91537
YMR041C,8.919929
YPL259C,8.921123
YLR095C,8.92361
YDR245W,8.924038
YNL227C,8.927233
YMR217W,8.927663
YJL046W,8.929699
YDL122W,8.931798
YGL065C,8.931976
YMR130W,8.933583
YLR401C,8.935946
YMR086W,8.938272
YLR221C,8.939234
YJL165C,8.946202
YOL125W,8.950064
YML035C,8.950469
YDR013W,8.95412
YPL050C,8.955418
YDL045C,8.955528
YJL179W,8.955654
YAL013W,8.956935
YNL249C,8.958694
YKR065C,8.959934
YOL087C,8.963051
YMR223W,8.964192
YNR033W,8.964476
YNL084C,8.970301
YKL203C,8.976447
YPL218W,8.976929
YOL027C,8.977747
YNL236W,8.981403
YDR541C,8.984832
YKL092C,8.985297
YDL212W,8.986476
YHL031C,8.989389
YDL166C,8.989406
YDR051C,8.990775
YOL115W,8.992094
YGL145W,8.99282
YKR018C,8.995579
YLL036C,9.002183
YLR220W,9.007538
YBR149W,9.011112
YDL086W,9.011362
YHR127W,9.016488
YGR122W,9.019058
YGL241W,9.021537
YER025W,9.021902
YLR449W,9.021946
YOR085W,9.024602
YGR162W,9.02514
YHR028C,9.025596
YBR126C,9.026937
YNL267W,9.027593
YGR193C,9.028211
YER020W,9.030621
YDR394W,9.031066
YPL226W,9.032143
YML112W,9.033799
YLR043C,9.037081
YBR245C,9.037664
YDL178W,9.040331
YGL016W,9.042048
YMR129W,9.042348
YDR246W,9.045207
YGL092W,9.045316
YKR072C,9.045875
YKL018C-A,9.050556
YDR032C,9.052532
YBR143C,9.054836
YOR319W,9.05549
YJL146W,9.056917
YMR080C,9.058969
YFL014W,9.061667
YGR202C,9.065197
YKL114C,9.066541
YOL138C,9.069727
YDR257C,9.072065
YCL057W,9.073069
YCR028C-A,9.073797
YJL041W,9.074406
YKL165C,9.075162
YHR024C,9.076975
YDR068W,9.077509
YLR207W,9.079134
YAR007C,9.080873
YLR055C,9.080904
YHR199C,9.082144
YHR089C,9.084186
YDR280W,9.086839
YLR258W,9.087931
YDR310C,9.097917
YNR023W,9.098617
YLR325C,9.099488
YEL034W,9.099698
YBR170C,9.100578
YOR311C,9.101819
YIL065C,9.102061
YAL026C,9.106969
YEL056W,9.109281
YDR101C,9.110287
YPL152W,9.110772
YOL149W,9.111132
YMR004W,9.111551
YJL069C,9.118502
YPR152C,9.119673
YDR390C,9.120447
YOR204W,9.121802
YLR438C-A,9.121917
YER113C,9.124285
YJL117W,9.12723
YGR200C,9.128307
YKR079C,9.13168
YBR263W,9.132113
YMR243C,9.132458
YCR076C,9.13478
YPR004C,9.143359
YNR013C,9.14372
YKL181W,9.147252
YKL210W,9.151773
YGR263C,9.156108
YJL164C,9.159908
YOR140W,9.16064
YJR067C,9.161759
YDR376W,9.16217
YDR190C,9.164494
YDR156W,9.166565
YGL050W,9.16713
YHR188C,9.168361
YAL029C,9.16853
YDR362C,9.169173
YGR233C,9.17468
YOL022C,9.175109
YJR070C,9.176397
YOR123C,9.176805
YOR021C,9.177176
YER022W,9.177626
YLR250W,9.178552
YOR253W,9.181244
YDR477W,9.181446
YPL245W,9.183748
YJL074C,9.183754
YMR183C,9.186763
YPR111W,9.188068
YDR303C,9.188503
YBR130C,9.188643
YOR232W,9.188738
YPL120W,9.188935
YBR052C,9.189409
YNL313C,9.190243
YER057C,9.190784
YNL206C,9.192128
YNL258C,9.194078
YLL023C,9.194263
YGL122C,9.197682
YDL066W,9.198844
YNL118C,9.203831
YDR031W,9.20406
YMR203W,9.204926
YDR322W,9.206042
YNL222W,9.206584
YBL034C,9.213896
YGL086W,9.216662
YOL123W,9.217684
YPL212C,9.219709
YER122C,9.22215
YOR063W,9.222355
YPR125W,9.23107
YHR121W,9.231887
YGL120C,9.232506
YFR010W,9.232751
YMR168C,9.234985
YML125C,9.235814
YER048C,9.236684
YOL001W,9.241182
YGR061C,9.241199
YGR284C,9.242732
YLR427W,9.244463
YHL007C,9.246407
YIL022W,9.249435
YHR052W,9.253034
YOR165W,9.254979
YGR019W,9.256395
YCR088W,9.257237
YBL056W,9.266797
YMR269W,9.267353
YDR231C,9.269344
YKL027W,9.27199
YLR330W,9.273409
YHR170W,9.273943
YNL020C,9.276511
YCR020W-B,9.280962
YHR085W,9.282271
YPR137W,9.282879
YLR150W,9.285052
YHL033C,9.285133
YOR187W,9.288157
YAL043C,9.29108
YCR077C,9.295529
YNL045W,9.296052
YJL125C,9.298481
YHR169W,9.30334
YJL087C,9.307346
YNR026C,9.308301
YKR055W,9.308633
YOR126C,9.308969
YDR358W,9.309218
YML012W,9.309623
YGR082W,9.310606
YOR227W,9.310967
YHR076W,9.31352
YER134C,9.31485
YJR072C,9.319348
YLR384C,9.320069
YER110C,9.323015
YDR117C,9.327592
YNL308C,9.327662
YBL058W,9.328019
YML114C,9.328835
YMR106C,9.332499
YJL042W,9.339761
YLR128W,9.342688
YLR192C,9.343747
YLR201C,9.34525
YDR129C,9.346255
YML086C,9.347614
YMR301C,9.349916
YDR305C,9.352796
YPL262W,9.355962
YKL023W,9.359458
YLR248W,9.359726
YJR096W,9.362967
YML097C,9.363006
YLR262C,9.364066
YER168C,9.365362
YER166W,9.367965
YMR240C,9.374983
YBR201W,9.381063
YDR295C,9.382225
YBR155W,9.382797
YJR076C,9.38409
YPL040C,9.385142
YMR124W,9.388211
YPR058W,9.390688
YGR271W,9.39104
YDL132W,9.392186
YPL210C,9.393013
YDL007W,9.393392
YCR043C,9.394015
YDR021W,9.394649
YDL126C,9.395767
YLR088W,9.396655
YDL236W,9.398453
YDR500C,9.400949
YDR365C,9.403347
YLR129W,9.406725
YJR014W,9.406904
YMR131C,9.40734
YIL027C,9.409033
YBR221C,9.409131
YDR527W,9.412667
YIL043C,9.413725
YJR098C,9.413895
YGR148C,9.416036
YBL026W,9.417384
YOL148C,9.424959
YLR398C,9.427256
YNL061W,9.428325
YPR133W-A,9.429942
YOR332W,9.432314
YAL055W,9.434131
YPL146C,9.434255
YPL169C,9.434464
YJL204C,9.436304
YDR001C,9.437334
YDR489W,9.437757
YPL188W,9.439025
YER146W,9.439162
YCR052W,9.439726
YDR165W,9.446947
YFR001W,9.447938
YDR049W,9.453215
YMR247C,9.454855
YLR185W,9.456718
YMR265C,9.456804
YPL134C,9.456959
YFR025C,9.458614
YER132C,9.458841
YHR013C,9.461493
YJL134W,9.461526
YOR335C,9.462827
YJR019C,9.463759
YNL130C,9.464835
YEL026W,9.465451
YJL005W,9.468722
YOR036W,9.475618
YGL106W,9.476495
YGL043W,9.47879
YMR152W,9.479267
YGL125W,9.481778
YBL015W,9.481928
YCL035C,9.485144
YGL233W,9.48998
YOR173W,9.490975
YGR198W,9.491702
YGL023C,9.492191
YPL032C,9.492837
YIL145C,9.492991
YER149C,9.49411
YPR189W,9.501223
YGL220W,9.501874
YCR024C,9.50325
YAL035W,9.503272
YPR089W,9.503383
YIL106W,9.510542
YGR261C,9.510938
YMR250W,9.511174
YDR091C,9.513942
YML057W,9.514462
YOR326W,9.514546
YGL060W,9.514884
YPL161C,9.516341
YER036C,9.51895
YMR091C,9.519544
YDR372C,9.523339
YDR346C,9.525104
YHR027C,9.525246
YGL108C,9.526925
YBL039C,9.529443
YGL005C,9.532997
YBR016W,9.535807
YGL238W,9.537308
YOR285W,9.540792
YEL003W,9.54252
YNL323W,9.543355
YPL241C,9.544096
YGR223C,9.545734
YOL142W,9.546582
YMR228W,9.547632
YML016C,9.551104
YDL064W,9.555147
YGR048W,9.557091
YOR094W,9.557704
YHR171W,9.560102
YGL100W,9.562915
YLR333C,9.564483
YPR110C,9.565903
YGL234W,9.566328
YPR028W,9.56848
YKL039W,9.569716
YMR146C,9.570148
YHR039C-A,9.572896
YGR270W,9.575275
YDR382W,9.575739
YDR320C,9.577897
YOR310C,9.580766
YIR017C,9.581285
YLR306W,9.581381
YML001W,9.585328
YGR135W,9.585687
YJR033C,9.586042
YLL014W,9.587447
YOR257W,9.590012
YJL154C,9.59151
YIL133C,9.593053
YNL096C,9.593268
YMR072W,9.593288
YHL023C,9.594946
YPR129W,9.59761
YKL019W,9.598239
YGL119W,9.60023
YOL049W,9.602473
YMR049C,9.602769
YAR002C-A,9.603298
YPL063W,9.605474
YJR006W,9.605924
YPL237W,9.607702
YBR127C,9.617673
YBR101C,9.618535
YGR210C,9.621641
YPR118W,9.62244
YNR030W,9.624977
YPR135W,9.625345
YDR510W,9.629038
YGL076C,9.630681
YDR267C,9.632085
YPL115C,9.633335
YDR333C,9.634821
YEL022W,9.635194
YER165W,9.637472
YML094W,9.637587
YNL001W,9.638031
YOR274W,9.638182
YCR009C,9.639414
YHL025W,9.642141
YDL092W,9.642304
YGR078C,9.642428
YDL229W,9.643167
YDR172W,9.644191
YER072W,9.652532
YDL235C,9.657442
YLR028C,9.657938
YPL143W,9.659049
YPR091C,9.659482
YDR233C,9.663026
YLR151C,9.663838
YPR163C,9.664288
YER031C,9.664585
YAL003W,9.667319
YPL084W,9.668581
YDL014W,9.668791
YJR064W,9.669077
YOR216C,9.670856
YEL059C-A,9.67256
YDR019C,9.674488
YLR441C,9.678519
YBL067C,9.678806
YJL128C,9.688555
YBR137W,9.689148
YLR021W,9.690682
YKL006W,9.690884
YER021W,9.693087
YKL127W,9.694717
YHR108W,9.696088
YMR285C,9.696377
YCL039W,9.704261
YML105C,9.710475
YDR074W,9.710852
YBR125C,9.713721
YJR007W,9.71427
YHR058C,9.715027
YPL249C-A,9.716249
YBR151W,9.72532
YDR176W,9.72885
YOL098C,9.729491
YDR460W,9.730379
YOR275C,9.735023
YIL115C,9.736752
YMR300C,9.737659
YNL134C,9.742678
YPL099C,9.743195
YEL036C,9.743248
YLR172C,9.746521
YOL090W,9.74852
YMR277W,9.748974
YMR038C,9.749418
YLR435W,9.752772
YOL127W,9.755324
YOR369C,9.758422
YML082W,9.760208
YDR279W,9.76034
YER182W,9.760386
YOL057W,9.760774
YGR095C,9.761278
YLL035W,9.76143
YGL164C,9.761889
YOR234C,9.763059
YNR051C,9.764951
YOR222W,9.766361
YMR315W,9.768991
YKL106W,9.771689
YDR268W,9.772502
YPL111W,9.773495
YKL033W-A,9.774556
YHR114W,9.774591
YOR016C,9.775962
YLR189C,9.777691
YNL189W,9.778382
YOR288C,9.778608
YGR116W,9.784993
YPR055W,9.785332
YCR051W,9.786318
YBL091C,9.789507
YHR003C,9.789892
YNL050C,9.790383
YCR035C,9.792086
YPL012W,9.792635
YGR167W,9.794334
YNL059C,9.796351
YLR233C,9.796406
YIL091C,9.800336
YOL139C,9.802227
YHR064C,9.804917
YLR005W,9.809275
YKL091C,9.810286
YKR008W,9.811163
YBL066C,9.81608
YLR029C,9.816887
YBR176W,9.818125
YMR261C,9.819856
YDR312W,9.821614
YOL121C,9.824385
YIL076W,9.826724
YJR017C,9.831369
YOR251C,9.831898
YIL075C,9.832499
YNL153C,9.836054
YBR031W,9.83728
YER157W,9.837461
YLR347C,9.838679
YOR261C,9.842645
YHR117W,9.84274
YOR117W,9.842865
YLR397C,9.844221
YNL069C,9.846482
YGR083C,9.847342
YFL034C-A,9.847378
YCR057C,9.849688
YPL094C,9.851081
YKL009W,9.856824
YFL005W,9.857682
YCR027C,9.857909
YOL021C,9.858747
YFR037C,9.86071
YDR167W,9.862753
YLR442C,9.865326
YIL078W,9.86552
YDR388W,9.86622
YNL185C,9.866956
YJR143C,9.867316
YBR041W,9.867918
YBR002C,9.869112
YHR069C,9.869366
YDL018C,9.87067
YIL030C,9.871284
YBR110W,9.871561
YBR059C,9.873373
YOR086C,9.874461
YLR439W,9.876466
YDR407C,9.880716
YNL292W,9.883174
YBR235W,9.884689
YGL157W,9.885367
YKL117W,9.88644
YER174C,9.886779
YDR292C,9.901813
YPL075W,9.907796
YBL024W,9.909266
YDL201W,9.912736
YPL031C,9.91543
YOR206W,9.916321
YBL092W,9.916567
YDR432W,9.919158
YOL061W,9.920102
YHR074W,9.924216
YPL079W,9.925804
YNL199C,9.926087
YDR189W,9.926219
YGL031C,9.926636
YNL132W,9.927085
YMR298W,9.930467
YLR181C,9.932135
YDL181W,9.937124
YER005W,9.937824
YGR285C,9.940428
YPL243W,9.942163
YER183C,9.942533
YDR212W,9.942729
YOR096W,9.944597
YPL233W,9.949426
YGL014W,9.950657
YDR490C,9.957198
YLR361C-A,9.957282
YKL054C,9.958977
YML030W,9.960584
YNL232W,9.960967
YOR042W,9.964796
YMR109W,9.969081
YLR292C,9.971786
YPR114W,9.975189
YFL018C,9.975375
YJR101W,9.979048
YEL002C,9.980533
YLR412W,9.983277
YMR119W,9.983346
YMR012W,9.983861
YHR042W,9.986783
YOR197W,9.986894
YOR241W,9.987378
YGL155W,9.987904
YBR166C,9.988344
YOR239W,9.989149
YKL081W,9.990129
YJR103W,9.990865
YGR174C,9.991152
YNL329C,9.992051
YBR154C,9.99266
