regulator_id,count,Systematic Name,regulator
YNL229C,19,"['YBR084C-A', 'YDR156W', 'YDR451C', 'YEL017C-A', 'YFR031C-A', 'YGR214W', 'YHR010W', 'YHR136C', 'YIL018W', 'YIR016W', 'YJR036C', 'YJR127C', 'YJR152W', 'YLR448W', 'YML063W', 'YOR234C', 'YPL082C', 'YPL143W', 'YPR036W-A']",URE2
YNL236W,333,"['YAL004W', 'YAL012W', 'YAL016W', 'YAL038W', 'YAL040C', 'YAL042W', 'YAL064W-B', 'YAL065C', 'YBL032W', 'YBL051C', 'YBL059W', 'YBL066C', 'YBL072C', 'YBL081W', 'YBL099W', 'YBL100C', 'YBL107C', 'YBL111C', 'YBL112C', 'YBL113C', 'YBR005W', 'YBR009C', 'YBR015C', 'YBR031W', 'YBR039W', 'YBR066C', 'YBR067C', 'YBR068C', 'YBR069C', 'YBR078W', 'YBR082C', 'YBR118W', 'YBR120C', 'YBR145W', 'YBR156C', 'YBR158W', 'YBR162C', 'YBR196C', 'YBR214W', 'YBR234C', 'YBR238C', 'YBR249C', 'YBR263W', 'YBR286W', 'YBR287W', 'YCL009C', 'YCL030C', 'YCL043C', 'YCL045C', 'YCL051W', 'YCL054W', 'YCL058C', 'YCL064C', 'YCR012W', 'YCR028C-A', 'YCR039C', 'YCR048W', 'YCR053W', 'YCR072C', 'YCR082W', 'YDL022W', 'YDL037C', 'YDL095W', 'YDL096C', 'YDL126C', 'YDL128W', 'YDL185W', 'YDR100W', 'YDR149C', 'YDR188W', 'YDR194C', 'YDR234W', 'YDR238C', 'YDR266C', 'YDR292C', 'YDR293C', 'YDR298C', 'YDR322C-A', 'YDR327W', 'YDR331W', 'YDR356W', 'YDR380W', 'YDR385W', 'YDR388W', 'YDR436W', 'YDR444W', 'YDR477W', 'YEL013W', 'YEL046C', 'YEL065W', 'YER003C', 'YER036C', 'YER041W', 'YER056C', 'YER070W', 'YER073W', 'YER086W', 'YER090W', 'YER110C', 'YER125W', 'YER145C', 'YER150W', 'YER165W', 'YER190W', 'YFL004W', 'YFL018C', 'YFL031W', 'YFL064C', 'YFL066C', 'YFL067W', 'YFR009W', 'YFR018C', 'YFR053C', 'YFR055W', 'YGL008C', 'YGL014W', 'YGL022W', 'YGL026C', 'YGL028C', 'YGL032C', 'YGL033W', 'YGL049C', 'YGL055W', 'YGL120C', 'YGL137W', 'YGL187C', 'YGL191W', 'YGL234W', 'YGL238W', 'YGL245W', 'YGL253W', 'YGR054W', 'YGR055W', 'YGR086C', 'YGR087C', 'YGR090W', 'YGR094W', 'YGR106C', 'YGR119C', 'YGR122W', 'YGR123C', 'YGR124W', 'YGR155W', 'YGR157W', 'YGR160W', 'YGR162W', 'YGR175C', 'YGR177C', 'YGR180C', 'YGR185C', 'YGR199W', 'YGR204W', 'YGR210C', 'YGR234W', 'YGR240C', 'YGR254W', 'YGR259C', 'YGR264C', 'YGR271W', 'YGR279C', 'YGR285C', 'YHL043W', 'YHL049C', 'YHL050C', 'YHR001W-A', 'YHR019C', 'YHR020W', 'YHR025W', 'YHR027C', 'YHR047C', 'YHR070W', 'YHR071W', 'YHR073W', 'YHR086W', 'YHR113W', 'YHR117W', 'YHR119W', 'YHR174W', 'YHR188C', 'YHR208W', 'YHR214W', 'YHR216W', 'YHR218W', 'YHR219W', 'YIL005W', 'YIL009W', 'YIL022W', 'YIL033C', 'YIL040W', 'YIL050W', 'YIL075C', 'YIL078W', 'YIL084C', 'YIL108W', 'YIL109C', 'YIL121W', 'YIL123W', 'YIL125W', 'YIL147C', 'YIR022W', 'YIR034C', 'YJL008C', 'YJL012C', 'YJL014W', 'YJL032W', 'YJL042W', 'YJL069C', 'YJL111W', 'YJL138C', 'YJL159W', 'YJR016C', 'YJR045C', 'YJR048W', 'YJR085C', 'YJR143C', 'YJR147W', 'YKL001C', 'YKL003C', 'YKL016C', 'YKL029C', 'YKL036C', 'YKL043W', 'YKL060C', 'YKL064W', 'YKL073W', 'YKL080W', 'YKL081W', 'YKL088W', 'YKL096W', 'YKL104C', 'YKL127W', 'YKL163W', 'YKL175W', 'YKL191W', 'YKL210W', 'YKL216W', 'YKR018C', 'YKR042W', 'YKR059W', 'YLL010C', 'YLL018C', 'YLL024C', 'YLL045C', 'YLR029C', 'YLR044C', 'YLR058C', 'YLR060W', 'YLR110C', 'YLR134W', 'YLR158C', 'YLR159W', 'YLR162W', 'YLR162W-A', 'YLR249W', 'YLR264W', 'YLR286C', 'YLR337C', 'YLR355C', 'YLR357W', 'YLR379W', 'YLR395C', 'YLR413W', 'YLR432W', 'YLR463C', 'YLR465C', 'YLR466W', 'YML007W', 'YML075C', 'YML081C-A', 'YML114C', 'YML115C', 'YML117W', 'YML126C', 'YML133C', 'YMR041C', 'YMR046W-A', 'YMR085W', 'YMR108W', 'YMR121C', 'YMR195W', 'YMR205C', 'YMR251W-A', 'YMR303C', 'YMR307W', 'YMR309C', 'YNL076W', 'YNL135C', 'YNL190W', 'YNL209W', 'YNL239W', 'YNL241C', 'YNL242W', 'YNL273W', 'YNL276C', 'YNL287W', 'YNL327W', 'YNL329C', 'YOL005C', 'YOL014W', 'YOL039W', 'YOL086C', 'YOL098C', 'YOL123W', 'YOL126C', 'YOL158C', 'YOR034C', 'YOR056C', 'YOR063W', 'YOR071C', 'YOR204W', 'YOR287C', 'YOR310C', 'YOR321W', 'YOR374W', 'YOR375C', 'YOR382W', 'YOR385W', 'YPL036W', 'YPL049C', 'YPL061W', 'YPL106C', 'YPL145C', 'YPL179W', 'YPL211W', 'YPL238C', 'YPL240C', 'YPR016C', 'YPR020W', 'YPR033C', 'YPR041W', 'YPR043W', 'YPR044C', 'YPR075C']",SIN4
YNL257C,10,"['YCR021C', 'YJR037W', 'YLR194C', 'YMR316W', 'YNL077W', 'YOL014W', 'YOL016C', 'YOR220W', 'YOR385W', 'YPL014W']",SIP3
YNL309W,47,"['YBR291C', 'YCR021C', 'YCR065W', 'YDL052C', 'YDL152W', 'YDR524C', 'YDR524C-B', 'YDR524W-C', 'YDR525W-A', 'YDR527W', 'YDR534C', 'YER145C', 'YGR109C', 'YGR137W', 'YGR221C', 'YGR222W', 'YHL047C', 'YHR061C', 'YJL076W', 'YJR134C', 'YKL059C', 'YKL070W', 'YKL096C-B', 'YKL096W', 'YKL096W-A', 'YLR142W', 'YMR055C', 'YMR172C-A', 'YMR307W', 'YNL073W', 'YNL101W', 'YNL289W', 'YNL310C', 'YOL007C', 'YOL158C', 'YOR076C', 'YOR246C', 'YOR247W', 'YOR372C', 'YOR373W', 'YOR381W', 'YOR382W', 'YOR383C', 'YPL240C', 'YPL255W', 'YPL256C', 'YPR020W']",STB1
YNL314W,58,"['YBR007C', 'YBR045C', 'YBR086C', 'YBR087W', 'YCR021C', 'YDL006W', 'YDL170W', 'YDL171C', 'YDL187C', 'YDR032C', 'YDR033W', 'YDR042C', 'YDR067C', 'YDR068W', 'YDR524C', 'YDR524C-B', 'YDR524W-C', 'YDR525W-A', 'YDR527W', 'YDR536W', 'YER045C', 'YER046W', 'YER133W', 'YGL251C', 'YGR075C', 'YGR166W', 'YHR071W', 'YHR157W', 'YIR024C', 'YIR025W', 'YIR027C', 'YIR028W', 'YIR029W', 'YIR030C', 'YIR031C', 'YJL076W', 'YKL096C-B', 'YKL096W-A', 'YKL124W', 'YLR110C', 'YLR134W', 'YLR430W', 'YLR438W', 'YMR251W-A', 'YMR257C', 'YMR264W', 'YNL004W', 'YNL005C', 'YNL137C', 'YNL279W', 'YNL280C', 'YNL324W', 'YOL016C', 'YOL152W', 'YOR360C', 'YOR385W', 'YPR144C', 'YPR145W']",DAL82
YNL330C,324,"['YAL001C', 'YAL014C', 'YAL041W', 'YAR015W', 'YAR033W', 'YAR035C-A', 'YBL030C', 'YBL039C', 'YBL042C', 'YBL063W', 'YBL079W', 'YBL095W', 'YBR030W', 'YBR035C', 'YBR047W', 'YBR062C', 'YBR066C', 'YBR076W', 'YBR090C', 'YBR114W', 'YBR126C', 'YBR142W', 'YBR156C', 'YBR198C', 'YBR225W', 'YBR230C', 'YBR263W', 'YBR283C', 'YBR285W', 'YBR298C', 'YCL036W', 'YCL043C', 'YCL063W', 'YCL064C', 'YCR012W', 'YCR036W', 'YCR089W', 'YCR095C', 'YDL022W', 'YDL039C', 'YDL079C', 'YDL082W', 'YDL085W', 'YDL120W', 'YDL127W', 'YDL130W', 'YDL133W', 'YDL136W', 'YDL191W', 'YDL194W', 'YDL201W', 'YDR046C', 'YDR074W', 'YDR077W', 'YDR123C', 'YDR144C', 'YDR148C', 'YDR169C-A', 'YDR178W', 'YDR182W-A', 'YDR184C', 'YDR190C', 'YDR201W', 'YDR207C', 'YDR222W', 'YDR240C', 'YDR281C', 'YDR297W', 'YDR302W', 'YDR309C', 'YDR320C-A', 'YDR337W', 'YDR345C', 'YDR359C', 'YDR372C', 'YDR373W', 'YDR376W', 'YDR436W', 'YDR446W', 'YDR447C', 'YDR485C', 'YDR510W', 'YER021W', 'YER034W', 'YER038C', 'YER067W', 'YER070W', 'YER091C', 'YER092W', 'YER112W', 'YER145C', 'YER150W', 'YFL007W', 'YFL045C', 'YFL050C', 'YFR036W', 'YGL026C', 'YGL032C', 'YGL062W', 'YGL075C', 'YGL103W', 'YGL125W', 'YGL150C', 'YGL175C', 'YGL184C', 'YGL216W', 'YGL251C', 'YGR009C', 'YGR034W', 'YGR055W', 'YGR085C', 'YGR086C', 'YGR088W', 'YGR101W', 'YGR110W', 'YGR117C', 'YGR118W', 'YGR119C', 'YGR155W', 'YGR170W', 'YGR188C', 'YGR243W', 'YGR244C', 'YGR275W', 'YGR279C', 'YGR280C', 'YHL024W', 'YHL033C', 'YHL035C', 'YHL036W', 'YHR006W', 'YHR010W', 'YHR019C', 'YHR020W', 'YHR021W-A', 'YHR060W', 'YHR069C', 'YHR080C', 'YHR089C', 'YHR097C', 'YHR105W', 'YHR124W', 'YHR132W-A', 'YHR135C', 'YHR149C', 'YHR150W', 'YHR179W', 'YHR202W', 'YIL069C', 'YIL076W', 'YIL120W', 'YIL121W', 'YIL133C', 'YIL142W', 'YIL148W', 'YIL173W', 'YIR013C', 'YJL091C', 'YJL096W', 'YJL106W', 'YJL123C', 'YJL159W', 'YJL177W', 'YJL178C', 'YJL187C', 'YJL191W', 'YJL222W', 'YJR004C', 'YJR010W', 'YJR094C', 'YJR094W-A', 'YJR098C', 'YJR102C', 'YJR109C', 'YJR115W', 'YJR144W', 'YJR149W', 'YKL007W', 'YKL015W', 'YKL029C', 'YKL052C', 'YKL086W', 'YKL106W', 'YKL107W', 'YKL178C', 'YKL180W', 'YKL186C', 'YKL217W', 'YKR018C', 'YKR022C', 'YLL019C', 'YLL026W', 'YLL045C', 'YLR048W', 'YLR058C', 'YLR061W', 'YLR073C', 'YLR080W', 'YLR114C', 'YLR191W', 'YLR193C', 'YLR197W', 'YLR219W', 'YLR264C-A', 'YLR303W', 'YLR344W', 'YLR361C-A', 'YLR406C', 'YLR417W', 'YLR465C', 'YML003W', 'YML010W', 'YML021C', 'YML034W', 'YML038C', 'YML052W', 'YML061C', 'YML063W', 'YML064C', 'YML070W', 'YML098W', 'YML100W', 'YML101C', 'YMR008C', 'YMR033W', 'YMR070W', 'YMR105W-A', 'YMR135C', 'YMR139W', 'YMR142C', 'YMR143W', 'YMR169C', 'YMR175W', 'YMR195W', 'YMR212C', 'YMR220W', 'YMR234W', 'YMR242C', 'YMR253C', 'YMR277W', 'YMR279C', 'YMR280C', 'YMR285C', 'YMR295C', 'YMR296C', 'YNL069C', 'YNL077W', 'YNL107W', 'YNL135C', 'YNL149C', 'YNL194C', 'YNL210W', 'YNL231C', 'YNL278W', 'YNL289W', 'YNL298W', 'YNL305C', 'YNL308C', 'YNR009W', 'YNR068C', 'YOL011W', 'YOL012C', 'YOL014W', 'YOL019W-A', 'YOL020W', 'YOL039W', 'YOL076W', 'YOL088C', 'YOL124C', 'YOL127W', 'YOL141W', 'YOL155C', 'YOR025W', 'YOR028C', 'YOR062C', 'YOR074C', 'YOR095C', 'YOR096W', 'YOR107W', 'YOR132W', 'YOR151C', 'YOR158W', 'YOR161C', 'YOR164C', 'YOR181W', 'YOR195W', 'YOR196C', 'YOR220W', 'YOR250C', 'YOR286W', 'YOR292C', 'YOR302W', 'YOR303W', 'YOR312C', 'YOR341W', 'YOR354C', 'YOR369C', 'YPL016W', 'YPL066W', 'YPL079W', 'YPL081W', 'YPL090C', 'YPL092W', 'YPL111W', 'YPL137C', 'YPL144W', 'YPL145C', 'YPL155C', 'YPL163C', 'YPL171C', 'YPL198W', 'YPL242C', 'YPL256C', 'YPL264C', 'YPL265W', 'YPR054W', 'YPR102C', 'YPR103W', 'YPR121W', 'YPR124W', 'YPR138C', 'YPR145W', 'YPR159C-A', 'YPR201W']",RPD3
YNR010W,23,"['YBR249C', 'YCL040W', 'YCL042W', 'YCL064C', 'YDR019C', 'YFL014W', 'YGR159C', 'YGR160W', 'YIL015W', 'YKL096W', 'YKL216W', 'YKR093W', 'YLR058C', 'YLR231C', 'YLR420W', 'YMR189W', 'YMR319C', 'YNL160W', 'YNR044W', 'YNR075W', 'YOL126C', 'YOL158C', 'YOR010C']",CSE2
YOL004W,164,"['YAL003W', 'YAL038W', 'YAR071W', 'YBL064C', 'YBL092W', 'YBL098W', 'YBR006W', 'YBR010W', 'YBR031W', 'YBR067C', 'YBR118W', 'YBR139W', 'YBR191W', 'YBR214W', 'YBR230C', 'YBR244W', 'YBR296C', 'YBR302C', 'YCL025C', 'YCL038C', 'YCL040W', 'YCL042W', 'YCL064C', 'YCR010C', 'YCR021C', 'YCR061W', 'YDL023C', 'YDL037C', 'YDL082W', 'YDL241W', 'YDR019C', 'YDR034W-B', 'YDR209C', 'YDR309C', 'YDR341C', 'YDR450W', 'YDR461W', 'YEL012W', 'YEL020C', 'YEL038W', 'YEL065W', 'YER026C', 'YER028C', 'YER044C', 'YER052C', 'YER079W', 'YER119C', 'YER152C', 'YFL026W', 'YFL031W', 'YFL062W', 'YFR009W', 'YFR047C', 'YGL032C', 'YGL062W', 'YGL104C', 'YGL125W', 'YGL231C', 'YGL255W', 'YGR001C', 'YGR019W', 'YGR055W', 'YGR088W', 'YGR118W', 'YGR149W', 'YGR185C', 'YGR214W', 'YGR259C', 'YGR260W', 'YGR295C', 'YHL015W', 'YHL048W', 'YHR005C', 'YHR053C', 'YHR055C', 'YHR128W', 'YHR138C', 'YHR215W', 'YHR216W', 'YIL015W', 'YIL039W', 'YIL053W', 'YIL116W', 'YIL117C', 'YIL123W', 'YIL162W', 'YIL166C', 'YIR001C', 'YJL088W', 'YJL134W', 'YJL138C', 'YJL153C', 'YJR016C', 'YJR069C', 'YJR123W', 'YJR145C', 'YKL060C', 'YKL096W', 'YKL103C', 'YKL180W', 'YKL181W', 'YKL216W', 'YKR042W', 'YLL024C', 'YLR029C', 'YLR041W', 'YLR058C', 'YLR149C', 'YLR173W', 'YLR249W', 'YLR286C', 'YLR293C', 'YLR356W', 'YLR387C', 'YLR413W', 'YLR448W', 'YLR452C', 'YML063W', 'YML132W', 'YMR034C', 'YMR058W', 'YMR095C', 'YMR120C', 'YMR145C', 'YMR169C', 'YMR191W', 'YMR309C', 'YMR316W', 'YNL036W', 'YNL096C', 'YNL115C', 'YNL146W', 'YNL160W', 'YNL200C', 'YNL209W', 'YNL274C', 'YNL336W', 'YNR044W', 'YNR075W', 'YOL014W', 'YOL016C', 'YOL058W', 'YOL109W', 'YOL155C', 'YOL159C', 'YOR003W', 'YOR063W', 'YOR209C', 'YOR227W', 'YOR302W', 'YOR374W', 'YOR382W', 'YOR383C', 'YOR385W', 'YPL018W', 'YPL037C', 'YPL061W', 'YPL111W', 'YPL131W', 'YPL134C', 'YPL203W', 'YPL264C', 'YPR020W', 'YPR069C']",SIN3
YOL051W,12,"['YBR062C', 'YDL133C-A', 'YDL184C', 'YDL191W', 'YDR086C', 'YJL188C', 'YJR004C', 'YKL177W', 'YKR093W', 'YLR214W', 'YLR303W', 'YMR193C-A']",GAL11
YOL067C,3,"['YLL007C', 'YOL065C', 'YOL152W']",RTG1
YOL089C,11,"['YCR013C', 'YDR386W', 'YFL014W', 'YFR001W', 'YHL021C', 'YHR183W', 'YLR355C', 'YMR011W', 'YNL227C', 'YOR160W', 'YOR230W']",HAL9
YOL108C,88,"['YBL106C', 'YBR029C', 'YBR030W', 'YBR143C', 'YCR021C', 'YCR034W', 'YDL233W', 'YDL234C', 'YDR048C', 'YDR050C', 'YDR124W', 'YDR146C', 'YDR147W', 'YDR194C', 'YDR195W', 'YDR201W', 'YDR288W', 'YDR387C', 'YDR388W', 'YDR453C', 'YDR497C', 'YDR498C', 'YER026C', 'YER043C', 'YER134C', 'YFL029C', 'YGL043W', 'YGL163C', 'YGR008C', 'YGR016W', 'YGR068C', 'YGR070W', 'YGR076C', 'YGR102C', 'YGR127W', 'YGR130C', 'YGR132C', 'YGR157W', 'YGR212W', 'YGR238C', 'YGR295C', 'YHL009C', 'YHR022C-A', 'YHR025W', 'YHR117W', 'YHR123W', 'YIL140W', 'YIR021W', 'YJL003W', 'YJL048C', 'YJL167W', 'YJL168C', 'YJR104C', 'YJR105W', 'YKL033W', 'YKL182W', 'YKR018C', 'YKR046C', 'YKR069W', 'YLL014W', 'YLL027W', 'YLR132C', 'YLR215C', 'YLR312W-A', 'YLR336C', 'YLR372W', 'YMR058W', 'YMR194C-B', 'YNL156C', 'YNL169C', 'YNR016C', 'YNR017W', 'YOL051W', 'YOL114C', 'YOR034C', 'YOR192C', 'YOR273C', 'YOR316C', 'YOR316C-A', 'YOR317W', 'YPL041C', 'YPL091W', 'YPL111W', 'YPL212C', 'YPL231W', 'YPR013C', 'YPR033C', 'YPR154W']",INO4
YOL116W,25,"['YBR214W', 'YCL027W', 'YCL040W', 'YCR021C', 'YCR097W', 'YDL152W', 'YDR171W', 'YDR179C', 'YDR386W', 'YGL029W', 'YGR161C', 'YHR081W', 'YHR136C', 'YJR008W', 'YKL099C', 'YLR068W', 'YML100W', 'YMR188C', 'YMR268C', 'YNL227C', 'YNR024W', 'YOR034C', 'YOR160W', 'YOR383C', 'YPR082C']",MSN1
YOL145C,21,"['YBL057C', 'YBL078C', 'YBR093C', 'YBR123C', 'YER017C', 'YGL180W', 'YGR119C', 'YGR233C', 'YHL040C', 'YIL146C', 'YIL160C', 'YJR111C', 'YKL127W', 'YKL189W', 'YLR016C', 'YLR417W', 'YLR459W', 'YML123C', 'YOR382W', 'YPL233W', 'YPR049C']",CTR9
YOL148C,336,"['YAL003W', 'YAL004W', 'YAL007C', 'YAL012W', 'YAL025C', 'YAL038W', 'YAL040C', 'YAL042W', 'YAL060W', 'YAR002W', 'YAR015W', 'YAR018C', 'YAR027W', 'YAR028W', 'YAR071W', 'YAR075W', 'YBL002W', 'YBL024W', 'YBL027W', 'YBL028C', 'YBL032W', 'YBL072C', 'YBL087C', 'YBL092W', 'YBR005W', 'YBR010W', 'YBR031W', 'YBR034C', 'YBR054W', 'YBR068C', 'YBR069C', 'YBR072W', 'YBR083W', 'YBR092C', 'YBR093C', 'YBR143C', 'YBR145W', 'YBR158W', 'YBR162C', 'YBR177C', 'YBR187W', 'YBR189W', 'YBR191W', 'YBR196C', 'YBR238C', 'YBR244W', 'YBR247C', 'YBR265W', 'YBR287W', 'YBR296C', 'YCL030C', 'YCL040W', 'YCL043C', 'YCL064C', 'YCR005C', 'YCR021C', 'YCR024C', 'YCR087C-A', 'YDL022W', 'YDL023C', 'YDL037C', 'YDL070W', 'YDL075W', 'YDL081C', 'YDL082W', 'YDL083C', 'YDL136W', 'YDL191W', 'YDL201W', 'YDL228C', 'YDL231C', 'YDR012W', 'YDR033W', 'YDR034C-A', 'YDR050C', 'YDR064W', 'YDR072C', 'YDR119W', 'YDR158W', 'YDR188W', 'YDR226W', 'YDR276C', 'YDR281C', 'YDR345C', 'YDR366C', 'YDR380W', 'YDR385W', 'YDR412W', 'YDR418W', 'YDR450W', 'YDR461W', 'YEL026W', 'YEL046C', 'YEL054C', 'YER001W', 'YER003C', 'YER035W', 'YER036C', 'YER043C', 'YER055C', 'YER056C', 'YER056C-A', 'YER062C', 'YER070W', 'YER072W', 'YER081W', 'YER102W', 'YER110C', 'YER131W', 'YER138W-A', 'YER145C', 'YER152C', 'YER156C', 'YER165W', 'YER177W', 'YFL004W', 'YFL026W', 'YFL045C', 'YFR055W', 'YGL008C', 'YGL014W', 'YGL028C', 'YGL030W', 'YGL031C', 'YGL032C', 'YGL077C', 'YGL078C', 'YGL120C', 'YGL123W', 'YGL135W', 'YGL225W', 'YGL238W', 'YGL245W', 'YGR020C', 'YGR034W', 'YGR054W', 'YGR086C', 'YGR087C', 'YGR094W', 'YGR106C', 'YGR108W', 'YGR118W', 'YGR123C', 'YGR124W', 'YGR138C', 'YGR143W', 'YGR148C', 'YGR155W', 'YGR157W', 'YGR159C', 'YGR160W', 'YGR161W-C', 'YGR162W', 'YGR175C', 'YGR177C', 'YGR187C', 'YGR191W', 'YGR214W', 'YGR234W', 'YGR240C', 'YGR254W', 'YGR259C', 'YGR260W', 'YGR279C', 'YHL001W', 'YHL015W', 'YHL033C', 'YHL050C', 'YHR005C', 'YHR010W', 'YHR018C', 'YHR071W', 'YHR089C', 'YHR128W', 'YHR137W', 'YHR141C', 'YHR143W', 'YHR162W', 'YHR174W', 'YHR179W', 'YHR193C', 'YHR203C', 'YHR215W', 'YHR216W', 'YIL009W', 'YIL015W', 'YIL047C', 'YIL052C', 'YIL053W', 'YIL060W', 'YIL121W', 'YIL123W', 'YIL133C', 'YIL138C', 'YIR011C', 'YJL012C', 'YJL013C', 'YJL107C', 'YJL117W', 'YJL138C', 'YJL158C', 'YJL177W', 'YJL190C', 'YJR015W', 'YJR016C', 'YJR047C', 'YJR064W', 'YJR070C', 'YJR085C', 'YJR123W', 'YJR148W', 'YKL004W', 'YKL008C', 'YKL029C', 'YKL030W', 'YKL043W', 'YKL056C', 'YKL060C', 'YKL080W', 'YKL096W', 'YKL096W-A', 'YKL120W', 'YKL152C', 'YKL156W', 'YKL180W', 'YKL181W', 'YKL182W', 'YKL216W', 'YKR013W', 'YKR035W-A', 'YKR042W', 'YKR059W', 'YKR093W', 'YLL045C', 'YLR029C', 'YLR044C', 'YLR048W', 'YLR062C', 'YLR109W', 'YLR110C', 'YLR120C', 'YLR134W', 'YLR197W', 'YLR214W', 'YLR244C', 'YLR249W', 'YLR286C', 'YLR304C', 'YLR339C', 'YLR340W', 'YLR348C', 'YLR355C', 'YLR372W', 'YLR413W', 'YLR437C', 'YLR438W', 'YLR441C', 'YLR448W', 'YLR452C', 'YLR466W', 'YML056C', 'YML063W', 'YML073C', 'YML123C', 'YMR006C', 'YMR015C', 'YMR038C', 'YMR046W-A', 'YMR116C', 'YMR120C', 'YMR121C', 'YMR131C', 'YMR142C', 'YMR145C', 'YMR173W-A', 'YMR191W', 'YMR205C', 'YMR217W', 'YMR242C', 'YMR243C', 'YMR251W-A', 'YMR266W', 'YMR303C', 'YMR305C', 'YMR307W', 'YMR309C', 'YNL036W', 'YNL066W', 'YNL069C', 'YNL096C', 'YNL146W', 'YNL209W', 'YNL242W', 'YNL273W', 'YNL300W', 'YNL327W', 'YOL014W', 'YOL020W', 'YOL039W', 'YOL040C', 'YOL058W', 'YOL086C', 'YOL105C', 'YOL109W', 'YOL120C', 'YOL121C', 'YOL126C', 'YOL143C', 'YOL158C', 'YOR034C', 'YOR047C', 'YOR063W', 'YOR095C', 'YOR204W', 'YOR225W', 'YOR230W', 'YOR234C', 'YOR285W', 'YOR382W', 'YOR383C', 'YOR385W', 'YPL014W', 'YPL019C', 'YPL036W', 'YPL049C', 'YPL131W', 'YPL163C', 'YPL220W', 'YPL231W', 'YPL238C', 'YPL241C', 'YPL249C-A', 'YPL265W', 'YPL273W', 'YPR016C', 'YPR041W']",SPT20
YOR028C,179,"['YAL002W', 'YAL037C-A', 'YAL037W', 'YAR002C-A', 'YAR029W', 'YBR008C', 'YBR053C', 'YBR054W', 'YBR072W', 'YBR090C', 'YBR133C', 'YBR154C', 'YBR158W', 'YBR191W', 'YBR229C', 'YBR296C', 'YCL025C', 'YCR021C', 'YCR107W', 'YDL061C', 'YDL133C-A', 'YDL175C', 'YDL184C', 'YDR086C', 'YDR171W', 'YDR186C', 'YDR188W', 'YDR282C', 'YDR300C', 'YDR301W', 'YDR338C', 'YDR440W', 'YDR441C', 'YDR487C', 'YDR508C', 'YDR510W', 'YDR514C', 'YEL021W', 'YEL024W', 'YEL052W', 'YEL053C', 'YEL066W', 'YEL076C-A', 'YER019C-A', 'YER028C', 'YER045C', 'YER046W', 'YFL004W', 'YFR015C', 'YFR032C-A', 'YGL006W', 'YGL006W-A', 'YGL007C-A', 'YGL008C', 'YGL067W', 'YGL089C', 'YGL095C', 'YGL145W', 'YGL166W', 'YGL205W', 'YGL227W', 'YGL253W', 'YGR009C', 'YGR010W', 'YGR034W', 'YGR037C', 'YGR118W', 'YGR171C', 'YGR192C', 'YGR198W', 'YGR233C', 'YGR234W', 'YGR238C', 'YGR249W', 'YGR250C', 'YGR251W', 'YHL001W', 'YHL021C', 'YHL034C', 'YHR005C-A', 'YHR072W-A', 'YHR151C', 'YHR214W', 'YIL009C-A', 'YIL045W', 'YIL050W', 'YIL118W', 'YIL119C', 'YIL129C', 'YIL169C', 'YIR018C-A', 'YJL029C', 'YJL042W', 'YJL159W', 'YJL165C', 'YJL205C', 'YJR041C', 'YJR046W', 'YJR061W', 'YJR102C', 'YJR103W', 'YJR113C', 'YJR117W', 'YJR133W', 'YJR145C', 'YJR147W', 'YKL026C', 'YKL043W', 'YKL086W', 'YKL087C', 'YKL109W', 'YKL110C', 'YKL127W', 'YKL177W', 'YKL178C', 'YKL182W', 'YKL192C', 'YKL195W', 'YKR038C', 'YKR039W', 'YLL007C', 'YLL054C', 'YLR001C', 'YLR043C', 'YLR044C', 'YLR072W', 'YLR126C', 'YLR185W', 'YLR214W', 'YLR266C', 'YLR287C-A', 'YLR303W', 'YLR377C', 'YLR388W', 'YLR394W', 'YLR415C', 'YLR463C', 'YLR464W', 'YLR465C', 'YML100W', 'YML116W', 'YMR081C', 'YMR083W', 'YMR089C', 'YMR090W', 'YMR177W', 'YMR230W', 'YMR244C-A', 'YMR246W', 'YNL087W', 'YNL090W', 'YNL096C', 'YNL149C', 'YNL161W', 'YNL162W', 'YNL178W', 'YNL180C', 'YNL273W', 'YNR060W', 'YOL059W', 'YOL060C', 'YOL109W', 'YOL116W', 'YOR028C', 'YOR030W', 'YOR178C', 'YOR210W', 'YOR230W', 'YOR234C', 'YOR273C', 'YOR382W', 'YPL165C', 'YPL231W', 'YPL271W', 'YPR013C', 'YPR022C', 'YPR063C', 'YPR065W', 'YPR182W']",CIN5
YOR032C,32,"['YCL018W', 'YCR021C', 'YDL184C', 'YDR524C', 'YEL060C', 'YGL089C', 'YHL021C', 'YHR072W-A', 'YHR136C', 'YIR034C', 'YJR094W-A', 'YKL006W', 'YKL177W', 'YKL178C', 'YLR214W', 'YLR287C-A', 'YLR295C', 'YLR333C', 'YLR388W', 'YLR395C', 'YLR464W', 'YLR465C', 'YML100W', 'YMR230W', 'YNL162W', 'YOL078W', 'YOL084W', 'YOR045W', 'YOR160W', 'YOR293W', 'YOR382W', 'YPR043W']",HMS1
YOR038C,10,"['YBR045C', 'YGL121C', 'YHL021C', 'YIL101C', 'YJL116C', 'YNL160W', 'YNR053C', 'YOL016C', 'YOR178C', 'YOR385W']",HIR2
