regulator_id,count,Systematic Name,regulator
YER161C,74,"['YAL037C-A', 'YAL037W', 'YAL060W', 'YBL066C', 'YBR033W', 'YBR054W', 'YBR159W', 'YBR196C', 'YBR296C', 'YCL039W', 'YCL040W', 'YCR013C', 'YCR021C', 'YDL048C', 'YDL123W', 'YDR019C', 'YDR132C', 'YDR172W', 'YDR257C', 'YDR524C', 'YDR524C-B', 'YDR524W-C', 'YDR525W-A', 'YER033C', 'YER068W', 'YER081W', 'YER104W', 'YER150W', 'YER178W', 'YFL017C', 'YGR035C', 'YGR098C', 'YGR138C', 'YHR088W', 'YHR105W', 'YHR175W', 'YJL033W', 'YJL148W', 'YJR044C', 'YJR149W', 'YKL034W', 'YKL038W', 'YKL095W', 'YKL096C-B', 'YKL096W', 'YKL152C', 'YLL040C', 'YLR043C', 'YLR057W', 'YLR126C', 'YLR162W', 'YLR162W-A', 'YLR297W', 'YLR354C', 'YML100W', 'YML107C', 'YMR085W', 'YMR104C', 'YMR189W', 'YMR315W-A', 'YNL036W', 'YNL160W', 'YNR053C', 'YOL086W-A', 'YOL087C', 'YOL155C', 'YOR236W', 'YOR273C', 'YPL014W', 'YPL060W', 'YPL111W', 'YPL241C', 'YPL252C', 'YPR036W-A']",SPT2
YER169W,34,"['YBR006W', 'YCR021C', 'YCR102C', 'YDR155C', 'YDR156W', 'YDR525W-A', 'YGR142W', 'YHR137W', 'YIL011W', 'YIR018W', 'YIR037W', 'YKL051W', 'YKL103C', 'YLR162W', 'YLR174W', 'YLR194C', 'YLR218C', 'YLR297W', 'YLR356W', 'YMR032W', 'YMR056C', 'YMR316W', 'YNL037C', 'YNL065W', 'YNL160W', 'YNL327W', 'YOL016C', 'YOL127W', 'YOR273C', 'YOR382W', 'YOR383C', 'YOR385W', 'YPR098C', 'YPR176C']",RPH1
YFL021W,23,"['YDL210W', 'YDL237W', 'YDL238C', 'YEL062W', 'YEL063C', 'YEL065W', 'YIR029W', 'YJL110C', 'YJR008W', 'YJR011C', 'YJR013W', 'YJR152W', 'YKR034W', 'YLL007C', 'YLR023C', 'YLR214W', 'YML098W', 'YML099C', 'YNL142W', 'YNR024W', 'YOR034C', 'YOR382W', 'YOR383C']",GAT1
YFL031W,16,"['YDL146W', 'YFR041C', 'YFR042W', 'YHL021C', 'YHR043C', 'YHR044C', 'YJL034W', 'YJL035C', 'YJL219W', 'YLR214W', 'YOL030W', 'YOL031C', 'YOR132W', 'YOR160W', 'YOR382W', 'YOR383C']",HAC1
YFR034C,49,"['YBR067C', 'YBR093C', 'YBR244W', 'YBR296C', 'YBR296C-A', 'YBR297W', 'YCL034W', 'YCL035C', 'YCR021C', 'YDR281C', 'YDR441C', 'YDR481C', 'YEL001C', 'YER001W', 'YER167W', 'YGL100W', 'YGR045C', 'YGR138C', 'YGR253C', 'YGR254W', 'YHL015W', 'YHR136C', 'YHR137W', 'YIR013C', 'YJL117W', 'YJR058C', 'YJR059W', 'YLR194C', 'YLR266C', 'YLR267W', 'YML121W', 'YML123C', 'YMR095C', 'YMR096W', 'YMR316C-A', 'YMR316W', 'YNL034W', 'YNL300W', 'YNR053C', 'YOL014W', 'YOL016C', 'YOL136C', 'YOR220W', 'YOR382W', 'YOR383C', 'YOR385W', 'YPL014W', 'YPL018W', 'YPL019C']",PHO4
YGL013C,45,"['YBL005W', 'YBR225W', 'YCR033W', 'YDL039C', 'YDL150W', 'YDR011W', 'YDR076W', 'YDR262W', 'YDR440W', 'YDR444W', 'YDR448W', 'YDR504C', 'YDR519W', 'YEL069C', 'YER134C', 'YFR021W', 'YGR032W', 'YGR035C', 'YIL160C', 'YKL097C', 'YLR136C', 'YLR214W', 'YMR274C', 'YNL129W', 'YNL134C', 'YNL138W', 'YNL185C', 'YNL193W', 'YOR101W', 'YOR102W', 'YOR120W', 'YOR124C', 'YOR126C', 'YOR138C', 'YOR140W', 'YOR152C', 'YOR153W', 'YOR156C', 'YOR162C', 'YPR171W', 'YPR173C', 'YPR180W', 'YPR187W', 'YPR190C', 'YPR197C']",PDR1
YGL025C,16,"['YBR296C', 'YCR021C', 'YDR356W', 'YGR169C', 'YLR155C', 'YLR157C', 'YLR158C', 'YLR159W', 'YLR160C', 'YLR162W', 'YLR162W-A', 'YLR214W', 'YML107C', 'YMR085W', 'YOR382W', 'YOR383C']",PGD1
YGL035C,44,"['YBR020W', 'YBR050C', 'YBR296C', 'YBR297W', 'YBR298C', 'YBR299W', 'YDL023C', 'YDL048C', 'YDL194W', 'YDR040C', 'YDR075W', 'YDR343C', 'YDR345C', 'YDR380W', 'YDR441C', 'YDR444W', 'YGL105W', 'YGR098C', 'YGR142W', 'YGR243W', 'YHL021C', 'YHR043C', 'YHR092C', 'YHR137W', 'YIL162W', 'YJR005W', 'YLR081W', 'YLR093C', 'YLR162W', 'YLR162W-A', 'YLR194C', 'YLR214W', 'YMR011W', 'YMR085W', 'YMR173W', 'YNL160W', 'YNR044W', 'YOL014W', 'YOR178C', 'YOR298C-A', 'YPL061W', 'YPL134C', 'YPL248C', 'YPR184W']",MIG1
YGL071W,132,"['YAL004W', 'YBR005W', 'YBR052C', 'YBR056W', 'YBR082C', 'YBR139W', 'YBR177C', 'YBR207W', 'YBR230C', 'YCL040W', 'YCR021C', 'YDL022W', 'YDL023C', 'YDL171C', 'YDR154C', 'YDR171W', 'YDR214W', 'YDR270W', 'YDR534C', 'YEL060C', 'YEL065W', 'YER070W', 'YER079W', 'YER145C', 'YER146W', 'YGL032C', 'YGL033W', 'YGL039W', 'YGL055W', 'YGL056C', 'YGL071W', 'YGL181W', 'YGL183C', 'YGR108W', 'YGR131W', 'YGR238C', 'YGR257C', 'YHL021C', 'YHL035C', 'YHL047C', 'YHR018C', 'YHR199C', 'YHR200W', 'YIL015W', 'YIL124W', 'YIL125W', 'YIR034C', 'YJL026W', 'YJL200C', 'YJR005W', 'YJR016C', 'YJR045C', 'YKL032C', 'YKL035W', 'YKL043W', 'YKL096W', 'YKL096W-A', 'YKL097C', 'YKL101W', 'YKL103C', 'YKL141W', 'YKL175W', 'YKL176C', 'YKR052C', 'YKR053C', 'YKR076W', 'YLL024C', 'YLL026W', 'YLR183C', 'YLR194C', 'YLR205C', 'YLR206W', 'YLR216C', 'YLR259C', 'YLR304C', 'YLR438W', 'YML100W', 'YMR016C', 'YMR017W', 'YMR041C', 'YMR058W', 'YMR062C', 'YMR102C', 'YMR145C', 'YMR173W', 'YMR173W-A', 'YMR177W', 'YMR186W', 'YMR316C-A', 'YMR316W', 'YNL007C', 'YNL064C', 'YNL160W', 'YNL241C', 'YNL259C', 'YNL260C', 'YNL268W', 'YNL270C', 'YNL312W', 'YNR044W', 'YNR050C', 'YNR060W', 'YOL002C', 'YOL014W', 'YOL016C', 'YOL101C', 'YOL158C', 'YOR027W', 'YOR052C', 'YOR065W', 'YOR220W', 'YOR225W', 'YOR226C', 'YOR230W', 'YOR273C', 'YOR298C-A', 'YOR316C', 'YOR316C-A', 'YOR317W', 'YOR382W', 'YOR385W', 'YPL004C', 'YPL014W', 'YPL061W', 'YPL135W', 'YPL137C', 'YPL156C', 'YPL224C', 'YPL240C', 'YPL277C', 'YPR124W', 'YPR151C']",AFT1
YGL073W,440,"['YAL003W', 'YAL005C', 'YAL038W', 'YAL044C', 'YAL060W', 'YAR071W', 'YAR075W', 'YBL002W', 'YBL003C', 'YBL016W', 'YBL024W', 'YBL027W', 'YBL032W', 'YBL072C', 'YBL075C', 'YBL077W', 'YBL087C', 'YBL092W', 'YBL111C', 'YBR009C', 'YBR010W', 'YBR025C', 'YBR028C', 'YBR031W', 'YBR054W', 'YBR067C', 'YBR068C', 'YBR072W', 'YBR078W', 'YBR082C', 'YBR084C-A', 'YBR089W', 'YBR092C', 'YBR093C', 'YBR101C', 'YBR104W', 'YBR118W', 'YBR157C', 'YBR158W', 'YBR162C', 'YBR169C', 'YBR181C', 'YBR187W', 'YBR189W', 'YBR191W', 'YBR238C', 'YBR249C', 'YBR283C', 'YBR286W', 'YBR296C', 'YCL025C', 'YCL037C', 'YCL040W', 'YCL050C', 'YCR012W', 'YCR013C', 'YCR021C', 'YCR031C', 'YCR034W', 'YCR065W', 'YDL020C', 'YDL029W', 'YDL037C', 'YDL048C', 'YDL052C', 'YDL061C', 'YDL075W', 'YDL081C', 'YDL082W', 'YDL083C', 'YDL096C', 'YDL128W', 'YDL180W', 'YDL185W', 'YDL228C', 'YDR012W', 'YDR050C', 'YDR055W', 'YDR064W', 'YDR119W', 'YDR120C', 'YDR151C', 'YDR154C', 'YDR155C', 'YDR158W', 'YDR171W', 'YDR174W', 'YDR214W', 'YDR222W', 'YDR225W', 'YDR258C', 'YDR281C', 'YDR313C', 'YDR356W', 'YDR382W', 'YDR385W', 'YDR397C', 'YDR399W', 'YDR418W', 'YDR450W', 'YDR454C', 'YDR461W', 'YEL027W', 'YEL042W', 'YEL054C', 'YER025W', 'YER036C', 'YER055C', 'YER056C', 'YER056C-A', 'YER062C', 'YER067W', 'YER070W', 'YER072W', 'YER073W', 'YER091C', 'YER102W', 'YER103W', 'YER110C', 'YER117W', 'YER118C', 'YER124C', 'YER131W', 'YER145C', 'YER150W', 'YER165W', 'YFL014W', 'YFL016C', 'YFL026W', 'YFL031W', 'YFL034C-A', 'YFR005C', 'YFR031C-A', 'YFR032C-A', 'YFR053C', 'YGL008C', 'YGL012W', 'YGL014W', 'YGL016W', 'YGL028C', 'YGL030W', 'YGL031C', 'YGL032C', 'YGL037C', 'YGL039W', 'YGL055W', 'YGL062W', 'YGL102C', 'YGL103W', 'YGL123W', 'YGL135W', 'YGL171W', 'YGL189C', 'YGL225W', 'YGL234W', 'YGL253W', 'YGR019W', 'YGR027C', 'YGR034W', 'YGR055W', 'YGR081C', 'YGR085C', 'YGR086C', 'YGR088W', 'YGR090W', 'YGR094W', 'YGR118W', 'YGR121C', 'YGR123C', 'YGR141W', 'YGR142W', 'YGR146C', 'YGR146C-A', 'YGR148C', 'YGR155W', 'YGR159C', 'YGR160W', 'YGR177C', 'YGR180C', 'YGR204W', 'YGR210C', 'YGR211W', 'YGR214W', 'YGR240C', 'YGR250C', 'YGR254W', 'YGR259C', 'YGR260W', 'YGR264C', 'YHL001W', 'YHL015W', 'YHL021C', 'YHL033C', 'YHL043W', 'YHR001W-A', 'YHR010W', 'YHR019C', 'YHR020W', 'YHR046C', 'YHR047C', 'YHR049W', 'YHR053C', 'YHR055C', 'YHR086W', 'YHR087W', 'YHR089C', 'YHR096C', 'YHR104W', 'YHR128W', 'YHR136C', 'YHR141C', 'YHR143W', 'YHR174W', 'YHR179W', 'YHR203C', 'YHR208W', 'YHR215W', 'YHR216W', 'YIL009W', 'YIL015W', 'YIL018W', 'YIL052C', 'YIL053W', 'YIL078W', 'YIL094C', 'YIL117C', 'YIL123W', 'YIL133C', 'YIL140W', 'YIL148W', 'YIR031C', 'YJL008C', 'YJL012C', 'YJL013C', 'YJL034W', 'YJL035C', 'YJL042W', 'YJL052W', 'YJL078C', 'YJL079C', 'YJL089W', 'YJL111W', 'YJL136C', 'YJL138C', 'YJL144W', 'YJL152W', 'YJL159W', 'YJL177W', 'YJL190C', 'YJL196C', 'YJR015W', 'YJR016C', 'YJR045C', 'YJR070C', 'YJR123W', 'YJR143C', 'YJR145C', 'YJR147W', 'YJR148W', 'YKL001C', 'YKL004W', 'YKL006W', 'YKL008C', 'YKL029C', 'YKL030W', 'YKL032C', 'YKL035W', 'YKL043W', 'YKL056C', 'YKL081W', 'YKL096W', 'YKL120W', 'YKL141W', 'YKL163W', 'YKL180W', 'YKL181W', 'YKR057W', 'YKR059W', 'YKR093W', 'YLL023C', 'YLL024C', 'YLL026W', 'YLL039C', 'YLL045C', 'YLL061W', 'YLR029C', 'YLR048W', 'YLR058C', 'YLR061W', 'YLR062C', 'YLR064W', 'YLR075W', 'YLR076C', 'YLR089C', 'YLR109W', 'YLR150W', 'YLR153C', 'YLR162W-A', 'YLR167W', 'YLR175W', 'YLR179C', 'YLR180W', 'YLR185W', 'YLR197W', 'YLR205C', 'YLR216C', 'YLR249W', 'YLR259C', 'YLR264W', 'YLR286C', 'YLR300W', 'YLR304C', 'YLR325C', 'YLR327C', 'YLR333C', 'YLR339C', 'YLR340W', 'YLR342W', 'YLR344W', 'YLR355C', 'YLR359W', 'YLR367W', 'YLR372W', 'YLR388W', 'YLR405W', 'YLR413W', 'YLR432W', 'YLR441C', 'YLR448W', 'YLR452C', 'YML007W', 'YML054C', 'YML063W', 'YML073C', 'YML100W', 'YML115C', 'YML123C', 'YML130C', 'YMR006C', 'YMR008C', 'YMR038C', 'YMR105C', 'YMR108W', 'YMR120C', 'YMR121C', 'YMR123W', 'YMR142C', 'YMR145C', 'YMR169C', 'YMR170C', 'YMR186W', 'YMR205C', 'YMR230W', 'YMR242C', 'YMR243C', 'YMR251W-A', 'YMR309C', 'YNL006W', 'YNL007C', 'YNL030W', 'YNL031C', 'YNL036W', 'YNL055C', 'YNL064C', 'YNL066W', 'YNL067W', 'YNL069C', 'YNL096C', 'YNL146W', 'YNL160W', 'YNL162W', 'YNL209W', 'YNL300W', 'YNL301C', 'YNL302C', 'YNL327W', 'YNR067C', 'YOL012C', 'YOL014W', 'YOL032W', 'YOL039W', 'YOL040C', 'YOL052C-A', 'YOL058W', 'YOL081W', 'YOL086C', 'YOL098C', 'YOL101C', 'YOL109W', 'YOL119C', 'YOL120C', 'YOL121C', 'YOL127W', 'YOL158C', 'YOR007C', 'YOR020C', 'YOR027W', 'YOR047C', 'YOR063W', 'YOR095C', 'YOR161C', 'YOR177C', 'YOR182C', 'YOR204W', 'YOR234C', 'YOR247W', 'YOR248W', 'YOR277C', 'YOR293W', 'YOR298C-A', 'YOR299W', 'YOR312C', 'YOR335C', 'YOR344C', 'YOR369C', 'YOR375C', 'YPL019C', 'YPL061W', 'YPL079W', 'YPL081W', 'YPL090C', 'YPL106C', 'YPL111W', 'YPL128C', 'YPL131W', 'YPL143W', 'YPL145C', 'YPL197C', 'YPL198W', 'YPL207W', 'YPL220W', 'YPL240C', 'YPL249C-A', 'YPR028W', 'YPR035W', 'YPR043W', 'YPR044C', 'YPR052C', 'YPR069C', 'YPR074C']",HSF1
YGL166W,33,"['YBR054W', 'YCL040W', 'YCR021C', 'YDL077C', 'YDL139C', 'YDR265W', 'YEL025C', 'YEL057C', 'YER008C', 'YER067W', 'YER150W', 'YFR015C', 'YFR017C', 'YGR008C', 'YGR138C', 'YHL021C', 'YHR053C', 'YHR055C', 'YIR035C', 'YJL076W', 'YKL126W', 'YLL026W', 'YLR194C', 'YLR297W', 'YLR327C', 'YML100W', 'YMR058W', 'YMR250W', 'YNL160W', 'YOL016C', 'YOR273C', 'YPL014W', 'YPR099C']",CUP2
YGL181W,16,"['YDR034C-A', 'YDR223W', 'YFL011W', 'YFR039C', 'YFR040W', 'YHL050C', 'YLR304C', 'YLR466W', 'YMR186W', 'YNL167C', 'YNR053C', 'YOL041C', 'YOR027W', 'YPL061W', 'YPL240C', 'YPR123C']",GTS1
YGL209W,3,"['YBR296C', 'YDR040C', 'YHR043C']",MIG2
YGL244W,16,"['YBL078C', 'YBR093C', 'YCR021C', 'YER007W', 'YFL067W', 'YGL180W', 'YGR233C', 'YIL146C', 'YIL169C', 'YLR042C', 'YLR286C', 'YLR417W', 'YML123C', 'YML133C', 'YOL058W', 'YPR049C']",RTF1
YGL254W,2,"['YDR019C', 'YLR297W']",FZF1
YGR044C,13,"['YAR066W', 'YBR296C', 'YHL021C', 'YHL034C', 'YIL169C', 'YKL096W', 'YLR065C', 'YLR066W', 'YNL242W', 'YOL155C', 'YOR138C', 'YOR140W', 'YOR298C-A']",RME1
YGR104C,158,"['YAL005C', 'YAL038W', 'YAL049C', 'YBL030C', 'YBL078C', 'YBR034C', 'YBR068C', 'YBR070C', 'YBR071W', 'YBR072C-A', 'YBR072W', 'YBR073W', 'YBR077C', 'YBR084C-A', 'YBR086C', 'YBR101C', 'YBR173C', 'YBR203W', 'YBR269C', 'YCR005C', 'YCR012W', 'YCR024C', 'YCR048W', 'YDL020C', 'YDL124W', 'YDL231C', 'YDL239C', 'YDR050C', 'YDR051C', 'YDR073W', 'YDR103W', 'YDR155C', 'YDR171W', 'YDR172W', 'YDR246W-A', 'YDR258C', 'YDR276C', 'YDR345C', 'YDR381C-A', 'YDR441C', 'YEL044W', 'YEL066W', 'YER004W', 'YER067W', 'YER075C', 'YER083C', 'YER103W', 'YER104W', 'YER144C', 'YER150W', 'YER163C', 'YER178W', 'YFL026W', 'YFL027C', 'YFR002W', 'YGL056C', 'YGL057C', 'YGL160W', 'YGL184C', 'YGL233W', 'YGL262W', 'YGR088W', 'YGR094W', 'YGR118W', 'YGR142W', 'YGR161C', 'YGR161W-C', 'YGR192C', 'YGR201C', 'YGR204W', 'YGR210C', 'YGR211W', 'YGR254W', 'YGR279C', 'YHR066W', 'YHR108W', 'YHR110W', 'YHR179W', 'YHR190W', 'YIL011W', 'YIL069C', 'YIL101C', 'YIL109C', 'YIR016W', 'YJL012C', 'YJL034W', 'YJL089W', 'YJL093C', 'YJL178C', 'YJL189W', 'YJR034W', 'YJR104C', 'YKL020C', 'YKL029C', 'YKL037W', 'YKL060C', 'YKL152C', 'YKL156W', 'YKR046C', 'YKR064W', 'YKR070W', 'YLL026W', 'YLL039C', 'YLL040C', 'YLL056C', 'YLR012C', 'YLR079W', 'YLR099W-A', 'YLR102C', 'YLR136C', 'YLR162W', 'YLR204W', 'YLR285C-A', 'YLR327C', 'YLR375W', 'YLR382C', 'YLR406C', 'YML027W', 'YML042W', 'YML052W', 'YML129C', 'YML130C', 'YMR013C', 'YMR030W', 'YMR035W', 'YMR056C', 'YMR074C', 'YMR107W', 'YMR143W', 'YMR173W', 'YMR218C', 'YMR262W', 'YNL007C', 'YNL077W', 'YNL097C-B', 'YNL242W', 'YNL293W', 'YOL058W', 'YOL141W', 'YOL142W', 'YOR110W', 'YOR111W', 'YOR258W', 'YOR362C', 'YPL009C', 'YPL017C', 'YPL018W', 'YPL075W', 'YPL094C', 'YPL119C-A', 'YPL129W', 'YPL135W', 'YPL186C', 'YPL240C', 'YPL250C', 'YPR080W', 'YPR102C', 'YPR103W']",SRB5
YGR116W,229,"['YBL028C', 'YBL076C', 'YBR050C', 'YBR052C', 'YBR070C', 'YBR071W', 'YBR072C-A', 'YBR073W', 'YBR082C', 'YBR085C-A', 'YBR101C', 'YBR102C', 'YBR118W', 'YBR125C', 'YBR182C-A', 'YBR203W', 'YBR249C', 'YCL039W', 'YCL040W', 'YCR011C', 'YCR012W', 'YCR061W', 'YDL007W', 'YDL020C', 'YDL022W', 'YDL125C', 'YDL198C', 'YDR003W-A', 'YDR004W', 'YDR018C', 'YDR034C-A', 'YDR034W-B', 'YDR035W', 'YDR040C', 'YDR050C', 'YDR077W', 'YDR153C', 'YDR156W', 'YDR171W', 'YDR172W', 'YDR214W', 'YDR257C', 'YDR258C', 'YDR262W', 'YDR309C', 'YDR345C', 'YDR379C-A', 'YDR380W', 'YDR381W', 'YEL017C-A', 'YEL034W', 'YEL059C-A', 'YEL060C', 'YER011W', 'YER022W', 'YER033C', 'YER061C', 'YER092W', 'YER094C', 'YER098W', 'YER103W', 'YER104W', 'YER137C', 'YFL017C', 'YFL027C', 'YFL030W', 'YFL061W', 'YFR053C', 'YGL037C', 'YGL038C', 'YGL045W', 'YGL054C', 'YGL056C', 'YGL068W', 'YGR023W', 'YGR028W', 'YGR032W', 'YGR141W', 'YGR142W', 'YGR161C', 'YGR192C', 'YGR194C', 'YGR209C', 'YGR210C', 'YGR211W', 'YGR212W', 'YGR250C', 'YGR255C', 'YGR295C', 'YHL008C', 'YHR029C', 'YHR050W', 'YHR054C', 'YHR083W', 'YHR088W', 'YHR104W', 'YHR105W', 'YHR138C', 'YHR156C', 'YHR157W', 'YIL022W', 'YIL116W', 'YIL133C', 'YIR018C-A', 'YJL026W', 'YJL033W', 'YJL034W', 'YJL088W', 'YJL133C-A', 'YJL136C', 'YJL141C', 'YJL143W', 'YJL144W', 'YJL159W', 'YJL210W', 'YJL212C', 'YJL213W', 'YJR044C', 'YJR045C', 'YJR046W', 'YJR079W', 'YJR101W', 'YJR104C', 'YJR105W', 'YKL037W', 'YKL095W', 'YKL104C', 'YKL146W', 'YKL148C', 'YKL164C', 'YKL165C', 'YKL179C', 'YLL023C', 'YLL026W', 'YLL027W', 'YLL039C', 'YLL040C', 'YLR108C', 'YLR110C', 'YLR193C', 'YLR215C', 'YLR216C', 'YLR218C', 'YLR219W', 'YLR220W', 'YLR227C', 'YLR259C', 'YLR260W', 'YLR266C', 'YLR304C', 'YLR438W', 'YML003W', 'YML041C', 'YML053C', 'YML088W', 'YML100W', 'YML120C', 'YML130C', 'YMR009W', 'YMR012W', 'YMR031C', 'YMR032W', 'YMR040W', 'YMR041C', 'YMR052W', 'YMR056C', 'YMR069W', 'YMR186W', 'YMR189W', 'YMR209C', 'YMR250W', 'YMR251W', 'YMR251W-A', 'YMR284W', 'YMR315W-A', 'YMR316W', 'YNL006W', 'YNL008C', 'YNL064C', 'YNL076W', 'YNL077W', 'YNL079C', 'YNL083W', 'YNL084C', 'YNL125C', 'YNL207W', 'YNR068C', 'YNR069C', 'YOL025W', 'YOL032W', 'YOL054W', 'YOL081W', 'YOL086C', 'YOL149W', 'YOR006C', 'YOR007C', 'YOR020C', 'YOR020W-A', 'YOR027W', 'YOR051C', 'YOR052C', 'YOR073W', 'YOR103C', 'YOR134W', 'YOR136W', 'YOR153W', 'YOR156C', 'YOR193W', 'YOR268C', 'YOR269W', 'YOR273C', 'YOR298C-A', 'YOR378W', 'YOR389W', 'YPL055C', 'YPL112C', 'YPL189C-A', 'YPL228W', 'YPL237W', 'YPL239W', 'YPL240C', 'YPL241C', 'YPR074C', 'YPR148C', 'YPR151C', 'YPR152C', 'YPR153W', 'YPR154W', 'YPR158W']",SPT6
YGR246C,18,"['YBR105C', 'YGR234W', 'YGR277C', 'YHL033C', 'YHR163W', 'YHR203C', 'YJL055W', 'YLR330W', 'YLR412C-A', 'YMR018W', 'YMR083W', 'YMR317W', 'YNL138W-A', 'YNL209W', 'YOR096W', 'YOR372C', 'YPL143W', 'YPR033C']",BRF1
YGR249W,1,['YLR346C'],MGA1
