physical_interaction_id,count,Systematic Name,physical_interaction
YER151C,439,"['YAL003W', 'YAL005C', 'YAL029C', 'YAL035W', 'YAL036C', 'YAL038W', 'YAR007C', 'YBL002W', 'YBL003C', 'YBL007C', 'YBL016W', 'YBL024W', 'YBL027W', 'YBL030C', 'YBL032W', 'YBL039C', 'YBL072C', 'YBL087C', 'YBL092W', 'YBL099W', 'YBL105C', 'YBR009C', 'YBR011C', 'YBR025C', 'YBR031W', 'YBR048W', 'YBR067C', 'YBR079C', 'YBR084C-A', 'YBR084W', 'YBR118W', 'YBR119W', 'YBR121C', 'YBR127C', 'YBR143C', 'YBR159W', 'YBR160W', 'YBR181C', 'YBR189W', 'YBR191W', 'YBR194W', 'YBR196C', 'YBR263W', 'YCL009C', 'YCL028W', 'YCL037C', 'YCR012W', 'YCR016W', 'YCR028C-A', 'YCR073W-A', 'YCR077C', 'YCR093W', 'YDL014W', 'YDL029W', 'YDL053C', 'YDL055C', 'YDL066W', 'YDL083C', 'YDL092W', 'YDL126C', 'YDL130W', 'YDL136W', 'YDL140C', 'YDL143W', 'YDL147W', 'YDL159W', 'YDL160C', 'YDL171C', 'YDL185W', 'YDL191W', 'YDL208W', 'YDL213C', 'YDL229W', 'YDR023W', 'YDR025W', 'YDR033W', 'YDR037W', 'YDR050C', 'YDR060W', 'YDR064W', 'YDR071C', 'YDR099W', 'YDR113C', 'YDR127W', 'YDR150W', 'YDR155C', 'YDR172W', 'YDR176W', 'YDR188W', 'YDR190C', 'YDR211W', 'YDR212W', 'YDR224C', 'YDR225W', 'YDR227W', 'YDR238C', 'YDR258C', 'YDR300C', 'YDR321W', 'YDR324C', 'YDR345C', 'YDR363W-A', 'YDR381W', 'YDR382W', 'YDR385W', 'YDR408C', 'YDR418W', 'YDR429C', 'YDR447C', 'YDR450W', 'YDR471W', 'YDR487C', 'YDR496C', 'YDR502C', 'YEL026W', 'YEL034W', 'YEL054C', 'YEL071W', 'YER006W', 'YER007C-A', 'YER013W', 'YER023W', 'YER025W', 'YER029C', 'YER043C', 'YER056C-A', 'YER074W', 'YER088C', 'YER102W', 'YER112W', 'YER117W', 'YER131W', 'YER148W', 'YER151C', 'YER155C', 'YER162C', 'YER165W', 'YER177W', 'YFL033C', 'YFL037W', 'YFL045C', 'YFR004W', 'YFR009W', 'YFR028C', 'YFR031C-A', 'YFR051C', 'YGL008C', 'YGL019W', 'YGL030W', 'YGL031C', 'YGL043W', 'YGL068W', 'YGL076C', 'YGL078C', 'YGL103W', 'YGL105W', 'YGL106W', 'YGL115W', 'YGL120C', 'YGL123W', 'YGL135W', 'YGL137W', 'YGL147C', 'YGL148W', 'YGL158W', 'YGL173C', 'YGL189C', 'YGL206C', 'YGL207W', 'YGL245W', 'YGL253W', 'YGR027C', 'YGR085C', 'YGR086C', 'YGR103W', 'YGR118W', 'YGR148C', 'YGR159C', 'YGR162W', 'YGR178C', 'YGR186W', 'YGR192C', 'YGR218W', 'YGR240C', 'YGR254W', 'YGR282C', 'YHL001W', 'YHL011C', 'YHL015W', 'YHL033C', 'YHL034C', 'YHR010W', 'YHR013C', 'YHR019C', 'YHR020W', 'YHR025W', 'YHR027C', 'YHR052W', 'YHR064C', 'YHR086W', 'YHR121W', 'YHR174W', 'YHR183W', 'YHR196W', 'YHR203C', 'YIL018W', 'YIL031W', 'YIL051C', 'YIL052C', 'YIL053W', 'YIL069C', 'YIL076W', 'YIL078W', 'YIL109C', 'YIL133C', 'YIL142W', 'YIL149C', 'YIR010W', 'YJL008C', 'YJL014W', 'YJL024C', 'YJL076W', 'YJL080C', 'YJL109C', 'YJL111W', 'YJL130C', 'YJL138C', 'YJL141C', 'YJL148W', 'YJL177W', 'YJL190C', 'YJL191W', 'YJR009C', 'YJR014W', 'YJR045C', 'YJR063W', 'YJR064W', 'YJR094W-A', 'YJR123W', 'YJR144W', 'YJR145C', 'YKL006W', 'YKL009W', 'YKL014C', 'YKL029C', 'YKL035W', 'YKL049C', 'YKL054C', 'YKL056C', 'YKL060C', 'YKL074C', 'YKL081W', 'YKL104C', 'YKL145W', 'YKL152C', 'YKL172W', 'YKL180W', 'YKL181W', 'YKL182W', 'YKL213C', 'YKL216W', 'YKR059W', 'YKR086W', 'YKR092C', 'YKR094C', 'YLL013C', 'YLL018C', 'YLL024C', 'YLL045C', 'YLL050C', 'YLR002C', 'YLR009W', 'YLR029C', 'YLR044C', 'YLR048W', 'YLR058C', 'YLR060W', 'YLR061W', 'YLR075W', 'YLR109W', 'YLR113W', 'YLR116W', 'YLR150W', 'YLR153C', 'YLR167W', 'YLR175W', 'YLR180W', 'YLR196W', 'YLR197W', 'YLR208W', 'YLR249W', 'YLR259C', 'YLR333C', 'YLR340W', 'YLR344W', 'YLR354C', 'YLR355C', 'YLR367W', 'YLR384C', 'YLR406C', 'YLR432W', 'YLR438W', 'YLR441C', 'YLR447C', 'YLR448W', 'YLR449W', 'YML010W', 'YML024W', 'YML026C', 'YML028W', 'YML056C', 'YML063W', 'YML072C', 'YML073C', 'YML074C', 'YML098W', 'YML126C', 'YMR012W', 'YMR049C', 'YMR080C', 'YMR105C', 'YMR108W', 'YMR116C', 'YMR142C', 'YMR143W', 'YMR146C', 'YMR173W', 'YMR186W', 'YMR205C', 'YMR229C', 'YMR230W', 'YMR235C', 'YMR242C', 'YMR260C', 'YMR290C', 'YMR300C', 'YMR309C', 'YNL002C', 'YNL009W', 'YNL010W', 'YNL030W', 'YNL040W', 'YNL055C', 'YNL061W', 'YNL069C', 'YNL096C', 'YNL110C', 'YNL112W', 'YNL113W', 'YNL132W', 'YNL175C', 'YNL178W', 'YNL209W', 'YNL248C', 'YNL255C', 'YNL281W', 'YNL290W', 'YNL301C', 'YNL302C', 'YNL308C', 'YNR016C', 'YNR034W', 'YNR051C', 'YNR052C', 'YOL038W', 'YOL039W', 'YOL040C', 'YOL041C', 'YOL061W', 'YOL077C', 'YOL081W', 'YOL082W', 'YOL086C', 'YOL109W', 'YOL117W', 'YOL120C', 'YOL121C', 'YOL127W', 'YOL139C', 'YOL143C', 'YOR063W', 'YOR078W', 'YOR091W', 'YOR096W', 'YOR133W', 'YOR136W', 'YOR151C', 'YOR184W', 'YOR204W', 'YOR206W', 'YOR234C', 'YOR253W', 'YOR259C', 'YOR272W', 'YOR293W', 'YOR310C', 'YOR312C', 'YOR326W', 'YOR341W', 'YOR361C', 'YOR369C', 'YOR375C', 'YPL009C', 'YPL012W', 'YPL028W', 'YPL043W', 'YPL061W', 'YPL090C', 'YPL093W', 'YPL106C', 'YPL126W', 'YPL127C', 'YPL131W', 'YPL143W', 'YPL160W', 'YPL178W', 'YPL198W', 'YPL211W', 'YPL213W', 'YPL218W', 'YPL220W', 'YPL226W', 'YPL231W', 'YPL237W', 'YPL243W', 'YPL249C-A', 'YPR016C', 'YPR033C', 'YPR035W', 'YPR043W', 'YPR069C', 'YPR080W', 'YPR102C', 'YPR110C', 'YPR119W', 'YPR132W', 'YPR137W', 'YPR152C', 'YPR181C']",UBP3
YER154W,27,"['Q0045', 'Q0085', 'Q0105', 'Q0130', 'Q0140', 'Q0250', 'Q0275', 'YAL005C', 'YBL032W', 'YDR298C', 'YDR405W', 'YER154W', 'YFR014C', 'YGL122C', 'YGL137W', 'YGL187C', 'YHL034C', 'YJL080C', 'YJL143W', 'YLL013C', 'YLL024C', 'YNL209W', 'YNR017W', 'YOL016C', 'YPL063W', 'YPL078C', 'YPL173W']",OXA1
YER155C,66,"['YAL005C', 'YAR014C', 'YBL009W', 'YBL038W', 'YBL085W', 'YBR009C', 'YBR010W', 'YBR198C', 'YBR251W', 'YDL025C', 'YDL047W', 'YDL059C', 'YDL064W', 'YDL077C', 'YDR028C', 'YDR130C', 'YDR510W', 'YER129W', 'YER151C', 'YGL003C', 'YGL019W', 'YGL122C', 'YGL130W', 'YGL207W', 'YGR080W', 'YGR081C', 'YGR218W', 'YGR252W', 'YHL034C', 'YHR064C', 'YHR158C', 'YIL031W', 'YIL095W', 'YIL113W', 'YIR010W', 'YJL098W', 'YJL127C', 'YJR066W', 'YKL203C', 'YKR055W', 'YLL013C', 'YLL021W', 'YLR229C', 'YLR340W', 'YLR342W', 'YMR001C', 'YMR179W', 'YNL030W', 'YNL031C', 'YNL061W', 'YNL090W', 'YNL110C', 'YNL201C', 'YNL207W', 'YNL209W', 'YNL308C', 'YNR051C', 'YOL087C', 'YOR061W', 'YOR361C', 'YPL042C', 'YPL055C', 'YPL210C', 'YPL240C', 'YPR034W', 'YPR088C']",BEM2
YER157W,43,"['YDL005C', 'YDL077C', 'YDL110C', 'YDL113C', 'YDL149W', 'YDR100W', 'YDR189W', 'YDR229W', 'YDR252W', 'YDR484W', 'YER001W', 'YER157W', 'YFL038C', 'YFR014C', 'YGL005C', 'YGL038C', 'YGL105W', 'YGL223C', 'YGR120C', 'YHL031C', 'YHR023W', 'YJL036W', 'YJL151C', 'YJL168C', 'YJR010C-A', 'YJR021C', 'YJR147W', 'YKL196C', 'YLR026C', 'YLR078C', 'YLR268W', 'YLR314C', 'YLR423C', 'YML071C', 'YMR010W', 'YMR077C', 'YNL041C', 'YNL051W', 'YNL287W', 'YPL124W', 'YPL174C', 'YPL246C', 'YPR105C']",COG3
YER158C,12,"['YAL005C', 'YAR014C', 'YBL032W', 'YBL085W', 'YBR160W', 'YER114C', 'YER133W', 'YFR028C', 'YLL024C', 'YMR080C', 'YMR168C', 'YNL209W']",YER158C
YER159C,14,"['YBL032W', 'YBR009C', 'YDR397C', 'YER148W', 'YGL122C', 'YJL127C', 'YLL013C', 'YLR145W', 'YML065W', 'YNL030W', 'YNL255C', 'YNR065C', 'YOL012C', 'YPL082C']",BUR6
YER161C,42,"['YBR085W', 'YBR143C', 'YDL014W', 'YDR028C', 'YDR091C', 'YDR110W', 'YDR168W', 'YDR496C', 'YER032W', 'YER043C', 'YER047C', 'YER082C', 'YER161C', 'YER172C', 'YGL019W', 'YGL120C', 'YGL122C', 'YGL201C', 'YGR090W', 'YGR116W', 'YGR155W', 'YGR162W', 'YGR218W', 'YHL025W', 'YHR066W', 'YHR166C', 'YHR183W', 'YHR216W', 'YIL035C', 'YIR001C', 'YKR081C', 'YLL022C', 'YLR293C', 'YLR389C', 'YNL183C', 'YNL189W', 'YNL255C', 'YNR023W', 'YOL041C', 'YOR039W', 'YOR061W', 'YPL016W']",SPT2
YER162C,33,"['YBL032W', 'YBR009C', 'YBR289W', 'YDL014W', 'YDL077C', 'YDL156W', 'YDL190C', 'YDL229W', 'YDR291W', 'YDR311W', 'YDR422C', 'YEL037C', 'YER027C', 'YER151C', 'YFR021W', 'YGL150C', 'YGL167C', 'YHL025W', 'YHR039C', 'YHR165C', 'YIL063C', 'YJR052W', 'YKL005C', 'YKL159C', 'YLL013C', 'YLR167W', 'YLR197W', 'YML011C', 'YMR201C', 'YNL030W', 'YOR117W', 'YOR257W', 'YOR310C']",RAD4
YER164W,60,"['YBL085W', 'YBL097W', 'YBR009C', 'YBR010W', 'YBR081C', 'YBR198C', 'YBR245C', 'YCL010C', 'YDL014W', 'YDL156W', 'YDL160C', 'YDL229W', 'YDR145W', 'YDR167W', 'YDR176W', 'YDR190C', 'YDR227W', 'YDR392W', 'YDR432W', 'YDR448W', 'YER164W', 'YGL019W', 'YGL112C', 'YGL207W', 'YGL244W', 'YGL252C', 'YGR252W', 'YGR270W', 'YHL034C', 'YHR099W', 'YIL031W', 'YIL035C', 'YIR010W', 'YJL127C', 'YKL049C', 'YKR001C', 'YKR081C', 'YLL013C', 'YLR175W', 'YLR320W', 'YML010W', 'YML069W', 'YMR072W', 'YMR125W', 'YMR179W', 'YMR223W', 'YMR229C', 'YMR236W', 'YNL004W', 'YNL007C', 'YNL030W', 'YNL031C', 'YOL148C', 'YOR039W', 'YOR061W', 'YOR207C', 'YOR304W', 'YOR319W', 'YPL082C', 'YPL254W']",CHD1
YER165W,196,"['YAL005C', 'YAL021C', 'YAR002W', 'YBL003C', 'YBL004W', 'YBL026W', 'YBL032W', 'YBL085W', 'YBL105C', 'YBR055C', 'YBR060C', 'YBR079C', 'YBR084W', 'YBR111W-A', 'YBR112C', 'YBR119W', 'YBR143C', 'YBR160W', 'YBR233W', 'YCL011C', 'YCL059C', 'YCR063W', 'YCR077C', 'YDL051W', 'YDL087C', 'YDL192W', 'YDL208W', 'YDL209C', 'YDL213C', 'YDR060W', 'YDR101C', 'YDR121W', 'YDR130C', 'YDR135C', 'YDR172W', 'YDR176W', 'YDR192C', 'YDR194C', 'YDR293C', 'YDR331W', 'YDR381W', 'YDR395W', 'YDR429C', 'YDR432W', 'YDR515W', 'YER006W', 'YER029C', 'YER049W', 'YER053C', 'YER112W', 'YER151C', 'YER165W', 'YER172C', 'YFL004W', 'YFR004W', 'YFR034C', 'YGL027C', 'YGL044C', 'YGL049C', 'YGL068W', 'YGL094C', 'YGL112C', 'YGL120C', 'YGL122C', 'YGL172W', 'YGL173C', 'YGL212W', 'YGL246C', 'YGR054W', 'YGR119C', 'YGR145W', 'YGR159C', 'YGR162W', 'YGR178C', 'YGR218W', 'YGR250C', 'YHL023C', 'YHL034C', 'YHL038C', 'YHR086W', 'YHR089C', 'YHR117W', 'YHR120W', 'YHR165C', 'YHR186C', 'YHR197W', 'YHR203C', 'YIL017C', 'YIL055C', 'YIL061C', 'YIL095W', 'YIL123W', 'YIL149C', 'YIR001C', 'YIR010W', 'YJL033W', 'YJL050W', 'YJL080C', 'YJL122W', 'YJL124C', 'YJL203W', 'YJR066W', 'YKL012W', 'YKL014C', 'YKL025C', 'YKL068W', 'YKL074C', 'YKL077W', 'YKL188C', 'YKR002W', 'YKR081C', 'YKR105C', 'YLL013C', 'YLR002C', 'YLR074C', 'YLR093C', 'YLR116W', 'YLR139C', 'YLR175W', 'YLR249W', 'YLR293C', 'YLR298C', 'YLR320W', 'YLR335W', 'YLR362W', 'YLR419W', 'YLR430W', 'YLR432W', 'YLR457C', 'YML010W', 'YML013W', 'YML038C', 'YML049C', 'YML056C', 'YML065W', 'YML117W', 'YMR012W', 'YMR047C', 'YMR080C', 'YMR125W', 'YMR146C', 'YMR149W', 'YMR213W', 'YMR229C', 'YMR240C', 'YMR282C', 'YNL002C', 'YNL004W', 'YNL016W', 'YNL087W', 'YNL118C', 'YNL139C', 'YNL161W', 'YNL209W', 'YNL251C', 'YNL255C', 'YNL261W', 'YNL308C', 'YNR024W', 'YNR051C', 'YNR052C', 'YOL077C', 'YOL082W', 'YOL111C', 'YOL117W', 'YOL127W', 'YOL139C', 'YOL149W', 'YOR046C', 'YOR091W', 'YOR098C', 'YOR117W', 'YOR198C', 'YOR206W', 'YOR243C', 'YOR244W', 'YOR288C', 'YOR290C', 'YOR310C', 'YOR341W', 'YOR361C', 'YPL012W', 'YPL043W', 'YPL169C', 'YPL178W', 'YPL190C', 'YPL203W', 'YPL213W', 'YPL259C', 'YPL263C', 'YPR016C', 'YPR028W', 'YPR080W', 'YPR129W', 'YPR175W', 'YPR189W']",PAB1
YER166W,28,"['YAL026C', 'YBL078C', 'YBR023C', 'YBR097W', 'YBR207W', 'YCR030C', 'YDL149W', 'YDR093W', 'YDR170C', 'YER166W', 'YFR024C-A', 'YGL200C', 'YGL203C', 'YGR229C', 'YGR241C', 'YHL034C', 'YIL068C', 'YIR006C', 'YJL178C', 'YJL204C', 'YLL013C', 'YLR330W', 'YLR431C', 'YML072C', 'YNL323W', 'YOL115W', 'YOR104W', 'YPL160W']",DNF1
YER167W,22,"['YAL016W', 'YAR014C', 'YBL016W', 'YBL032W', 'YBR160W', 'YDR122W', 'YDR259C', 'YDR277C', 'YER111C', 'YER133W', 'YER177W', 'YGR040W', 'YGR229C', 'YGR238C', 'YHR158C', 'YLR096W', 'YMR043W', 'YMR070W', 'YNL209W', 'YOL108C', 'YOR047C', 'YPL204W']",BCK2
YER168C,6,"['YDR311W', 'YGR128C', 'YHR174W', 'YKL166C', 'YLR085C', 'YNL209W']",CCA1
YER169W,7,"['YBL032W', 'YBR010W', 'YDL229W', 'YDR404C', 'YNL030W', 'YNL031C', 'YNL209W']",RPH1
YER170W,5,"['YGL061C', 'YGL122C', 'YJL141C', 'YLL013C', 'YMR080C']",ADK2
YER171W,50,"['YAL038W', 'YBR039W', 'YBR085W', 'YBR184W', 'YDL108W', 'YDL185W', 'YDR311W', 'YDR343C', 'YDR381W', 'YDR394W', 'YDR460W', 'YER062C', 'YFR009W', 'YGL048C', 'YGL122C', 'YGL195W', 'YGR258C', 'YHL030W', 'YHR027C', 'YHR042W', 'YHR200W', 'YIL053W', 'YIL128W', 'YIL143C', 'YJL127C', 'YJR035W', 'YKL028W', 'YKL085W', 'YKR062W', 'YLR005W', 'YLR304C', 'YML065W', 'YML085C', 'YML124C', 'YMR012W', 'YMR056C', 'YMR112C', 'YMR116C', 'YMR201C', 'YNL064C', 'YNL209W', 'YOL090W', 'YOR046C', 'YOR136W', 'YOR142W', 'YOR261C', 'YPL122C', 'YPR025C', 'YPR056W', 'YPR121W']",RAD3
YER172C,95,"['YAL031C', 'YAL032C', 'YBL002W', 'YBL026W', 'YBL032W', 'YBL074C', 'YBL104C', 'YBR009C', 'YBR055C', 'YBR065C', 'YBR119W', 'YBR152W', 'YBR172C', 'YBR194W', 'YCR063W', 'YDL030W', 'YDL085C-A', 'YDL087C', 'YDL098C', 'YDL209C', 'YDL229W', 'YDR088C', 'YDR224C', 'YDR283C', 'YDR378C', 'YDR416W', 'YDR473C', 'YDR482C', 'YEL026W', 'YER013W', 'YER029C', 'YER112W', 'YER146W', 'YER161C', 'YER165W', 'YER172C', 'YFL017W-A', 'YFR019W', 'YGL100W', 'YGL120C', 'YGL128C', 'YGR006W', 'YGR013W', 'YGR074W', 'YGR075C', 'YGR091W', 'YGR270W', 'YGR278W', 'YHR086W', 'YHR152W', 'YHR156C', 'YHR165C', 'YIL061C', 'YIR017C', 'YJL143W', 'YJL203W', 'YJR022W', 'YJR050W', 'YJR068W', 'YKL173W', 'YKR022C', 'YKR086W', 'YLL036C', 'YLR117C', 'YLR147C', 'YLR275W', 'YLR310C', 'YLR320W', 'YLR323C', 'YLR424W', 'YLR438C-A', 'YML046W', 'YML049C', 'YMR017W', 'YMR125W', 'YMR213W', 'YMR240C', 'YMR288W', 'YNL030W', 'YNL147W', 'YNL188W', 'YNR011C', 'YNR016C', 'YNR053C', 'YOR159C', 'YOR308C', 'YPL105C', 'YPL151C', 'YPL178W', 'YPL213W', 'YPR082C', 'YPR101W', 'YPR152C', 'YPR178W', 'YPR182W']",BRR2
YER173W,23,"['YAR007C', 'YBR087W', 'YDL101C', 'YDL154W', 'YDL164C', 'YDR004W', 'YDR212W', 'YDR214W', 'YDR394W', 'YER173W', 'YFR027W', 'YHR079C-A', 'YIL139C', 'YJL014W', 'YJL019W', 'YJR068W', 'YJR072C', 'YLR413W', 'YNL290W', 'YOL094C', 'YOR217W', 'YPL178W', 'YPL194W']",RAD24
YER174C,19,"['YAL044W-A', 'YAL046C', 'YCR008W', 'YDR098C', 'YDR381W', 'YER174C', 'YFR014C', 'YGL071W', 'YGL220W', 'YGR262C', 'YHR205W', 'YJL164C', 'YLR362W', 'YML036W', 'YNL209W', 'YNR051C', 'YOL016C', 'YOL128C', 'YOR244W']",GRX4
YER175C,3,"['YFR014C', 'YGL122C', 'YPL204W']",TMT1
YER177W,119,"['YAL024C', 'YBL034C', 'YBL101C', 'YBR010W', 'YBR031W', 'YBR059C', 'YBR194W', 'YBR198C', 'YCL014W', 'YDL117W', 'YDL156W', 'YDL229W', 'YDR001C', 'YDR006C', 'YDR017C', 'YDR028C', 'YDR062W', 'YDR099W', 'YDR130C', 'YDR135C', 'YDR216W', 'YDR328C', 'YDR373W', 'YDR448W', 'YDR477W', 'YDR523C', 'YER012W', 'YER016W', 'YER106W', 'YER114C', 'YER125W', 'YER132C', 'YER133W', 'YER151C', 'YER167W', 'YER177W', 'YFR004W', 'YFR014C', 'YFR017C', 'YFR028C', 'YGL003C', 'YGL035C', 'YGL078C', 'YGL115W', 'YGL122C', 'YGL181W', 'YGL252C', 'YGR097W', 'YGR252W', 'YHL007C', 'YHR027C', 'YHR121W', 'YHR152W', 'YHR165C', 'YHR200W', 'YIL149C', 'YIL159W', 'YIR003W', 'YIR010W', 'YJL076W', 'YJL084C', 'YJL127C', 'YJL141C', 'YKL049C', 'YKL081W', 'YKL140W', 'YKL168C', 'YKL171W', 'YKL182W', 'YKL188C', 'YKR021W', 'YKR059W', 'YLL013C', 'YLL024C', 'YLR028C', 'YLR177W', 'YLR197W', 'YLR256W', 'YLR258W', 'YLR310C', 'YLR320W', 'YLR403W', 'YLR433C', 'YML065W', 'YMR037C', 'YMR086W', 'YMR179W', 'YNL031C', 'YNL076W', 'YNL209W', 'YNL255C', 'YNL267W', 'YNL330C', 'YNR047W', 'YNR051C', 'YOL013C', 'YOL096C', 'YOR033C', 'YOR063W', 'YOR117W', 'YOR140W', 'YOR176W', 'YOR220W', 'YOR244W', 'YOR326W', 'YPL020C', 'YPL032C', 'YPL110C', 'YPL190C', 'YPL204W', 'YPL231W', 'YPL240C', 'YPL267W', 'YPR008W', 'YPR030W', 'YPR049C', 'YPR080W', 'YPR115W', 'YPR152C']",BMH1
YER178W,28,"['YBR221C', 'YCL037C', 'YCR079W', 'YDL156W', 'YDR074W', 'YDR430C', 'YFR004W', 'YGL122C', 'YGL137W', 'YGR229C', 'YHL034C', 'YHR027C', 'YHR200W', 'YIL042C', 'YIR010W', 'YJL128C', 'YKL049C', 'YKR016W', 'YLR166C', 'YLR340W', 'YMR219W', 'YMR308C', 'YNL071W', 'YNL209W', 'YNL255C', 'YNR051C', 'YOR090C', 'YOR117W']",PDA1
YER179W,25,"['YBL032W', 'YBR073W', 'YDL148C', 'YDR146C', 'YER179W', 'YFL016C', 'YGL122C', 'YGL163C', 'YHR079C-A', 'YIL105C', 'YIL144W', 'YKL211C', 'YLR044C', 'YLR067C', 'YLR127C', 'YLR134W', 'YML064C', 'YMR224C', 'YNL055C', 'YNR016C', 'YOR191W', 'YPL121C', 'YPL235W', 'YPR007C', 'YPR183W']",DMC1
YER180C,4,"['YGL026C', 'YGL070C', 'YMR080C', 'YPL049C']",ISC10
YER182W,11,"['YAL005C', 'YBL030C', 'YDL229W', 'YDR128W', 'YGL122C', 'YGL187C', 'YKL142W', 'YKR016W', 'YLL013C', 'YLL024C', 'YNL209W']",FMP10
YER184C,4,"['YCR051W', 'YER184C', 'YGL122C', 'YHR158C']",TOG1
