genetic_interaction_id,count,Systematic Name,genetic_interaction
YAL015C,25,"['YBL019W', 'YBR136W', 'YCR066W', 'YEL050C', 'YER070W', 'YHR120W', 'YJR035W', 'YJR052W', 'YKL114C', 'YLL002W', 'YML021C', 'YML032C', 'YML058W', 'YML060W', 'YMR201C', 'YMR284W', 'YMR293C', 'YNL250W', 'YOL043C', 'YOL115W', 'YOR033C', 'YOR258W', 'YOR346W', 'YPL022W', 'YPL167C']",NTG1
YAL016W,16,"['YBR034C', 'YBR158W', 'YDL047W', 'YDL134C', 'YDR005C', 'YFL039C', 'YGR105W', 'YGR274C', 'YHR075C', 'YIL153W', 'YMR028W', 'YNL006W', 'YNL032W', 'YOR116C', 'YPL152W', 'YPL180W']",TPD3
YAL017W,38,"['YBR231C', 'YBR257W', 'YCR032W', 'YCR086W', 'YDL189W', 'YDL235C', 'YDR127W', 'YDR195W', 'YDR390C', 'YDR422C', 'YDR512C', 'YEL051W', 'YGL190C', 'YGL222C', 'YHL007C', 'YIL095W', 'YIL134W', 'YJL047C', 'YKL035W', 'YKL127W', 'YKL203C', 'YKR099W', 'YLL055W', 'YLR028C', 'YML112W', 'YML124C', 'YMR105C', 'YNL064C', 'YNL068C', 'YNL233W', 'YOL045W', 'YOR026W', 'YOR163W', 'YOR204W', 'YOR303W', 'YOR311C', 'YPL119C', 'YPL230W']",PSK1
YAL019W,75,"['YAL011W', 'YAL043C', 'YBR015C', 'YBR060C', 'YBR135W', 'YBR245C', 'YDL140C', 'YDR092W', 'YDR105C', 'YDR137W', 'YDR217C', 'YDR419W', 'YDR439W', 'YDR440W', 'YDR485C', 'YEL002C', 'YER095W', 'YER157W', 'YER171W', 'YER173W', 'YGL005C', 'YGL027C', 'YGL087C', 'YGL163C', 'YGL175C', 'YGR281W', 'YHR013C', 'YHR066W', 'YHR078W', 'YHR094C', 'YHR154W', 'YIR016W', 'YJL013C', 'YJL034W', 'YJL092W', 'YJR119C', 'YJR130C', 'YKL033W', 'YKL049C', 'YKR001C', 'YLL004W', 'YLR032W', 'YLR039C', 'YLR085C', 'YLR087C', 'YLR262C', 'YLR350W', 'YLR357W', 'YLR370C', 'YML041C', 'YML071C', 'YML098W', 'YML119W', 'YML128C', 'YMR078C', 'YMR190C', 'YNL041C', 'YNL051W', 'YNL216W', 'YNL261W', 'YNR003C', 'YOL006C', 'YOL012C', 'YOL115W', 'YOR033C', 'YOR085W', 'YOR141C', 'YOR147W', 'YOR383C', 'YPL047W', 'YPL167C', 'YPL234C', 'YPR024W', 'YPR110C', 'YPR178W']",FUN30
YAL020C,84,"['YBL071W-A', 'YBL072C', 'YBR036C', 'YBR200W', 'YCL032W', 'YCL043C', 'YCR009C', 'YCR053W', 'YCR086W', 'YDL006W', 'YDL081C', 'YDL101C', 'YDR092W', 'YDR146C', 'YDR159W', 'YDR162C', 'YDR247W', 'YDR432W', 'YEL057C', 'YER083C', 'YFL001W', 'YFL007W', 'YFL039C', 'YFR009W', 'YGL020C', 'YGL031C', 'YGL148W', 'YGR002C', 'YGR105W', 'YGR106C', 'YGR167W', 'YHR111W', 'YIL043C', 'YIL076W', 'YKL069W', 'YKL081W', 'YKL212W', 'YKR048C', 'YLR048W', 'YLR371W', 'YML085C', 'YMR073C', 'YMR116C', 'YMR186W', 'YMR284W', 'YNL076W', 'YNL079C', 'YNL154C', 'YNL271C', 'YNL272C', 'YNL330C', 'YNR026C', 'YNR035C', 'YOL004W', 'YOR141C', 'YOR197W', 'YOR232W', 'YOR246C', 'YOR269W', 'YOR271C', 'YOR298C-A', 'YOR317W', 'YOR349W', 'YOR352W', 'YOR381W', 'YPL056C', 'YPL067C', 'YPL086C', 'YPL103C', 'YPL121C', 'YPL138C', 'YPL149W', 'YPL158C', 'YPL161C', 'YPL162C', 'YPL170W', 'YPL206C', 'YPL230W', 'YPL240C', 'YPL244C', 'YPL245W', 'YPL250C', 'YPR093C', 'YPR178W']",ATS1
YAL021C,239,"['YAL011W', 'YAL040C', 'YAR002W', 'YBL008W', 'YBL022C', 'YBL032W', 'YBL088C', 'YBL099W', 'YBL105C', 'YBR066C', 'YBR073W', 'YBR088C', 'YBR089C-A', 'YBR098W', 'YBR131W', 'YBR136W', 'YBR160W', 'YBR231C', 'YBR279W', 'YBR288C', 'YCL008C', 'YCL016C', 'YCL029C', 'YCL037C', 'YCL061C', 'YCR009C', 'YCR061W', 'YCR066W', 'YCR077C', 'YCR086W', 'YCR093W', 'YDL013W', 'YDL040C', 'YDL061C', 'YDL074C', 'YDL101C', 'YDL140C', 'YDL160C', 'YDL165W', 'YDL185W', 'YDL192W', 'YDL225W', 'YDL226C', 'YDL240W', 'YDR043C', 'YDR065W', 'YDR076W', 'YDR123C', 'YDR138W', 'YDR293C', 'YDR298C', 'YDR323C', 'YDR334W', 'YDR359C', 'YDR363W-A', 'YDR369C', 'YDR378C', 'YDR386W', 'YDR388W', 'YDR392W', 'YDR432W', 'YDR439W', 'YDR448W', 'YDR456W', 'YDR484W', 'YDR485C', 'YDR507C', 'YEL007W', 'YER016W', 'YER068W', 'YER070W', 'YER095W', 'YER111C', 'YER116C', 'YER145C', 'YER148W', 'YER165W', 'YFL039C', 'YFR005C', 'YFR048W', 'YGL020C', 'YGL043W', 'YGL058W', 'YGL094C', 'YGL095C', 'YGL127C', 'YGL151W', 'YGL163C', 'YGL175C', 'YGL178W', 'YGL207W', 'YGR002C', 'YGR070W', 'YGR104C', 'YGR105W', 'YGR106C', 'YGR116W', 'YGR135W', 'YGR178C', 'YGR180C', 'YGR252W', 'YGR261C', 'YGR274C', 'YGR292W', 'YHR013C', 'YHR030C', 'YHR031C', 'YHR041C', 'YHR090C', 'YHR118C', 'YHR129C', 'YHR132W-A', 'YHR154W', 'YHR167W', 'YHR178W', 'YHR189W', 'YHR191C', 'YHR200W', 'YIL038C', 'YIL084C', 'YIL090W', 'YIR008C', 'YIR009W', 'YJL024C', 'YJL029C', 'YJL047C', 'YJL092W', 'YJL115W', 'YJL124C', 'YJL127C', 'YJL148W', 'YJL187C', 'YJL194W', 'YJL204C', 'YJR011C', 'YJR043C', 'YJR052W', 'YJR066W', 'YJR144W', 'YKL002W', 'YKL016C', 'YKL033W', 'YKL041W', 'YKL048C', 'YKL113C', 'YKL139W', 'YKL204W', 'YKL212W', 'YKR001C', 'YKR010C', 'YLL033W', 'YLR055C', 'YLR079W', 'YLR085C', 'YLR150W', 'YLR176C', 'YLR182W', 'YLR226W', 'YLR320W', 'YLR360W', 'YLR368W', 'YLR371W', 'YLR373C', 'YLR386W', 'YLR393W', 'YLR396C', 'YLR417W', 'YLR418C', 'YML010W', 'YML032C', 'YML041C', 'YML061C', 'YML062C', 'YMR058W', 'YMR070W', 'YMR077C', 'YMR078C', 'YMR080C', 'YMR186W', 'YMR190C', 'YMR198W', 'YMR199W', 'YMR202W', 'YMR224C', 'YMR263W', 'YMR316W', 'YNL084C', 'YNL086W', 'YNL107W', 'YNL147W', 'YNL157W', 'YNL236W', 'YNL250W', 'YNL283C', 'YNL297C', 'YNL298W', 'YNL315C', 'YNL330C', 'YNR004W', 'YNR020C', 'YNR052C', 'YOL004W', 'YOL006C', 'YOL009C', 'YOL051W', 'YOL149W', 'YOR001W', 'YOR008C', 'YOR038C', 'YOR046C', 'YOR083W', 'YOR122C', 'YOR141C', 'YOR144C', 'YOR151C', 'YOR204W', 'YOR209C', 'YOR244W', 'YOR267C', 'YOR327C', 'YPL002C', 'YPL055C', 'YPL078C', 'YPL084W', 'YPL097W', 'YPL120W', 'YPL153C', 'YPL195W', 'YPL240C', 'YPL256C', 'YPR052C', 'YPR057W', 'YPR072W', 'YPR105C', 'YPR119W', 'YPR135W', 'YPR141C', 'YPR164W', 'YPR173C']",CCR4
YAL023C,148,"['YAL012W', 'YBL007C', 'YBL017C', 'YBL082C', 'YBL105C', 'YBR005W', 'YBR015C', 'YBR078W', 'YBR171W', 'YBR200W', 'YBR201W', 'YBR229C', 'YBR260C', 'YCR017C', 'YCR044C', 'YDL006W', 'YDL077C', 'YDL095W', 'YDL100C', 'YDL220C', 'YDR137W', 'YDR141C', 'YDR162C', 'YDR297W', 'YDR307W', 'YDR331W', 'YDR372C', 'YDR389W', 'YDR414C', 'YDR432W', 'YDR434W', 'YDR456W', 'YDR484W', 'YEL002C', 'YEL031W', 'YER083C', 'YER122C', 'YFL025C', 'YFL031W', 'YFR010W', 'YGL008C', 'YGL012W', 'YGL020C', 'YGL027C', 'YGL054C', 'YGL061C', 'YGL084C', 'YGL167C', 'YGL200C', 'YGR023W', 'YGR058W', 'YGR063C', 'YGR099W', 'YGR166W', 'YGR199W', 'YGR200C', 'YHR030C', 'YHR079C', 'YHR129C', 'YHR154W', 'YHR206W', 'YIL027C', 'YIL090W', 'YIR033W', 'YJL034W', 'YJL062W', 'YJL092W', 'YJL095W', 'YJL171C', 'YJL183W', 'YJR044C', 'YJR073C', 'YJR075W', 'YJR118C', 'YJR143C', 'YKL041W', 'YKL073W', 'YKL113C', 'YKL140W', 'YKL190W', 'YKR001C', 'YKR007W', 'YKR020W', 'YLL043W', 'YLR039C', 'YLR242C', 'YLR262C', 'YLR268W', 'YLR292C', 'YLR332W', 'YLR360W', 'YLR370C', 'YLR372W', 'YLR378C', 'YLR433C', 'YLR459W', 'YML008C', 'YML012W', 'YML013W', 'YML019W', 'YML097C', 'YML125C', 'YMR010W', 'YMR013C', 'YMR161W', 'YMR186W', 'YMR202W', 'YMR216C', 'YMR264W', 'YMR272C', 'YMR284W', 'YMR307W', 'YNL079C', 'YNL097C', 'YNL154C', 'YNL169C', 'YNL219C', 'YNL297C', 'YNL322C', 'YNL323W', 'YNL330C', 'YNR006W', 'YNR051C', 'YOL001W', 'YOL013C', 'YOL018C', 'YOL031C', 'YOL058W', 'YOR002W', 'YOR008C', 'YOR069W', 'YOR085W', 'YOR089C', 'YOR132W', 'YOR216C', 'YOR246C', 'YOR321W', 'YOR339C', 'YPL029W', 'YPL031C', 'YPL057C', 'YPL096C-A', 'YPL120W', 'YPL158C', 'YPL172C', 'YPL240C', 'YPR024W', 'YPR183W']",PMT2
YAL024C,339,"['YAL013W', 'YAL041W', 'YAR003W', 'YAR019C', 'YBL016W', 'YBL025W', 'YBL031W', 'YBL032W', 'YBL058W', 'YBL079W', 'YBL087C', 'YBL088C', 'YBR036C', 'YBR058C', 'YBR095C', 'YBR097W', 'YBR111W-A', 'YBR119W', 'YBR140C', 'YBR158W', 'YBR160W', 'YBR175W', 'YBR200W', 'YBR267W', 'YCL016C', 'YCL037C', 'YCL061C', 'YCL063W', 'YCR016W', 'YCR066W', 'YCR094W', 'YDL006W', 'YDL007W', 'YDL013W', 'YDL017W', 'YDL020C', 'YDL040C', 'YDL056W', 'YDL059C', 'YDL074C', 'YDL090C', 'YDL115C', 'YDL126C', 'YDL130W', 'YDL136W', 'YDL144C', 'YDL190C', 'YDL220C', 'YDL225W', 'YDL236W', 'YDR004W', 'YDR043C', 'YDR065W', 'YDR071C', 'YDR076W', 'YDR101C', 'YDR117C', 'YDR121W', 'YDR126W', 'YDR146C', 'YDR150W', 'YDR159W', 'YDR168W', 'YDR174W', 'YDR180W', 'YDR184C', 'YDR200C', 'YDR207C', 'YDR260C', 'YDR309C', 'YDR310C', 'YDR315C', 'YDR359C', 'YDR369C', 'YDR392W', 'YDR432W', 'YDR439W', 'YDR440W', 'YDR463W', 'YDR469W', 'YDR488C', 'YDR497C', 'YDR516C', 'YDR532C', 'YEL029C', 'YEL031W', 'YEL037C', 'YEL054C', 'YEL061C', 'YEL062W', 'YER014W', 'YER016W', 'YER073W', 'YER094C', 'YER095W', 'YER110C', 'YER116C', 'YER123W', 'YER139C', 'YFL024C', 'YFL039C', 'YFR004W', 'YFR028C', 'YFR036W', 'YFR052W', 'YGL045W', 'YGL058W', 'YGL060W', 'YGL061C', 'YGL066W', 'YGL078C', 'YGL112C', 'YGL116W', 'YGL127C', 'YGL133W', 'YGL155W', 'YGL163C', 'YGL167C', 'YGL190C', 'YGL228W', 'YGR046W', 'YGR056W', 'YGR060W', 'YGR077C', 'YGR078C', 'YGR088W', 'YGR092W', 'YGR098C', 'YGR134W', 'YGR152C', 'YGR180C', 'YGR192C', 'YGR238C', 'YGR260W', 'YHL007C', 'YHL027W', 'YHL033C', 'YHR013C', 'YHR031C', 'YHR034C', 'YHR041C', 'YHR061C', 'YHR067W', 'YHR090C', 'YHR100C', 'YHR119W', 'YHR129C', 'YHR152W', 'YHR154W', 'YHR158C', 'YHR166C', 'YHR178W', 'YHR181W', 'YHR191C', 'YHR200W', 'YIL033C', 'YIL036W', 'YIL084C', 'YIL103W', 'YIL106W', 'YIR009W', 'YIR023W', 'YIR033W', 'YJL019W', 'YJL047C', 'YJL080C', 'YJL081C', 'YJL092W', 'YJL098W', 'YJL115W', 'YJL121C', 'YJL128C', 'YJL148W', 'YJL168C', 'YJL177W', 'YJL179W', 'YJR024C', 'YJR036C', 'YJR040W', 'YJR043C', 'YJR045C', 'YJR049C', 'YJR050W', 'YJR051W', 'YJR053W', 'YJR055W', 'YJR058C', 'YJR066W', 'YJR074W', 'YJR097W', 'YJR102C', 'YKL006W', 'YKL074C', 'YKL101W', 'YKL113C', 'YKR010C', 'YKR048C', 'YKR054C', 'YKR061W', 'YKR092C', 'YLL002W', 'YLL049W', 'YLR015W', 'YLR022C', 'YLR027C', 'YLR032W', 'YLR055C', 'YLR067C', 'YLR079W', 'YLR090W', 'YLR102C', 'YLR103C', 'YLR153C', 'YLR200W', 'YLR204W', 'YLR229C', 'YLR234W', 'YLR240W', 'YLR272C', 'YLR315W', 'YLR319C', 'YLR320W', 'YLR357W', 'YLR370C', 'YLR373C', 'YLR386W', 'YLR406C', 'YLR410W', 'YLR417W', 'YLR448W', 'YML032C', 'YML036W', 'YML061C', 'YML064C', 'YML094W', 'YML103C', 'YML109W', 'YML128C', 'YMR022W', 'YMR033W', 'YMR039C', 'YMR048W', 'YMR055C', 'YMR063W', 'YMR078C', 'YMR144W', 'YMR154C', 'YMR165C', 'YMR179W', 'YMR186W', 'YMR190C', 'YMR194W', 'YMR198W', 'YMR205C', 'YMR214W', 'YMR223W', 'YMR224C', 'YMR261C', 'YMR263W', 'YMR267W', 'YMR269W', 'YMR273C', 'YMR274C', 'YMR294W', 'YMR299C', 'YNL021W', 'YNL030W', 'YNL054W', 'YNL064C', 'YNL068C', 'YNL076W', 'YNL084C', 'YNL097C', 'YNL098C', 'YNL121C', 'YNL147W', 'YNL148C', 'YNL153C', 'YNL199C', 'YNL229C', 'YNL236W', 'YNL250W', 'YNL262W', 'YNL273W', 'YNL294C', 'YNL330C', 'YNR009W', 'YOL004W', 'YOL006C', 'YOL041C', 'YOL068C', 'YOR014W', 'YOR035C', 'YOR080W', 'YOR083W', 'YOR089C', 'YOR122C', 'YOR144C', 'YOR195W', 'YOR209C', 'YOR211C', 'YOR221C', 'YOR233W', 'YOR244W', 'YOR259C', 'YOR269W', 'YOR271C', 'YOR275C', 'YOR295W', 'YOR297C', 'YOR304W', 'YOR344C', 'YOR360C', 'YOR373W', 'YPL008W', 'YPL047W', 'YPL055C', 'YPL059W', 'YPL084W', 'YPL106C', 'YPL116W', 'YPL139C', 'YPL155C', 'YPL161C', 'YPL174C', 'YPL178W', 'YPL181W', 'YPL184C', 'YPL188W', 'YPL213W', 'YPL240C', 'YPL269W', 'YPR029C', 'YPR054W', 'YPR068C', 'YPR119W', 'YPR135W', 'YPR141C', 'YPR164W']",LTE1
YAL025C,42,"['YBL072C', 'YBR126C', 'YBR181C', 'YBR200W', 'YCR028C-A', 'YDL083C', 'YDR001C', 'YDR005C', 'YDR080W', 'YDR083W', 'YDR247W', 'YDR315C', 'YGL045W', 'YHL027W', 'YJL154C', 'YJR077C', 'YKL022C', 'YKL048C', 'YKL055C', 'YKL081W', 'YLL039C', 'YLR119W', 'YLR251W', 'YLR264W', 'YLR290C', 'YLR371W', 'YLR393W', 'YML063W', 'YMR041C', 'YMR063W', 'YMR154C', 'YNL130C', 'YNL141W', 'YNL271C', 'YOL006C', 'YOL041C', 'YOR030W', 'YPL036W', 'YPL055C', 'YPL069C', 'YPL161C', 'YPL172C']",MAK16
YAL026C,167,"['YAR003W', 'YAR042W', 'YBL007C', 'YBL024W', 'YBL079W', 'YBR130C', 'YBR164C', 'YBR171W', 'YBR231C', 'YBR254C', 'YBR255W', 'YCR017C', 'YCR044C', 'YCR053W', 'YCR088W', 'YDL048C', 'YDL051W', 'YDL072C', 'YDL095W', 'YDL137W', 'YDL192W', 'YDL220C', 'YDL226C', 'YDR108W', 'YDR137W', 'YDR141C', 'YDR172W', 'YDR264C', 'YDR320C', 'YDR358W', 'YDR363W-A', 'YDR372C', 'YEL022W', 'YEL042W', 'YEL043W', 'YER026C', 'YER031C', 'YER083C', 'YER120W', 'YER122C', 'YER166W', 'YFL024C', 'YFL025C', 'YGL012W', 'YGL054C', 'YGL071W', 'YGL084C', 'YGL126W', 'YGL137W', 'YGL167C', 'YGL203C', 'YGL206C', 'YGL226C-A', 'YGR023W', 'YGR060W', 'YGR078C', 'YGR089W', 'YGR105W', 'YGR106C', 'YGR135W', 'YGR166W', 'YGR241C', 'YHL034C', 'YHR004C', 'YHR039C', 'YHR090C', 'YHR108W', 'YHR135C', 'YHR205W', 'YIL035C', 'YIL040W', 'YIL044C', 'YIL048W', 'YIL076W', 'YIL090W', 'YIL137C', 'YIL159W', 'YIR006C', 'YJL024C', 'YJL034W', 'YJL053W', 'YJL099W', 'YJL117W', 'YJL148W', 'YJR040W', 'YJR117W', 'YKL048C', 'YKL065C', 'YKL073W', 'YKL079W', 'YKL119C', 'YKL190W', 'YKL212W', 'YKR001C', 'YLR022C', 'YLR039C', 'YLR056W', 'YLR133W', 'YLR233C', 'YLR242C', 'YLR292C', 'YLR337C', 'YLR350W', 'YLR372W', 'YML008C', 'YML052W', 'YML094W', 'YMR015C', 'YMR022W', 'YMR123W', 'YMR161W', 'YMR162C', 'YMR183C', 'YMR186W', 'YMR202W', 'YMR283C', 'YMR284W', 'YMR302C', 'YNL044W', 'YNL051W', 'YNL072W', 'YNL111C', 'YNL154C', 'YNL238W', 'YNL243W', 'YNL258C', 'YNL267W', 'YNL271C', 'YNL297C', 'YNL322C', 'YNL323W', 'YNR051C', 'YOL002C', 'YOL004W', 'YOL018C', 'YOL072W', 'YOL108C', 'YOL124C', 'YOR002W', 'YOR006C', 'YOR070C', 'YOR115C', 'YOR122C', 'YOR185C', 'YOR216C', 'YOR244W', 'YOR254C', 'YOR276W', 'YOR311C', 'YPL048W', 'YPL057C', 'YPL091W', 'YPL120W', 'YPL135W', 'YPL137C', 'YPL145C', 'YPL149W', 'YPL150W', 'YPL155C', 'YPL158C', 'YPL166W', 'YPL174C', 'YPL195W', 'YPL234C', 'YPL240C', 'YPR029C', 'YPR032W']",DRS2
YAL027W,19,"['YAR007C', 'YBL019W', 'YBR223C', 'YDL042C', 'YDL059C', 'YDR075W', 'YDR105C', 'YGR071C', 'YGR181W', 'YGR274C', 'YKL114C', 'YLR152C', 'YLR376C', 'YMR106C', 'YMR201C', 'YNL154C', 'YNL253W', 'YOR217W', 'YPR049C']",SAW1
YAL028W,17,"['YBR257W', 'YDL215C', 'YIR016W', 'YKL048C', 'YKR036C', 'YLR090W', 'YMR123W', 'YMR186W', 'YMR199W', 'YNL298W', 'YNL330C', 'YNR010W', 'YNR019W', 'YOR202W', 'YOR324C', 'YPL240C', 'YPL256C']",FRT2
YAL029C,16,"['YBL032W', 'YDL112W', 'YER105C', 'YGL106W', 'YHR030C', 'YKL185W', 'YLR016C', 'YLR018C', 'YMR032W', 'YMR153W', 'YMR186W', 'YOL113W', 'YOR326W', 'YPL158C', 'YPL240C', 'YPR057W']",MYO4
YAL030W,40,"['YBL050W', 'YBR076W', 'YCR034W', 'YDL047W', 'YDL117W', 'YDL226C', 'YDR108W', 'YDR126W', 'YDR164C', 'YDR294C', 'YDR359C', 'YDR468C', 'YEL018W', 'YGL206C', 'YGR009C', 'YGR142W', 'YGR198W', 'YGR281W', 'YHR090C', 'YIR016W', 'YJR017C', 'YKL203C', 'YKR001C', 'YLR240W', 'YLR372W', 'YMR079W', 'YMR183C', 'YMR186W', 'YMR202W', 'YMR246W', 'YNL098C', 'YNL136W', 'YOL002C', 'YOL018C', 'YOR036W', 'YOR106W', 'YOR317W', 'YOR327C', 'YPL232W', 'YPL240C']",SNC1
YAL032C,13,"['YBR188C', 'YDR088C', 'YDR364C', 'YDR416W', 'YER013W', 'YGR006W', 'YGR099W', 'YLR117C', 'YMR186W', 'YMR213W', 'YMR224C', 'YNL330C', 'YPL240C']",PRP45
YAL034W-A,63,"['YAL010C', 'YAL055W', 'YAR003W', 'YBR030W', 'YBR103W', 'YBR132C', 'YCR033W', 'YCR063W', 'YDL117W', 'YDL142C', 'YDL226C', 'YDR252W', 'YDR265W', 'YDR289C', 'YER048C', 'YER155C', 'YFL010W-A', 'YGL151W', 'YGL180W', 'YGL194C', 'YGL257C', 'YGR097W', 'YGR143W', 'YGR157W', 'YGR188C', 'YGR292W', 'YIL040W', 'YIL090W', 'YIL134W', 'YIR010W', 'YJL030W', 'YJL070C', 'YJL107C', 'YJL177W', 'YJR011C', 'YJR074W', 'YJR112W', 'YKL049C', 'YKL053C-A', 'YLR091W', 'YLR131C', 'YLR193C', 'YLR251W', 'YLR448W', 'YML066C', 'YML094W', 'YML103C', 'YMR224C', 'YMR293C', 'YNL080C', 'YNL088W', 'YOL042W', 'YOR017W', 'YOR106W', 'YOR127W', 'YOR205C', 'YOR276W', 'YPL209C', 'YPL270W', 'YPR011C', 'YPR061C', 'YPR071W', 'YPR179C']",MTW1
YAL035W,8,"['YDL156W', 'YDR283C', 'YDR432W', 'YHR090C', 'YMR186W', 'YMR260C', 'YPL183W-A', 'YPL240C']",FUN12
YAL036C,11,"['YDR122W', 'YDR152W', 'YDR432W', 'YDR522C', 'YGL195W', 'YGR173W', 'YIL041W', 'YMR186W', 'YMR210W', 'YOR311C', 'YPL240C']",RBG1
YAL038W,31,"['YBR125C', 'YBR218C', 'YDR126W', 'YDR127W', 'YDR148C', 'YER052C', 'YER125W', 'YFR053C', 'YGL080W', 'YGL237C', 'YGR188C', 'YIL153W', 'YIL154C', 'YJR044C', 'YKR050W', 'YLR056W', 'YLR410W', 'YLR414C', 'YML035C', 'YML097C', 'YMR190C', 'YMR192W', 'YMR282C', 'YNL271C', 'YNL298W', 'YNL307C', 'YOR327C', 'YOR347C', 'YPR057W', 'YPR060C', 'YPR096C']",CDC19
YAL039C,19,"['YER141W', 'YGR029W', 'YHR030C', 'YJR144W', 'YML094W', 'YMR032W', 'YMR186W', 'YMR267W', 'YMR293C', 'YNL064C', 'YNL298W', 'YOL081W', 'YOR037W', 'YOR065W', 'YOR205C', 'YOR330C', 'YPL234C', 'YPL240C', 'YPR024W']",CYC3
YAL040C,159,"['YAL021C', 'YAR019C', 'YBL016W', 'YBL035C', 'YBL103C', 'YBR088C', 'YBR160W', 'YBR200W', 'YCL016C', 'YCL032W', 'YCR002C', 'YCR009C', 'YCR033W', 'YCR077C', 'YCR086W', 'YDL006W', 'YDL047W', 'YDL056W', 'YDL074C', 'YDL132W', 'YDL160C', 'YDL179W', 'YDR017C', 'YDR028C', 'YDR093W', 'YDR103W', 'YDR137W', 'YDR150W', 'YDR156W', 'YDR159W', 'YDR162C', 'YDR207C', 'YDR245W', 'YDR264C', 'YDR293C', 'YDR315C', 'YDR334W', 'YDR378C', 'YEL003W', 'YER020W', 'YER083C', 'YER111C', 'YER151C', 'YER166W', 'YER167W', 'YFL009W', 'YFL039C', 'YFR037C', 'YFR040W', 'YGL003C', 'YGL016W', 'YGL020C', 'YGL066W', 'YGL071W', 'YGL190C', 'YGR040W', 'YGR044C', 'YGR109C', 'YGR188C', 'YGR229C', 'YHL007C', 'YHR066W', 'YHR205W', 'YHR206W', 'YIL021W', 'YIL040W', 'YIL101C', 'YIL122W', 'YJL006C', 'YJL090C', 'YJL092W', 'YJL095W', 'YJL127C', 'YJL157C', 'YJL179W', 'YJL183W', 'YJR043C', 'YJR090C', 'YJR151C', 'YKL045W', 'YKL048C', 'YKL139W', 'YKL189W', 'YKL212W', 'YKR004C', 'YKR020W', 'YKR072C', 'YKR097W', 'YKR101W', 'YLL029W', 'YLR055C', 'YLR079W', 'YLR087C', 'YLR113W', 'YLR182W', 'YLR248W', 'YLR262C', 'YLR268W', 'YLR314C', 'YLR361C', 'YLR362W', 'YLR371W', 'YLR403W', 'YLR452C', 'YML094W', 'YML119W', 'YMR016C', 'YMR038C', 'YMR052W', 'YMR070W', 'YMR135C', 'YMR162C', 'YMR173W', 'YMR179W', 'YMR186W', 'YMR198W', 'YMR199W', 'YMR216C', 'YNL098C', 'YNL162W', 'YNL183C', 'YNL197C', 'YNL201C', 'YNL216W', 'YNL289W', 'YNL298W', 'YNL309W', 'YNL330C', 'YNR051C', 'YOL004W', 'YOL006C', 'YOL051W', 'YOL072W', 'YOL081W', 'YOL139C', 'YOL145C', 'YOR014W', 'YOR026W', 'YOR068C', 'YOR077W', 'YOR083W', 'YOR141C', 'YOR212W', 'YOR281C', 'YPL031C', 'YPL042C', 'YPL055C', 'YPL075W', 'YPL116W', 'YPL153C', 'YPL190C', 'YPL203W', 'YPL240C', 'YPL249C-A', 'YPL256C', 'YPL268W', 'YPR120C', 'YPR141C', 'YPR161C']",CLN3
YAL041W,147,"['YAL024C', 'YBL007C', 'YBR023C', 'YBR038W', 'YBR133C', 'YBR200W', 'YBR231C', 'YBR238C', 'YBR274W', 'YBR294W', 'YCR061W', 'YDL013W', 'YDL081C', 'YDL085W', 'YDL104C', 'YDL117W', 'YDL135C', 'YDL173W', 'YDL191W', 'YDL240W', 'YDR080W', 'YDR099W', 'YDR147W', 'YDR262W', 'YDR287W', 'YDR309C', 'YDR323C', 'YDR351W', 'YDR389W', 'YDR392W', 'YDR403W', 'YDR520C', 'YER048C', 'YER061C', 'YER093C-A', 'YER095W', 'YER111C', 'YER116C', 'YER118C', 'YER149C', 'YER161C', 'YER177W', 'YFL005W', 'YFL036W', 'YFR013W', 'YFR023W', 'YFR038W', 'YFR049W', 'YGL029W', 'YGL031C', 'YGL084C', 'YGL114W', 'YGL167C', 'YGL173C', 'YGL194C', 'YGL233W', 'YGL244W', 'YGL252C', 'YGL253W', 'YGL255W', 'YGR014W', 'YGR070W', 'YGR096W', 'YGR101W', 'YGR152C', 'YGR188C', 'YGR229C', 'YGR231C', 'YGR256W', 'YGR266W', 'YGR270W', 'YHR034C', 'YHR059W', 'YHR061C', 'YHR111W', 'YHR129C', 'YHR142W', 'YHR143W', 'YHR163W', 'YHR178W', 'YHR200W', 'YIL040W', 'YIL090W', 'YJL095W', 'YJL157C', 'YJL183W', 'YJL186W', 'YJL187C', 'YJR075W', 'YKL007W', 'YKL019W', 'YKL033W', 'YKL049C', 'YKL080W', 'YKL081W', 'YKL171W', 'YKR054C', 'YLR039C', 'YLR056W', 'YLR061W', 'YLR089C', 'YLR107W', 'YLR110C', 'YLR205C', 'YLR229C', 'YLR313C', 'YLR319C', 'YLR371W', 'YLR425W', 'YML001W', 'YML109W', 'YMR030W', 'YMR032W', 'YMR055C', 'YMR168C', 'YMR190C', 'YMR202W', 'YMR224C', 'YMR273C', 'YMR307W', 'YNL079C', 'YNL232W', 'YNL293W', 'YNL298W', 'YNL322C', 'YNR007C', 'YOL001W', 'YOL004W', 'YOL014W', 'YOL070C', 'YOL112W', 'YOR101W', 'YOR122C', 'YOR123C', 'YOR132W', 'YOR144C', 'YOR188W', 'YPL008W', 'YPL115C', 'YPL120W', 'YPL161C', 'YPL226W', 'YPL242C', 'YPL262W', 'YPR024W', 'YPR070W', 'YPR165W']",CDC24
